name,estimate,margin_of_error,order,geoid,st,cnty,Line_Type,Tenure,Housing_Problem_Severity,Household_Income
"Albemarle County, Virginia",37010.0,638.0,1.0,05000US51003,51,003,T,All,All,All
"Albemarle County, Virginia",23625.0,860.0,2.0,05000US51003,51,003,S,Owner,All,All
"Albemarle County, Virginia",100.0,71.0,3.0,05000US51003,51,003,S,Owner,Substandard,All
"Albemarle County, Virginia",40.0,50.0,4.0,05000US51003,51,003,D,Owner,Substandard,<=30% AMI
"Albemarle County, Virginia",0.0,161.0,5.0,05000US51003,51,003,D,Owner,Substandard,30.1-50% AMI
"Albemarle County, Virginia",0.0,161.0,6.0,05000US51003,51,003,D,Owner,Substandard,50.1-60% AMI
"Albemarle County, Virginia",20.0,35.0,7.0,05000US51003,51,003,D,Owner,Substandard,60.1-80% AMI
"Albemarle County, Virginia",0.0,161.0,8.0,05000US51003,51,003,D,Owner,Substandard,80.1-95% AMI
"Albemarle County, Virginia",40.0,50.0,9.0,05000US51003,51,003,D,Owner,Substandard,>95% AMI
"Albemarle County, Virginia",55.0,65.0,10.0,05000US51003,51,003,S,Owner,Severely overcrowded,All
"Albemarle County, Virginia",0.0,161.0,11.0,05000US51003,51,003,D,Owner,Severely overcrowded,<=30% AMI
"Albemarle County, Virginia",0.0,161.0,12.0,05000US51003,51,003,D,Owner,Severely overcrowded,30.1-50% AMI
"Albemarle County, Virginia",0.0,161.0,13.0,05000US51003,51,003,D,Owner,Severely overcrowded,50.1-60% AMI
"Albemarle County, Virginia",0.0,161.0,14.0,05000US51003,51,003,D,Owner,Severely overcrowded,60.1-80% AMI
"Albemarle County, Virginia",0.0,161.0,15.0,05000US51003,51,003,D,Owner,Severely overcrowded,80.1-95% AMI
"Albemarle County, Virginia",55.0,65.0,16.0,05000US51003,51,003,D,Owner,Severely overcrowded,>95% AMI
"Albemarle County, Virginia",90.0,99.0,17.0,05000US51003,51,003,S,Owner,Overcrowded,All
"Albemarle County, Virginia",0.0,161.0,18.0,05000US51003,51,003,D,Owner,Overcrowded,<=30% AMI
"Albemarle County, Virginia",55.0,93.0,19.0,05000US51003,51,003,D,Owner,Overcrowded,30.1-50% AMI
"Albemarle County, Virginia",0.0,161.0,20.0,05000US51003,51,003,D,Owner,Overcrowded,50.1-60% AMI
"Albemarle County, Virginia",20.0,35.0,21.0,05000US51003,51,003,D,Owner,Overcrowded,60.1-80% AMI
"Albemarle County, Virginia",0.0,161.0,22.0,05000US51003,51,003,D,Owner,Overcrowded,80.1-95% AMI
"Albemarle County, Virginia",15.0,25.0,23.0,05000US51003,51,003,D,Owner,Overcrowded,>95% AMI
"Albemarle County, Virginia",1725.0,356.0,24.0,05000US51003,51,003,S,Owner,Severely cost burdened,All
"Albemarle County, Virginia",665.0,192.0,25.0,05000US51003,51,003,D,Owner,Severely cost burdened,<=30% AMI
"Albemarle County, Virginia",550.0,209.0,26.0,05000US51003,51,003,D,Owner,Severely cost burdened,30.1-50% AMI
"Albemarle County, Virginia",80.0,69.0,27.0,05000US51003,51,003,D,Owner,Severely cost burdened,50.1-60% AMI
"Albemarle County, Virginia",110.0,84.0,28.0,05000US51003,51,003,D,Owner,Severely cost burdened,60.1-80% AMI
"Albemarle County, Virginia",155.0,105.0,29.0,05000US51003,51,003,D,Owner,Severely cost burdened,80.1-95% AMI
"Albemarle County, Virginia",165.0,107.0,30.0,05000US51003,51,003,D,Owner,Severely cost burdened,>95% AMI
"Albemarle County, Virginia",3815.0,544.0,31.0,05000US51003,51,003,S,Owner,Cost burdened,All
"Albemarle County, Virginia",170.0,100.0,32.0,05000US51003,51,003,D,Owner,Cost burdened,<=30% AMI
"Albemarle County, Virginia",340.0,177.0,33.0,05000US51003,51,003,D,Owner,Cost burdened,30.1-50% AMI
"Albemarle County, Virginia",175.0,162.0,34.0,05000US51003,51,003,D,Owner,Cost burdened,50.1-60% AMI
"Albemarle County, Virginia",490.0,170.0,35.0,05000US51003,51,003,D,Owner,Cost burdened,60.1-80% AMI
"Albemarle County, Virginia",770.0,290.0,36.0,05000US51003,51,003,D,Owner,Cost burdened,80.1-95% AMI
"Albemarle County, Virginia",1870.0,419.0,37.0,05000US51003,51,003,D,Owner,Cost burdened,>95% AMI
"Albemarle County, Virginia",30.0,37.0,38.0,05000US51003,51,003,S,Owner,No income or no cash rent,All
"Albemarle County, Virginia",30.0,37.0,39.0,05000US51003,51,003,D,Owner,No income or no cash rent,<=30% AMI
"Albemarle County, Virginia",0.0,161.0,40.0,05000US51003,51,003,D,Owner,No income or no cash rent,30.1-50% AMI
"Albemarle County, Virginia",0.0,161.0,41.0,05000US51003,51,003,D,Owner,No income or no cash rent,50.1-60% AMI
"Albemarle County, Virginia",0.0,161.0,42.0,05000US51003,51,003,D,Owner,No income or no cash rent,60.1-80% AMI
"Albemarle County, Virginia",0.0,161.0,43.0,05000US51003,51,003,D,Owner,No income or no cash rent,80.1-95% AMI
"Albemarle County, Virginia",0.0,161.0,44.0,05000US51003,51,003,D,Owner,No income or no cash rent,>95% AMI
"Albemarle County, Virginia",17810.0,747.0,45.0,05000US51003,51,003,S,Owner,No housing problems,All
"Albemarle County, Virginia",195.0,84.0,46.0,05000US51003,51,003,D,Owner,No housing problems,<=30% AMI
"Albemarle County, Virginia",690.0,233.0,47.0,05000US51003,51,003,D,Owner,No housing problems,30.1-50% AMI
"Albemarle County, Virginia",465.0,169.0,48.0,05000US51003,51,003,D,Owner,No housing problems,50.1-60% AMI
"Albemarle County, Virginia",1055.0,298.0,49.0,05000US51003,51,003,D,Owner,No housing problems,60.1-80% AMI
"Albemarle County, Virginia",1030.0,327.0,50.0,05000US51003,51,003,D,Owner,No housing problems,80.1-95% AMI
"Albemarle County, Virginia",14375.0,736.0,51.0,05000US51003,51,003,D,Owner,No housing problems,>95% AMI
"Albemarle County, Virginia",13385.0,916.0,52.0,05000US51003,51,003,S,Renter,All,All
"Albemarle County, Virginia",200.0,144.0,53.0,05000US51003,51,003,S,Renter,Substandard,All
"Albemarle County, Virginia",100.0,90.0,54.0,05000US51003,51,003,D,Renter,Substandard,<=30% AMI
"Albemarle County, Virginia",20.0,35.0,55.0,05000US51003,51,003,D,Renter,Substandard,30.1-50% AMI
"Albemarle County, Virginia",0.0,161.0,56.0,05000US51003,51,003,D,Renter,Substandard,50.1-60% AMI
"Albemarle County, Virginia",25.0,43.0,57.0,05000US51003,51,003,D,Renter,Substandard,60.1-80% AMI
"Albemarle County, Virginia",45.0,79.0,58.0,05000US51003,51,003,D,Renter,Substandard,80.1-95% AMI
"Albemarle County, Virginia",15.0,30.0,59.0,05000US51003,51,003,D,Renter,Substandard,>95% AMI
"Albemarle County, Virginia",60.0,73.0,60.0,05000US51003,51,003,S,Renter,Severely overcrowded,All
"Albemarle County, Virginia",0.0,161.0,61.0,05000US51003,51,003,D,Renter,Severely overcrowded,<=30% AMI
"Albemarle County, Virginia",0.0,161.0,62.0,05000US51003,51,003,D,Renter,Severely overcrowded,30.1-50% AMI
"Albemarle County, Virginia",0.0,161.0,63.0,05000US51003,51,003,D,Renter,Severely overcrowded,50.1-60% AMI
"Albemarle County, Virginia",0.0,161.0,64.0,05000US51003,51,003,D,Renter,Severely overcrowded,60.1-80% AMI
"Albemarle County, Virginia",0.0,161.0,65.0,05000US51003,51,003,D,Renter,Severely overcrowded,80.1-95% AMI
