name,estimate,margin_of_error,order,geoid,st,cnty,Line_Type,Tenure,Housing_Problem_Severity,Household_Income
"Henry County, Virginia",22955.0,567.0,1.0,05000US51089,51,089,T,All,All,All
"Henry County, Virginia",17735.0,631.0,2.0,05000US51089,51,089,S,Owner,All,All
"Henry County, Virginia",115.0,73.0,3.0,05000US51089,51,089,S,Owner,Substandard,All
"Henry County, Virginia",55.0,53.0,4.0,05000US51089,51,089,D,Owner,Substandard,<=30% AMI
"Henry County, Virginia",15.0,29.0,5.0,05000US51089,51,089,D,Owner,Substandard,30.1-50% AMI
"Henry County, Virginia",20.0,35.0,6.0,05000US51089,51,089,D,Owner,Substandard,50.1-60% AMI
"Henry County, Virginia",0.0,161.0,7.0,05000US51089,51,089,D,Owner,Substandard,60.1-80% AMI
"Henry County, Virginia",0.0,161.0,8.0,05000US51089,51,089,D,Owner,Substandard,80.1-95% AMI
"Henry County, Virginia",20.0,30.0,9.0,05000US51089,51,089,D,Owner,Substandard,>95% AMI
"Henry County, Virginia",20.0,34.0,10.0,05000US51089,51,089,S,Owner,Severely overcrowded,All
"Henry County, Virginia",0.0,161.0,11.0,05000US51089,51,089,D,Owner,Severely overcrowded,<=30% AMI
"Henry County, Virginia",0.0,161.0,12.0,05000US51089,51,089,D,Owner,Severely overcrowded,30.1-50% AMI
"Henry County, Virginia",0.0,161.0,13.0,05000US51089,51,089,D,Owner,Severely overcrowded,50.1-60% AMI
"Henry County, Virginia",0.0,161.0,14.0,05000US51089,51,089,D,Owner,Severely overcrowded,60.1-80% AMI
"Henry County, Virginia",0.0,161.0,15.0,05000US51089,51,089,D,Owner,Severely overcrowded,80.1-95% AMI
"Henry County, Virginia",20.0,34.0,16.0,05000US51089,51,089,D,Owner,Severely overcrowded,>95% AMI
"Henry County, Virginia",100.0,92.0,17.0,05000US51089,51,089,S,Owner,Overcrowded,All
"Henry County, Virginia",35.0,44.0,18.0,05000US51089,51,089,D,Owner,Overcrowded,<=30% AMI
"Henry County, Virginia",0.0,161.0,19.0,05000US51089,51,089,D,Owner,Overcrowded,30.1-50% AMI
"Henry County, Virginia",0.0,161.0,20.0,05000US51089,51,089,D,Owner,Overcrowded,50.1-60% AMI
"Henry County, Virginia",40.0,77.0,21.0,05000US51089,51,089,D,Owner,Overcrowded,60.1-80% AMI
"Henry County, Virginia",0.0,161.0,22.0,05000US51089,51,089,D,Owner,Overcrowded,80.1-95% AMI
"Henry County, Virginia",20.0,35.0,23.0,05000US51089,51,089,D,Owner,Overcrowded,>95% AMI
"Henry County, Virginia",1100.0,317.0,24.0,05000US51089,51,089,S,Owner,Severely cost burdened,All
"Henry County, Virginia",540.0,214.0,25.0,05000US51089,51,089,D,Owner,Severely cost burdened,<=30% AMI
"Henry County, Virginia",315.0,169.0,26.0,05000US51089,51,089,D,Owner,Severely cost burdened,30.1-50% AMI
"Henry County, Virginia",25.0,35.0,27.0,05000US51089,51,089,D,Owner,Severely cost burdened,50.1-60% AMI
"Henry County, Virginia",155.0,137.0,28.0,05000US51089,51,089,D,Owner,Severely cost burdened,60.1-80% AMI
"Henry County, Virginia",35.0,44.0,29.0,05000US51089,51,089,D,Owner,Severely cost burdened,80.1-95% AMI
"Henry County, Virginia",20.0,42.0,30.0,05000US51089,51,089,D,Owner,Severely cost burdened,>95% AMI
"Henry County, Virginia",2065.0,425.0,31.0,05000US51089,51,089,S,Owner,Cost burdened,All
"Henry County, Virginia",315.0,129.0,32.0,05000US51089,51,089,D,Owner,Cost burdened,<=30% AMI
"Henry County, Virginia",500.0,199.0,33.0,05000US51089,51,089,D,Owner,Cost burdened,30.1-50% AMI
"Henry County, Virginia",280.0,184.0,34.0,05000US51089,51,089,D,Owner,Cost burdened,50.1-60% AMI
"Henry County, Virginia",460.0,186.0,35.0,05000US51089,51,089,D,Owner,Cost burdened,60.1-80% AMI
