name,estimate,margin_of_error,order,geoid,st,cnty,Line_Type,Tenure,Housing_Problem_Severity,Household_Income
"Warren County, Virginia",13470.0,396.0,1.0,05000US51187,51,187,T,All,All,All
"Warren County, Virginia",10370.0,453.0,2.0,05000US51187,51,187,S,Owner,All,All
"Warren County, Virginia",115.0,121.0,3.0,05000US51187,51,187,S,Owner,Substandard,All
"Warren County, Virginia",75.0,112.0,4.0,05000US51187,51,187,D,Owner,Substandard,<=30% AMI
"Warren County, Virginia",10.0,15.0,5.0,05000US51187,51,187,D,Owner,Substandard,30.1-50% AMI
"Warren County, Virginia",20.0,33.0,6.0,05000US51187,51,187,D,Owner,Substandard,50.1-60% AMI
"Warren County, Virginia",0.0,161.0,7.0,05000US51187,51,187,D,Owner,Substandard,60.1-80% AMI
"Warren County, Virginia",0.0,161.0,8.0,05000US51187,51,187,D,Owner,Substandard,80.1-95% AMI
"Warren County, Virginia",10.0,27.0,9.0,05000US51187,51,187,D,Owner,Substandard,>95% AMI
"Warren County, Virginia",0.0,161.0,10.0,05000US51187,51,187,S,Owner,Severely overcrowded,All
"Warren County, Virginia",0.0,161.0,11.0,05000US51187,51,187,D,Owner,Severely overcrowded,<=30% AMI
"Warren County, Virginia",0.0,161.0,12.0,05000US51187,51,187,D,Owner,Severely overcrowded,30.1-50% AMI
"Warren County, Virginia",0.0,161.0,13.0,05000US51187,51,187,D,Owner,Severely overcrowded,50.1-60% AMI
"Warren County, Virginia",0.0,161.0,14.0,05000US51187,51,187,D,Owner,Severely overcrowded,60.1-80% AMI
"Warren County, Virginia",0.0,161.0,15.0,05000US51187,51,187,D,Owner,Severely overcrowded,80.1-95% AMI
"Warren County, Virginia",0.0,161.0,16.0,05000US51187,51,187,D,Owner,Severely overcrowded,>95% AMI
"Warren County, Virginia",15.0,25.0,17.0,05000US51187,51,187,S,Owner,Overcrowded,All
"Warren County, Virginia",0.0,161.0,18.0,05000US51187,51,187,D,Owner,Overcrowded,<=30% AMI
"Warren County, Virginia",0.0,161.0,19.0,05000US51187,51,187,D,Owner,Overcrowded,30.1-50% AMI
"Warren County, Virginia",0.0,161.0,20.0,05000US51187,51,187,D,Owner,Overcrowded,50.1-60% AMI
"Warren County, Virginia",15.0,25.0,21.0,05000US51187,51,187,D,Owner,Overcrowded,60.1-80% AMI
"Warren County, Virginia",0.0,161.0,22.0,05000US51187,51,187,D,Owner,Overcrowded,80.1-95% AMI
"Warren County, Virginia",0.0,161.0,23.0,05000US51187,51,187,D,Owner,Overcrowded,>95% AMI
"Warren County, Virginia",855.0,271.0,24.0,05000US51187,51,187,S,Owner,Severely cost burdened,All
"Warren County, Virginia",430.0,207.0,25.0,05000US51187,51,187,D,Owner,Severely cost burdened,<=30% AMI
"Warren County, Virginia",180.0,130.0,26.0,05000US51187,51,187,D,Owner,Severely cost burdened,30.1-50% AMI
"Warren County, Virginia",15.0,30.0,27.0,05000US51187,51,187,D,Owner,Severely cost burdened,50.1-60% AMI
"Warren County, Virginia",65.0,62.0,28.0,05000US51187,51,187,D,Owner,Severely cost burdened,60.1-80% AMI
"Warren County, Virginia",150.0,106.0,29.0,05000US51187,51,187,D,Owner,Severely cost burdened,80.1-95% AMI
"Warren County, Virginia",20.0,35.0,30.0,05000US51187,51,187,D,Owner,Severely cost burdened,>95% AMI
"Warren County, Virginia",1820.0,341.0,31.0,05000US51187,51,187,S,Owner,Cost burdened,All
"Warren County, Virginia",180.0,123.0,32.0,05000US51187,51,187,D,Owner,Cost burdened,<=30% AMI
