name,estimate,margin_of_error,order,geoid,st,cnty,Line_Type,Tenure,Housing_Problem_Severity,Household_Income
"Hampton city, Virginia",54650.0,823.0,1.0,05000US51650,51,650,T,All,All,All
"Hampton city, Virginia",33030.0,1005.0,2.0,05000US51650,51,650,S,Owner,All,All
"Hampton city, Virginia",70.0,62.0,3.0,05000US51650,51,650,S,Owner,Substandard,All
"Hampton city, Virginia",0.0,161.0,4.0,05000US51650,51,650,D,Owner,Substandard,<=30% AMI
"Hampton city, Virginia",0.0,161.0,5.0,05000US51650,51,650,D,Owner,Substandard,30.1-50% AMI
"Hampton city, Virginia",20.0,37.0,6.0,05000US51650,51,650,D,Owner,Substandard,50.1-60% AMI
"Hampton city, Virginia",0.0,161.0,7.0,05000US51650,51,650,D,Owner,Substandard,60.1-80% AMI
"Hampton city, Virginia",15.0,30.0,8.0,05000US51650,51,650,D,Owner,Substandard,80.1-95% AMI
"Hampton city, Virginia",35.0,41.0,9.0,05000US51650,51,650,D,Owner,Substandard,>95% AMI
"Hampton city, Virginia",0.0,161.0,10.0,05000US51650,51,650,S,Owner,Severely overcrowded,All
"Hampton city, Virginia",0.0,161.0,11.0,05000US51650,51,650,D,Owner,Severely overcrowded,<=30% AMI
"Hampton city, Virginia",0.0,161.0,12.0,05000US51650,51,650,D,Owner,Severely overcrowded,30.1-50% AMI
"Hampton city, Virginia",0.0,161.0,13.0,05000US51650,51,650,D,Owner,Severely overcrowded,50.1-60% AMI
"Hampton city, Virginia",0.0,161.0,14.0,05000US51650,51,650,D,Owner,Severely overcrowded,60.1-80% AMI
"Hampton city, Virginia",0.0,161.0,15.0,05000US51650,51,650,D,Owner,Severely overcrowded,80.1-95% AMI
"Hampton city, Virginia",0.0,161.0,16.0,05000US51650,51,650,D,Owner,Severely overcrowded,>95% AMI
"Hampton city, Virginia",230.0,142.0,17.0,05000US51650,51,650,S,Owner,Overcrowded,All
"Hampton city, Virginia",10.0,16.0,18.0,05000US51650,51,650,D,Owner,Overcrowded,<=30% AMI
"Hampton city, Virginia",75.0,73.0,19.0,05000US51650,51,650,D,Owner,Overcrowded,30.1-50% AMI
"Hampton city, Virginia",0.0,161.0,20.0,05000US51650,51,650,D,Owner,Overcrowded,50.1-60% AMI
"Hampton city, Virginia",15.0,30.0,21.0,05000US51650,51,650,D,Owner,Overcrowded,60.1-80% AMI
"Hampton city, Virginia",0.0,161.0,22.0,05000US51650,51,650,D,Owner,Overcrowded,80.1-95% AMI
"Hampton city, Virginia",130.0,111.0,23.0,05000US51650,51,650,D,Owner,Overcrowded,>95% AMI
"Hampton city, Virginia",2890.0,429.0,24.0,05000US51650,51,650,S,Owner,Severely cost burdened,All
"Hampton city, Virginia",1090.0,199.0,25.0,05000US51650,51,650,D,Owner,Severely cost burdened,<=30% AMI
"Hampton city, Virginia",895.0,306.0,26.0,05000US51650,51,650,D,Owner,Severely cost burdened,30.1-50% AMI
"Hampton city, Virginia",290.0,124.0,27.0,05000US51650,51,650,D,Owner,Severely cost burdened,50.1-60% AMI
"Hampton city, Virginia",425.0,191.0,28.0,05000US51650,51,650,D,Owner,Severely cost burdened,60.1-80% AMI
"Hampton city, Virginia",155.0,132.0,29.0,05000US51650,51,650,D,Owner,Severely cost burdened,80.1-95% AMI
"Hampton city, Virginia",40.0,50.0,30.0,05000US51650,51,650,D,Owner,Severely cost burdened,>95% AMI
"Hampton city, Virginia",6390.0,861.0,31.0,05000US51650,51,650,S,Owner,Cost burdened,All
"Hampton city, Virginia",705.0,245.0,32.0,05000US51650,51,650,D,Owner,Cost burdened,<=30% AMI
"Hampton city, Virginia",625.0,246.0,33.0,05000US51650,51,650,D,Owner,Cost burdened,30.1-50% AMI
"Hampton city, Virginia",495.0,191.0,34.0,05000US51650,51,650,D,Owner,Cost burdened,50.1-60% AMI
"Hampton city, Virginia",1480.0,401.0,35.0,05000US51650,51,650,D,Owner,Cost burdened,60.1-80% AMI
"Hampton city, Virginia",1095.0,361.0,36.0,05000US51650,51,650,D,Owner,Cost burdened,80.1-95% AMI
"Hampton city, Virginia",1990.0,377.0,37.0,05000US51650,51,650,D,Owner,Cost burdened,>95% AMI
"Hampton city, Virginia",75.0,73.0,38.0,05000US51650,51,650,S,Owner,No income or no cash rent,All
"Hampton city, Virginia",75.0,73.0,39.0,05000US51650,51,650,D,Owner,No income or no cash rent,<=30% AMI
"Hampton city, Virginia",0.0,161.0,40.0,05000US51650,51,650,D,Owner,No income or no cash rent,30.1-50% AMI
"Hampton city, Virginia",0.0,161.0,41.0,05000US51650,51,650,D,Owner,No income or no cash rent,50.1-60% AMI
"Hampton city, Virginia",0.0,161.0,42.0,05000US51650,51,650,D,Owner,No income or no cash rent,60.1-80% AMI
"Hampton city, Virginia",0.0,161.0,43.0,05000US51650,51,650,D,Owner,No income or no cash rent,80.1-95% AMI
"Hampton city, Virginia",0.0,161.0,44.0,05000US51650,51,650,D,Owner,No income or no cash rent,>95% AMI
"Hampton city, Virginia",23375.0,922.0,45.0,05000US51650,51,650,S,Owner,No housing problems,All
"Hampton city, Virginia",105.0,72.0,46.0,05000US51650,51,650,D,Owner,No housing problems,<=30% AMI
"Hampton city, Virginia",1130.0,320.0,47.0,05000US51650,51,650,D,Owner,No housing problems,30.1-50% AMI
"Hampton city, Virginia",740.0,220.0,48.0,05000US51650,51,650,D,Owner,No housing problems,50.1-60% AMI
"Hampton city, Virginia",1935.0,372.0,49.0,05000US51650,51,650,D,Owner,No housing problems,60.1-80% AMI
"Hampton city, Virginia",2345.0,433.0,50.0,05000US51650,51,650,D,Owner,No housing problems,80.1-95% AMI
"Hampton city, Virginia",17115.0,841.0,51.0,05000US51650,51,650,D,Owner,No housing problems,>95% AMI
"Hampton city, Virginia",21620.0,1063.0,52.0,05000US51650,51,650,S,Renter,All,All
"Hampton city, Virginia",205.0,146.0,53.0,05000US51650,51,650,S,Renter,Substandard,All
"Hampton city, Virginia",95.0,94.0,54.0,05000US51650,51,650,D,Renter,Substandard,<=30% AMI
"Hampton city, Virginia",0.0,161.0,55.0,05000US51650,51,650,D,Renter,Substandard,30.1-50% AMI
"Hampton city, Virginia",0.0,161.0,56.0,05000US51650,51,650,D,Renter,Substandard,50.1-60% AMI
"Hampton city, Virginia",70.0,115.0,57.0,05000US51650,51,650,D,Renter,Substandard,60.1-80% AMI
"Hampton city, Virginia",0.0,161.0,58.0,05000US51650,51,650,D,Renter,Substandard,80.1-95% AMI
"Hampton city, Virginia",35.0,42.0,59.0,05000US51650,51,650,D,Renter,Substandard,>95% AMI
"Hampton city, Virginia",75.0,69.0,60.0,05000US51650,51,650,S,Renter,Severely overcrowded,All
"Hampton city, Virginia",25.0,34.0,61.0,05000US51650,51,650,D,Renter,Severely overcrowded,<=30% AMI
"Hampton city, Virginia",40.0,57.0,62.0,05000US51650,51,650,D,Renter,Severely overcrowded,30.1-50% AMI
"Hampton city, Virginia",0.0,161.0,63.0,05000US51650,51,650,D,Renter,Severely overcrowded,50.1-60% AMI
"Hampton city, Virginia",0.0,161.0,64.0,05000US51650,51,650,D,Renter,Severely overcrowded,60.1-80% AMI
"Hampton city, Virginia",15.0,30.0,65.0,05000US51650,51,650,D,Renter,Severely overcrowded,80.1-95% AMI
