name,estimate,margin_of_error,order,geoid,st,cnty,Line_Type,Tenure,Housing_Problem_Severity,Household_Income
"Norfolk city, Virginia",85130.0,861.0,1.0,05000US51710,51,710,T,All,All,All
"Norfolk city, Virginia",40005.0,1037.0,2.0,05000US51710,51,710,S,Owner,All,All
"Norfolk city, Virginia",190.0,127.0,3.0,05000US51710,51,710,S,Owner,Substandard,All
"Norfolk city, Virginia",20.0,32.0,4.0,05000US51710,51,710,D,Owner,Substandard,<=30% AMI
"Norfolk city, Virginia",25.0,31.0,5.0,05000US51710,51,710,D,Owner,Substandard,30.1-50% AMI
"Norfolk city, Virginia",15.0,28.0,6.0,05000US51710,51,710,D,Owner,Substandard,50.1-60% AMI
"Norfolk city, Virginia",55.0,68.0,7.0,05000US51710,51,710,D,Owner,Substandard,60.1-80% AMI
"Norfolk city, Virginia",0.0,161.0,8.0,05000US51710,51,710,D,Owner,Substandard,80.1-95% AMI
"Norfolk city, Virginia",75.0,96.0,9.0,05000US51710,51,710,D,Owner,Substandard,>95% AMI
"Norfolk city, Virginia",55.0,58.0,10.0,05000US51710,51,710,S,Owner,Severely overcrowded,All
"Norfolk city, Virginia",0.0,161.0,11.0,05000US51710,51,710,D,Owner,Severely overcrowded,<=30% AMI
"Norfolk city, Virginia",0.0,161.0,12.0,05000US51710,51,710,D,Owner,Severely overcrowded,30.1-50% AMI
"Norfolk city, Virginia",0.0,161.0,13.0,05000US51710,51,710,D,Owner,Severely overcrowded,50.1-60% AMI
"Norfolk city, Virginia",40.0,50.0,14.0,05000US51710,51,710,D,Owner,Severely overcrowded,60.1-80% AMI
"Norfolk city, Virginia",0.0,161.0,15.0,05000US51710,51,710,D,Owner,Severely overcrowded,80.1-95% AMI
"Norfolk city, Virginia",15.0,26.0,16.0,05000US51710,51,710,D,Owner,Severely overcrowded,>95% AMI
"Norfolk city, Virginia",270.0,142.0,17.0,05000US51710,51,710,S,Owner,Overcrowded,All
"Norfolk city, Virginia",0.0,161.0,18.0,05000US51710,51,710,D,Owner,Overcrowded,<=30% AMI
"Norfolk city, Virginia",0.0,161.0,19.0,05000US51710,51,710,D,Owner,Overcrowded,30.1-50% AMI
"Norfolk city, Virginia",0.0,161.0,20.0,05000US51710,51,710,D,Owner,Overcrowded,50.1-60% AMI
"Norfolk city, Virginia",70.0,90.0,21.0,05000US51710,51,710,D,Owner,Overcrowded,60.1-80% AMI
"Norfolk city, Virginia",10.0,28.0,22.0,05000US51710,51,710,D,Owner,Overcrowded,80.1-95% AMI
"Norfolk city, Virginia",185.0,108.0,23.0,05000US51710,51,710,D,Owner,Overcrowded,>95% AMI
"Norfolk city, Virginia",4780.0,550.0,24.0,05000US51710,51,710,S,Owner,Severely cost burdened,All
"Norfolk city, Virginia",1970.0,350.0,25.0,05000US51710,51,710,D,Owner,Severely cost burdened,<=30% AMI
"Norfolk city, Virginia",1440.0,297.0,26.0,05000US51710,51,710,D,Owner,Severely cost burdened,30.1-50% AMI
"Norfolk city, Virginia",365.0,155.0,27.0,05000US51710,51,710,D,Owner,Severely cost burdened,50.1-60% AMI
"Norfolk city, Virginia",565.0,195.0,28.0,05000US51710,51,710,D,Owner,Severely cost burdened,60.1-80% AMI
"Norfolk city, Virginia",170.0,118.0,29.0,05000US51710,51,710,D,Owner,Severely cost burdened,80.1-95% AMI
"Norfolk city, Virginia",265.0,114.0,30.0,05000US51710,51,710,D,Owner,Severely cost burdened,>95% AMI
"Norfolk city, Virginia",8520.0,759.0,31.0,05000US51710,51,710,S,Owner,Cost burdened,All
"Norfolk city, Virginia",510.0,170.0,32.0,05000US51710,51,710,D,Owner,Cost burdened,<=30% AMI
"Norfolk city, Virginia",1060.0,234.0,33.0,05000US51710,51,710,D,Owner,Cost burdened,30.1-50% AMI
"Norfolk city, Virginia",750.0,256.0,34.0,05000US51710,51,710,D,Owner,Cost burdened,50.1-60% AMI
"Norfolk city, Virginia",2015.0,390.0,35.0,05000US51710,51,710,D,Owner,Cost burdened,60.1-80% AMI
"Norfolk city, Virginia",1100.0,308.0,36.0,05000US51710,51,710,D,Owner,Cost burdened,80.1-95% AMI
"Norfolk city, Virginia",3085.0,490.0,37.0,05000US51710,51,710,D,Owner,Cost burdened,>95% AMI
"Norfolk city, Virginia",220.0,140.0,38.0,05000US51710,51,710,S,Owner,No income or no cash rent,All
"Norfolk city, Virginia",220.0,140.0,39.0,05000US51710,51,710,D,Owner,No income or no cash rent,<=30% AMI
"Norfolk city, Virginia",0.0,161.0,40.0,05000US51710,51,710,D,Owner,No income or no cash rent,30.1-50% AMI
"Norfolk city, Virginia",0.0,161.0,41.0,05000US51710,51,710,D,Owner,No income or no cash rent,50.1-60% AMI
"Norfolk city, Virginia",0.0,161.0,42.0,05000US51710,51,710,D,Owner,No income or no cash rent,60.1-80% AMI
"Norfolk city, Virginia",0.0,161.0,43.0,05000US51710,51,710,D,Owner,No income or no cash rent,80.1-95% AMI
"Norfolk city, Virginia",0.0,161.0,44.0,05000US51710,51,710,D,Owner,No income or no cash rent,>95% AMI
"Norfolk city, Virginia",25975.0,949.0,45.0,05000US51710,51,710,S,Owner,No housing problems,All
"Norfolk city, Virginia",330.0,140.0,46.0,05000US51710,51,710,D,Owner,No housing problems,<=30% AMI
"Norfolk city, Virginia",750.0,172.0,47.0,05000US51710,51,710,D,Owner,No housing problems,30.1-50% AMI
"Norfolk city, Virginia",885.0,272.0,48.0,05000US51710,51,710,D,Owner,No housing problems,50.1-60% AMI
"Norfolk city, Virginia",2400.0,335.0,49.0,05000US51710,51,710,D,Owner,No housing problems,60.1-80% AMI
"Norfolk city, Virginia",2275.0,325.0,50.0,05000US51710,51,710,D,Owner,No housing problems,80.1-95% AMI
"Norfolk city, Virginia",19330.0,974.0,51.0,05000US51710,51,710,D,Owner,No housing problems,>95% AMI
"Norfolk city, Virginia",45125.0,1197.0,52.0,05000US51710,51,710,S,Renter,All,All
"Norfolk city, Virginia",265.0,150.0,53.0,05000US51710,51,710,S,Renter,Substandard,All
"Norfolk city, Virginia",125.0,110.0,54.0,05000US51710,51,710,D,Renter,Substandard,<=30% AMI
"Norfolk city, Virginia",45.0,78.0,55.0,05000US51710,51,710,D,Renter,Substandard,30.1-50% AMI
"Norfolk city, Virginia",0.0,161.0,56.0,05000US51710,51,710,D,Renter,Substandard,50.1-60% AMI
"Norfolk city, Virginia",30.0,38.0,57.0,05000US51710,51,710,D,Renter,Substandard,60.1-80% AMI
"Norfolk city, Virginia",0.0,161.0,58.0,05000US51710,51,710,D,Renter,Substandard,80.1-95% AMI
"Norfolk city, Virginia",65.0,80.0,59.0,05000US51710,51,710,D,Renter,Substandard,>95% AMI
