name,estimate,margin_of_error,order,geoid,st,cnty,Line_Type,Tenure,Housing_Problem_Severity,Household_Income
"Shenandoah County, Virginia",16750.0,464.0,1.0,05000US51171,51,171,T,All,All,All
"Shenandoah County, Virginia",11760.0,517.0,2.0,05000US51171,51,171,S,Owner,All,All
"Shenandoah County, Virginia",135.0,177.0,3.0,05000US51171,51,171,S,Owner,Substandard,All
"Shenandoah County, Virginia",0.0,161.0,4.0,05000US51171,51,171,D,Owner,Substandard,<=30% AMI
"Shenandoah County, Virginia",0.0,161.0,5.0,05000US51171,51,171,D,Owner,Substandard,30.1-50% AMI
"Shenandoah County, Virginia",0.0,161.0,6.0,05000US51171,51,171,D,Owner,Substandard,50.1-60% AMI
"Shenandoah County, Virginia",0.0,161.0,7.0,05000US51171,51,171,D,Owner,Substandard,60.1-80% AMI
"Shenandoah County, Virginia",0.0,161.0,8.0,05000US51171,51,171,D,Owner,Substandard,80.1-95% AMI
"Shenandoah County, Virginia",135.0,177.0,9.0,05000US51171,51,171,D,Owner,Substandard,>95% AMI
"Shenandoah County, Virginia",0.0,161.0,10.0,05000US51171,51,171,S,Owner,Severely overcrowded,All
"Shenandoah County, Virginia",0.0,161.0,11.0,05000US51171,51,171,D,Owner,Severely overcrowded,<=30% AMI
"Shenandoah County, Virginia",0.0,161.0,12.0,05000US51171,51,171,D,Owner,Severely overcrowded,30.1-50% AMI
"Shenandoah County, Virginia",0.0,161.0,13.0,05000US51171,51,171,D,Owner,Severely overcrowded,50.1-60% AMI
"Shenandoah County, Virginia",0.0,161.0,14.0,05000US51171,51,171,D,Owner,Severely overcrowded,60.1-80% AMI
"Shenandoah County, Virginia",0.0,161.0,15.0,05000US51171,51,171,D,Owner,Severely overcrowded,80.1-95% AMI
"Shenandoah County, Virginia",0.0,161.0,16.0,05000US51171,51,171,D,Owner,Severely overcrowded,>95% AMI
"Shenandoah County, Virginia",75.0,67.0,17.0,05000US51171,51,171,S,Owner,Overcrowded,All
"Shenandoah County, Virginia",0.0,161.0,18.0,05000US51171,51,171,D,Owner,Overcrowded,<=30% AMI
"Shenandoah County, Virginia",0.0,161.0,19.0,05000US51171,51,171,D,Owner,Overcrowded,30.1-50% AMI
"Shenandoah County, Virginia",15.0,31.0,20.0,05000US51171,51,171,D,Owner,Overcrowded,50.1-60% AMI
"Shenandoah County, Virginia",0.0,161.0,21.0,05000US51171,51,171,D,Owner,Overcrowded,60.1-80% AMI
"Shenandoah County, Virginia",20.0,37.0,22.0,05000US51171,51,171,D,Owner,Overcrowded,80.1-95% AMI
"Shenandoah County, Virginia",40.0,49.0,23.0,05000US51171,51,171,D,Owner,Overcrowded,>95% AMI
"Shenandoah County, Virginia",1000.0,307.0,24.0,05000US51171,51,171,S,Owner,Severely cost burdened,All
"Shenandoah County, Virginia",440.0,185.0,25.0,05000US51171,51,171,D,Owner,Severely cost burdened,<=30% AMI
"Shenandoah County, Virginia",160.0,125.0,26.0,05000US51171,51,171,D,Owner,Severely cost burdened,30.1-50% AMI
"Shenandoah County, Virginia",40.0,43.0,27.0,05000US51171,51,171,D,Owner,Severely cost burdened,50.1-60% AMI
"Shenandoah County, Virginia",190.0,160.0,28.0,05000US51171,51,171,D,Owner,Severely cost burdened,60.1-80% AMI
"Shenandoah County, Virginia",65.0,68.0,29.0,05000US51171,51,171,D,Owner,Severely cost burdened,80.1-95% AMI
"Shenandoah County, Virginia",100.0,99.0,30.0,05000US51171,51,171,D,Owner,Severely cost burdened,>95% AMI
"Shenandoah County, Virginia",1930.0,359.0,31.0,05000US51171,51,171,S,Owner,Cost burdened,All
"Shenandoah County, Virginia",225.0,134.0,32.0,05000US51171,51,171,D,Owner,Cost burdened,<=30% AMI
"Shenandoah County, Virginia",235.0,119.0,33.0,05000US51171,51,171,D,Owner,Cost burdened,30.1-50% AMI
"Shenandoah County, Virginia",50.0,48.0,34.0,05000US51171,51,171,D,Owner,Cost burdened,50.1-60% AMI
"Shenandoah County, Virginia",220.0,103.0,35.0,05000US51171,51,171,D,Owner,Cost burdened,60.1-80% AMI
