name,estimate,margin_of_error,order,geoid,st,cnty,Line_Type,Tenure,Housing_Problem_Severity,Household_Income
"Bedford County, Virginia",27000.0,600.0,1.0,05000US51019,51,019,T,All,All,All
"Bedford County, Virginia",22205.0,718.0,2.0,05000US51019,51,019,S,Owner,All,All
"Bedford County, Virginia",90.0,64.0,3.0,05000US51019,51,019,S,Owner,Substandard,All
"Bedford County, Virginia",0.0,161.0,4.0,05000US51019,51,019,D,Owner,Substandard,<=30% AMI
"Bedford County, Virginia",20.0,34.0,5.0,05000US51019,51,019,D,Owner,Substandard,30.1-50% AMI
"Bedford County, Virginia",20.0,35.0,6.0,05000US51019,51,019,D,Owner,Substandard,50.1-60% AMI
"Bedford County, Virginia",35.0,44.0,7.0,05000US51019,51,019,D,Owner,Substandard,60.1-80% AMI
"Bedford County, Virginia",15.0,25.0,8.0,05000US51019,51,019,D,Owner,Substandard,80.1-95% AMI
"Bedford County, Virginia",0.0,161.0,9.0,05000US51019,51,019,D,Owner,Substandard,>95% AMI
"Bedford County, Virginia",20.0,39.0,10.0,05000US51019,51,019,S,Owner,Severely overcrowded,All
"Bedford County, Virginia",0.0,161.0,11.0,05000US51019,51,019,D,Owner,Severely overcrowded,<=30% AMI
"Bedford County, Virginia",20.0,39.0,12.0,05000US51019,51,019,D,Owner,Severely overcrowded,30.1-50% AMI
"Bedford County, Virginia",0.0,161.0,13.0,05000US51019,51,019,D,Owner,Severely overcrowded,50.1-60% AMI
"Bedford County, Virginia",0.0,161.0,14.0,05000US51019,51,019,D,Owner,Severely overcrowded,60.1-80% AMI
"Bedford County, Virginia",0.0,161.0,15.0,05000US51019,51,019,D,Owner,Severely overcrowded,80.1-95% AMI
"Bedford County, Virginia",0.0,161.0,16.0,05000US51019,51,019,D,Owner,Severely overcrowded,>95% AMI
"Bedford County, Virginia",130.0,149.0,17.0,05000US51019,51,019,S,Owner,Overcrowded,All
"Bedford County, Virginia",0.0,161.0,18.0,05000US51019,51,019,D,Owner,Overcrowded,<=30% AMI
