name,estimate,margin_of_error,order,geoid,st,cnty,Line_Type,Tenure,Housing_Problem_Severity,Household_Income
"Culpeper County, Virginia",16345.0,352.0,1.0,05000US51047,51,047,T,All,All,All
"Culpeper County, Virginia",11420.0,492.0,2.0,05000US51047,51,047,S,Owner,All,All
"Culpeper County, Virginia",0.0,161.0,3.0,05000US51047,51,047,S,Owner,Substandard,All
"Culpeper County, Virginia",0.0,161.0,4.0,05000US51047,51,047,D,Owner,Substandard,<=30% AMI
"Culpeper County, Virginia",0.0,161.0,5.0,05000US51047,51,047,D,Owner,Substandard,30.1-50% AMI
"Culpeper County, Virginia",0.0,161.0,6.0,05000US51047,51,047,D,Owner,Substandard,50.1-60% AMI
"Culpeper County, Virginia",0.0,161.0,7.0,05000US51047,51,047,D,Owner,Substandard,60.1-80% AMI
"Culpeper County, Virginia",0.0,161.0,8.0,05000US51047,51,047,D,Owner,Substandard,80.1-95% AMI
"Culpeper County, Virginia",0.0,161.0,9.0,05000US51047,51,047,D,Owner,Substandard,>95% AMI
"Culpeper County, Virginia",0.0,161.0,10.0,05000US51047,51,047,S,Owner,Severely overcrowded,All
"Culpeper County, Virginia",0.0,161.0,11.0,05000US51047,51,047,D,Owner,Severely overcrowded,<=30% AMI
"Culpeper County, Virginia",0.0,161.0,12.0,05000US51047,51,047,D,Owner,Severely overcrowded,30.1-50% AMI
"Culpeper County, Virginia",0.0,161.0,13.0,05000US51047,51,047,D,Owner,Severely overcrowded,50.1-60% AMI
"Culpeper County, Virginia",0.0,161.0,14.0,05000US51047,51,047,D,Owner,Severely overcrowded,60.1-80% AMI
"Culpeper County, Virginia",0.0,161.0,15.0,05000US51047,51,047,D,Owner,Severely overcrowded,80.1-95% AMI
"Culpeper County, Virginia",0.0,161.0,16.0,05000US51047,51,047,D,Owner,Severely overcrowded,>95% AMI
"Culpeper County, Virginia",100.0,73.0,17.0,05000US51047,51,047,S,Owner,Overcrowded,All
"Culpeper County, Virginia",0.0,161.0,18.0,05000US51047,51,047,D,Owner,Overcrowded,<=30% AMI
"Culpeper County, Virginia",0.0,161.0,19.0,05000US51047,51,047,D,Owner,Overcrowded,30.1-50% AMI
"Culpeper County, Virginia",4.0,9.0,20.0,05000US51047,51,047,D,Owner,Overcrowded,50.1-60% AMI
"Culpeper County, Virginia",45.0,56.0,21.0,05000US51047,51,047,D,Owner,Overcrowded,60.1-80% AMI
"Culpeper County, Virginia",20.0,35.0,22.0,05000US51047,51,047,D,Owner,Overcrowded,80.1-95% AMI
"Culpeper County, Virginia",30.0,33.0,23.0,05000US51047,51,047,D,Owner,Overcrowded,>95% AMI
"Culpeper County, Virginia",1075.0,333.0,24.0,05000US51047,51,047,S,Owner,Severely cost burdened,All
"Culpeper County, Virginia",380.0,226.0,25.0,05000US51047,51,047,D,Owner,Severely cost burdened,<=30% AMI
"Culpeper County, Virginia",215.0,129.0,26.0,05000US51047,51,047,D,Owner,Severely cost burdened,30.1-50% AMI
"Culpeper County, Virginia",140.0,95.0,27.0,05000US51047,51,047,D,Owner,Severely cost burdened,50.1-60% AMI
"Culpeper County, Virginia",135.0,115.0,28.0,05000US51047,51,047,D,Owner,Severely cost burdened,60.1-80% AMI
"Culpeper County, Virginia",90.0,77.0,29.0,05000US51047,51,047,D,Owner,Severely cost burdened,80.1-95% AMI
"Culpeper County, Virginia",110.0,82.0,30.0,05000US51047,51,047,D,Owner,Severely cost burdened,>95% AMI
"Culpeper County, Virginia",2450.0,482.0,31.0,05000US51047,51,047,S,Owner,Cost burdened,All
"Culpeper County, Virginia",175.0,110.0,32.0,05000US51047,51,047,D,Owner,Cost burdened,<=30% AMI
"Culpeper County, Virginia",110.0,90.0,33.0,05000US51047,51,047,D,Owner,Cost burdened,30.1-50% AMI
"Culpeper County, Virginia",235.0,127.0,34.0,05000US51047,51,047,D,Owner,Cost burdened,50.1-60% AMI
"Culpeper County, Virginia",340.0,141.0,35.0,05000US51047,51,047,D,Owner,Cost burdened,60.1-80% AMI
"Culpeper County, Virginia",480.0,180.0,36.0,05000US51047,51,047,D,Owner,Cost burdened,80.1-95% AMI
"Culpeper County, Virginia",1115.0,322.0,37.0,05000US51047,51,047,D,Owner,Cost burdened,>95% AMI
"Culpeper County, Virginia",45.0,50.0,38.0,05000US51047,51,047,S,Owner,No income or no cash rent,All
"Culpeper County, Virginia",45.0,50.0,39.0,05000US51047,51,047,D,Owner,No income or no cash rent,<=30% AMI
