name,estimate,margin_of_error,order,geoid,st,cnty,Line_Type,Tenure,Housing_Problem_Severity,Household_Income
"Powhatan County, Virginia",8075.0,327.0,1.0,05000US51145,51,145,T,All,All,All
"Powhatan County, Virginia",7290.0,406.0,2.0,05000US51145,51,145,S,Owner,All,All
"Powhatan County, Virginia",35.0,58.0,3.0,05000US51145,51,145,S,Owner,Substandard,All
"Powhatan County, Virginia",0.0,161.0,4.0,05000US51145,51,145,D,Owner,Substandard,<=30% AMI
"Powhatan County, Virginia",0.0,161.0,5.0,05000US51145,51,145,D,Owner,Substandard,30.1-50% AMI
"Powhatan County, Virginia",0.0,161.0,6.0,05000US51145,51,145,D,Owner,Substandard,50.1-60% AMI
"Powhatan County, Virginia",4.0,11.0,7.0,05000US51145,51,145,D,Owner,Substandard,60.1-80% AMI
"Powhatan County, Virginia",0.0,161.0,8.0,05000US51145,51,145,D,Owner,Substandard,80.1-95% AMI
"Powhatan County, Virginia",35.0,58.0,9.0,05000US51145,51,145,D,Owner,Substandard,>95% AMI
"Powhatan County, Virginia",0.0,161.0,10.0,05000US51145,51,145,S,Owner,Severely overcrowded,All
"Powhatan County, Virginia",0.0,161.0,11.0,05000US51145,51,145,D,Owner,Severely overcrowded,<=30% AMI
"Powhatan County, Virginia",0.0,161.0,12.0,05000US51145,51,145,D,Owner,Severely overcrowded,30.1-50% AMI
"Powhatan County, Virginia",0.0,161.0,13.0,05000US51145,51,145,D,Owner,Severely overcrowded,50.1-60% AMI
"Powhatan County, Virginia",0.0,161.0,14.0,05000US51145,51,145,D,Owner,Severely overcrowded,60.1-80% AMI
"Powhatan County, Virginia",0.0,161.0,15.0,05000US51145,51,145,D,Owner,Severely overcrowded,80.1-95% AMI
"Powhatan County, Virginia",0.0,161.0,16.0,05000US51145,51,145,D,Owner,Severely overcrowded,>95% AMI
"Powhatan County, Virginia",15.0,20.0,17.0,05000US51145,51,145,S,Owner,Overcrowded,All
"Powhatan County, Virginia",0.0,161.0,18.0,05000US51145,51,145,D,Owner,Overcrowded,<=30% AMI
