name,estimate,margin_of_error,order,geoid,st,cnty,Line_Type,Tenure,Housing_Problem_Severity,Household_Income
"Stafford County, Virginia",38865.0,621.0,1.0,05000US51179,51,179,T,All,All,All
"Stafford County, Virginia",30615.0,634.0,2.0,05000US51179,51,179,S,Owner,All,All
"Stafford County, Virginia",125.0,89.0,3.0,05000US51179,51,179,S,Owner,Substandard,All
"Stafford County, Virginia",0.0,161.0,4.0,05000US51179,51,179,D,Owner,Substandard,<=30% AMI
"Stafford County, Virginia",25.0,34.0,5.0,05000US51179,51,179,D,Owner,Substandard,30.1-50% AMI
"Stafford County, Virginia",45.0,69.0,6.0,05000US51179,51,179,D,Owner,Substandard,50.1-60% AMI
"Stafford County, Virginia",15.0,31.0,7.0,05000US51179,51,179,D,Owner,Substandard,60.1-80% AMI
"Stafford County, Virginia",0.0,161.0,8.0,05000US51179,51,179,D,Owner,Substandard,80.1-95% AMI
"Stafford County, Virginia",35.0,40.0,9.0,05000US51179,51,179,D,Owner,Substandard,>95% AMI
"Stafford County, Virginia",0.0,161.0,10.0,05000US51179,51,179,S,Owner,Severely overcrowded,All
"Stafford County, Virginia",0.0,161.0,11.0,05000US51179,51,179,D,Owner,Severely overcrowded,<=30% AMI
"Stafford County, Virginia",0.0,161.0,12.0,05000US51179,51,179,D,Owner,Severely overcrowded,30.1-50% AMI
"Stafford County, Virginia",0.0,161.0,13.0,05000US51179,51,179,D,Owner,Severely overcrowded,50.1-60% AMI
"Stafford County, Virginia",0.0,161.0,14.0,05000US51179,51,179,D,Owner,Severely overcrowded,60.1-80% AMI
"Stafford County, Virginia",0.0,161.0,15.0,05000US51179,51,179,D,Owner,Severely overcrowded,80.1-95% AMI
"Stafford County, Virginia",0.0,161.0,16.0,05000US51179,51,179,D,Owner,Severely overcrowded,>95% AMI
"Stafford County, Virginia",390.0,176.0,17.0,05000US51179,51,179,S,Owner,Overcrowded,All
"Stafford County, Virginia",0.0,161.0,18.0,05000US51179,51,179,D,Owner,Overcrowded,<=30% AMI
"Stafford County, Virginia",40.0,42.0,19.0,05000US51179,51,179,D,Owner,Overcrowded,30.1-50% AMI
"Stafford County, Virginia",60.0,70.0,20.0,05000US51179,51,179,D,Owner,Overcrowded,50.1-60% AMI
"Stafford County, Virginia",110.0,70.0,21.0,05000US51179,51,179,D,Owner,Overcrowded,60.1-80% AMI
"Stafford County, Virginia",35.0,39.0,22.0,05000US51179,51,179,D,Owner,Overcrowded,80.1-95% AMI
"Stafford County, Virginia",140.0,151.0,23.0,05000US51179,51,179,D,Owner,Overcrowded,>95% AMI
"Stafford County, Virginia",2545.0,428.0,24.0,05000US51179,51,179,S,Owner,Severely cost burdened,All
"Stafford County, Virginia",755.0,184.0,25.0,05000US51179,51,179,D,Owner,Severely cost burdened,<=30% AMI
"Stafford County, Virginia",560.0,188.0,26.0,05000US51179,51,179,D,Owner,Severely cost burdened,30.1-50% AMI
"Stafford County, Virginia",345.0,155.0,27.0,05000US51179,51,179,D,Owner,Severely cost burdened,50.1-60% AMI
"Stafford County, Virginia",690.0,239.0,28.0,05000US51179,51,179,D,Owner,Severely cost burdened,60.1-80% AMI
"Stafford County, Virginia",110.0,93.0,29.0,05000US51179,51,179,D,Owner,Severely cost burdened,80.1-95% AMI
"Stafford County, Virginia",85.0,67.0,30.0,05000US51179,51,179,D,Owner,Severely cost burdened,>95% AMI
"Stafford County, Virginia",6355.0,605.0,31.0,05000US51179,51,179,S,Owner,Cost burdened,All
"Stafford County, Virginia",190.0,112.0,32.0,05000US51179,51,179,D,Owner,Cost burdened,<=30% AMI
"Stafford County, Virginia",465.0,139.0,33.0,05000US51179,51,179,D,Owner,Cost burdened,30.1-50% AMI
"Stafford County, Virginia",585.0,239.0,34.0,05000US51179,51,179,D,Owner,Cost burdened,50.1-60% AMI
"Stafford County, Virginia",1475.0,278.0,35.0,05000US51179,51,179,D,Owner,Cost burdened,60.1-80% AMI
"Stafford County, Virginia",1145.0,291.0,36.0,05000US51179,51,179,D,Owner,Cost burdened,80.1-95% AMI
"Stafford County, Virginia",2495.0,344.0,37.0,05000US51179,51,179,D,Owner,Cost burdened,>95% AMI
"Stafford County, Virginia",45.0,44.0,38.0,05000US51179,51,179,S,Owner,No income or no cash rent,All
"Stafford County, Virginia",45.0,44.0,39.0,05000US51179,51,179,D,Owner,No income or no cash rent,<=30% AMI
"Stafford County, Virginia",0.0,161.0,40.0,05000US51179,51,179,D,Owner,No income or no cash rent,30.1-50% AMI
"Stafford County, Virginia",0.0,161.0,41.0,05000US51179,51,179,D,Owner,No income or no cash rent,50.1-60% AMI
"Stafford County, Virginia",0.0,161.0,42.0,05000US51179,51,179,D,Owner,No income or no cash rent,60.1-80% AMI
"Stafford County, Virginia",0.0,161.0,43.0,05000US51179,51,179,D,Owner,No income or no cash rent,80.1-95% AMI
"Stafford County, Virginia",0.0,161.0,44.0,05000US51179,51,179,D,Owner,No income or no cash rent,>95% AMI
"Stafford County, Virginia",21155.0,765.0,45.0,05000US51179,51,179,S,Owner,No housing problems,All
"Stafford County, Virginia",295.0,119.0,46.0,05000US51179,51,179,D,Owner,No housing problems,<=30% AMI
"Stafford County, Virginia",925.0,180.0,47.0,05000US51179,51,179,D,Owner,No housing problems,30.1-50% AMI
"Stafford County, Virginia",600.0,182.0,48.0,05000US51179,51,179,D,Owner,No housing problems,50.1-60% AMI
"Stafford County, Virginia",2215.0,409.0,49.0,05000US51179,51,179,D,Owner,No housing problems,60.1-80% AMI
"Stafford County, Virginia",1385.0,236.0,50.0,05000US51179,51,179,D,Owner,No housing problems,80.1-95% AMI
"Stafford County, Virginia",15735.0,764.0,51.0,05000US51179,51,179,D,Owner,No housing problems,>95% AMI
"Stafford County, Virginia",8250.0,756.0,52.0,05000US51179,51,179,S,Renter,All,All
"Stafford County, Virginia",0.0,161.0,53.0,05000US51179,51,179,S,Renter,Substandard,All
"Stafford County, Virginia",0.0,161.0,54.0,05000US51179,51,179,D,Renter,Substandard,<=30% AMI
"Stafford County, Virginia",0.0,161.0,55.0,05000US51179,51,179,D,Renter,Substandard,30.1-50% AMI
