name,estimate,margin_of_error,order,geoid,st,cnty,Line_Type,Tenure,Housing_Problems,Household_Type,Household_Size
"Spotsylvania County, Virginia",40855.0,580.0,1.0,05000US51177,51,177,T,All,All,All,All
"Spotsylvania County, Virginia",33355.0,828.0,2.0,05000US51177,51,177,S,Owner,All,All,All
"Spotsylvania County, Virginia",10410.0,878.0,3.0,05000US51177,51,177,S,Owner,Yes,All,All
"Spotsylvania County, Virginia",2090.0,514.0,4.0,05000US51177,51,177,S,Owner,Yes,"Family, 1 parent",All
"Spotsylvania County, Virginia",1965.0,485.0,5.0,05000US51177,51,177,D,Owner,Yes,"Family, 1 parent",4 or fewer
"Spotsylvania County, Virginia",125.0,93.0,6.0,05000US51177,51,177,D,Owner,Yes,"Family, 1 parent",5 or more
"Spotsylvania County, Virginia",6280.0,676.0,7.0,05000US51177,51,177,S,Owner,Yes,"Family, 2 parents",All
"Spotsylvania County, Virginia",4745.0,585.0,8.0,05000US51177,51,177,D,Owner,Yes,"Family, 2 parents",4 or fewer
"Spotsylvania County, Virginia",1535.0,357.0,9.0,05000US51177,51,177,D,Owner,Yes,"Family, 2 parents",5 or more
"Spotsylvania County, Virginia",2040.0,401.0,10.0,05000US51177,51,177,S,Owner,Yes,Non-family,All
"Spotsylvania County, Virginia",2040.0,401.0,11.0,05000US51177,51,177,D,Owner,Yes,Non-family,4 or fewer
"Spotsylvania County, Virginia",0.0,161.0,12.0,05000US51177,51,177,D,Owner,Yes,Non-family,5 or more
"Spotsylvania County, Virginia",22775.0,941.0,13.0,05000US51177,51,177,S,Owner,No,All,All
"Spotsylvania County, Virginia",2430.0,492.0,14.0,05000US51177,51,177,S,Owner,No,"Family, 1 parent",All
"Spotsylvania County, Virginia",2225.0,494.0,15.0,05000US51177,51,177,D,Owner,No,"Family, 1 parent",4 or fewer
"Spotsylvania County, Virginia",205.0,128.0,16.0,05000US51177,51,177,D,Owner,No,"Family, 1 parent",5 or more
