name,estimate,margin_of_error,order,geoid,st,cnty,Line_Type,Tenure,Housing_Problems,Household_Type,Household_Size
"James City County, Virginia",24570.0,515.0,1.0,05000US51095,51,095,T,All,All,All,All
"James City County, Virginia",18500.0,556.0,2.0,05000US51095,51,095,S,Owner,All,All,All
"James City County, Virginia",4805.0,620.0,3.0,05000US51095,51,095,S,Owner,Yes,All,All
"James City County, Virginia",615.0,227.0,4.0,05000US51095,51,095,S,Owner,Yes,"Family, 1 parent",All
"James City County, Virginia",575.0,224.0,5.0,05000US51095,51,095,D,Owner,Yes,"Family, 1 parent",4 or fewer
"James City County, Virginia",40.0,39.0,6.0,05000US51095,51,095,D,Owner,Yes,"Family, 1 parent",5 or more
"James City County, Virginia",2685.0,458.0,7.0,05000US51095,51,095,S,Owner,Yes,"Family, 2 parents",All
"James City County, Virginia",2395.0,427.0,8.0,05000US51095,51,095,D,Owner,Yes,"Family, 2 parents",4 or fewer
"James City County, Virginia",290.0,135.0,9.0,05000US51095,51,095,D,Owner,Yes,"Family, 2 parents",5 or more
"James City County, Virginia",1505.0,353.0,10.0,05000US51095,51,095,S,Owner,Yes,Non-family,All
"James City County, Virginia",1505.0,353.0,11.0,05000US51095,51,095,D,Owner,Yes,Non-family,4 or fewer
"James City County, Virginia",0.0,161.0,12.0,05000US51095,51,095,D,Owner,Yes,Non-family,5 or more
"James City County, Virginia",13665.0,644.0,13.0,05000US51095,51,095,S,Owner,No,All,All
"James City County, Virginia",935.0,249.0,14.0,05000US51095,51,095,S,Owner,No,"Family, 1 parent",All
"James City County, Virginia",905.0,239.0,15.0,05000US51095,51,095,D,Owner,No,"Family, 1 parent",4 or fewer
"James City County, Virginia",30.0,33.0,16.0,05000US51095,51,095,D,Owner,No,"Family, 1 parent",5 or more
"James City County, Virginia",10310.0,617.0,17.0,05000US51095,51,095,S,Owner,No,"Family, 2 parents",All
"James City County, Virginia",9500.0,615.0,18.0,05000US51095,51,095,D,Owner,No,"Family, 2 parents",4 or fewer
"James City County, Virginia",810.0,240.0,19.0,05000US51095,51,095,D,Owner,No,"Family, 2 parents",5 or more
"James City County, Virginia",2420.0,417.0,20.0,05000US51095,51,095,S,Owner,No,Non-family,All
"James City County, Virginia",2420.0,417.0,21.0,05000US51095,51,095,D,Owner,No,Non-family,4 or fewer
"James City County, Virginia",0.0,161.0,22.0,05000US51095,51,095,D,Owner,No,Non-family,5 or more
"James City County, Virginia",30.0,34.0,23.0,05000US51095,51,095,S,Owner,N/A,All,All
"James City County, Virginia",0.0,161.0,24.0,05000US51095,51,095,S,Owner,N/A,"Family, 1 parent",All
"James City County, Virginia",0.0,161.0,25.0,05000US51095,51,095,D,Owner,N/A,"Family, 1 parent",4 or fewer
"James City County, Virginia",0.0,161.0,26.0,05000US51095,51,095,D,Owner,N/A,"Family, 1 parent",5 or more
"James City County, Virginia",10.0,18.0,27.0,05000US51095,51,095,S,Owner,N/A,"Family, 2 parents",All
"James City County, Virginia",10.0,18.0,28.0,05000US51095,51,095,D,Owner,N/A,"Family, 2 parents",4 or fewer
"James City County, Virginia",0.0,161.0,29.0,05000US51095,51,095,D,Owner,N/A,"Family, 2 parents",5 or more
"James City County, Virginia",15.0,28.0,30.0,05000US51095,51,095,S,Owner,N/A,Non-family,All
"James City County, Virginia",15.0,28.0,31.0,05000US51095,51,095,D,Owner,N/A,Non-family,4 or fewer
"James City County, Virginia",0.0,161.0,32.0,05000US51095,51,095,D,Owner,N/A,Non-family,5 or more
"James City County, Virginia",6070.0,581.0,33.0,05000US51095,51,095,S,Renter,All,All,All
"James City County, Virginia",2700.0,467.0,34.0,05000US51095,51,095,S,Renter,Yes,All,All
"James City County, Virginia",280.0,143.0,35.0,05000US51095,51,095,S,Renter,Yes,"Family, 1 parent",All
"James City County, Virginia",280.0,143.0,36.0,05000US51095,51,095,D,Renter,Yes,"Family, 1 parent",4 or fewer
"James City County, Virginia",0.0,161.0,37.0,05000US51095,51,095,D,Renter,Yes,"Family, 1 parent",5 or more
"James City County, Virginia",680.0,293.0,38.0,05000US51095,51,095,S,Renter,Yes,"Family, 2 parents",All
"James City County, Virginia",580.0,265.0,39.0,05000US51095,51,095,D,Renter,Yes,"Family, 2 parents",4 or fewer
"James City County, Virginia",100.0,87.0,40.0,05000US51095,51,095,D,Renter,Yes,"Family, 2 parents",5 or more
"James City County, Virginia",1740.0,366.0,41.0,05000US51095,51,095,S,Renter,Yes,Non-family,All
"James City County, Virginia",1740.0,366.0,42.0,05000US51095,51,095,D,Renter,Yes,Non-family,4 or fewer
"James City County, Virginia",0.0,161.0,43.0,05000US51095,51,095,D,Renter,Yes,Non-family,5 or more
"James City County, Virginia",3180.0,532.0,44.0,05000US51095,51,095,S,Renter,No,All,All
"James City County, Virginia",700.0,320.0,45.0,05000US51095,51,095,S,Renter,No,"Family, 1 parent",All
"James City County, Virginia",580.0,308.0,46.0,05000US51095,51,095,D,Renter,No,"Family, 1 parent",4 or fewer
"James City County, Virginia",120.0,140.0,47.0,05000US51095,51,095,D,Renter,No,"Family, 1 parent",5 or more
"James City County, Virginia",1475.0,390.0,48.0,05000US51095,51,095,S,Renter,No,"Family, 2 parents",All
"James City County, Virginia",1400.0,378.0,49.0,05000US51095,51,095,D,Renter,No,"Family, 2 parents",4 or fewer
"James City County, Virginia",75.0,68.0,50.0,05000US51095,51,095,D,Renter,No,"Family, 2 parents",5 or more
"James City County, Virginia",1000.0,351.0,51.0,05000US51095,51,095,S,Renter,No,Non-family,All
"James City County, Virginia",1000.0,351.0,52.0,05000US51095,51,095,D,Renter,No,Non-family,4 or fewer
"James City County, Virginia",0.0,161.0,53.0,05000US51095,51,095,D,Renter,No,Non-family,5 or more
"James City County, Virginia",190.0,191.0,54.0,05000US51095,51,095,S,Renter,N/A,All,All
