name,estimate,margin_of_error,order,geoid,st,cnty,Line_Type,Tenure,Severe_Housing_Problems,Household_Income,Race
"Albemarle County, Virginia",37010.0,638.0,1.0,05000US51003,51,003,T,All,All,All,All
"Albemarle County, Virginia",23625.0,860.0,2.0,05000US51003,51,003,S,Owner,All,All,All
"Albemarle County, Virginia",1880.0,369.0,3.0,05000US51003,51,003,S,Owner,Yes,All,All
"Albemarle County, Virginia",705.0,194.0,4.0,05000US51003,51,003,S,Owner,Yes,30% AMI or less,All
"Albemarle County, Virginia",540.0,160.0,5.0,05000US51003,51,003,D,Owner,Yes,30% AMI or less,White
"Albemarle County, Virginia",85.0,68.0,6.0,05000US51003,51,003,D,Owner,Yes,30% AMI or less,Black
"Albemarle County, Virginia",25.0,46.0,7.0,05000US51003,51,003,D,Owner,Yes,30% AMI or less,Asian
"Albemarle County, Virginia",0.0,161.0,8.0,05000US51003,51,003,D,Owner,Yes,30% AMI or less,American Indian
"Albemarle County, Virginia",0.0,161.0,9.0,05000US51003,51,003,D,Owner,Yes,30% AMI or less,Pacific Islander
"Albemarle County, Virginia",0.0,161.0,10.0,05000US51003,51,003,D,Owner,Yes,30% AMI or less,Hispanic
"Albemarle County, Virginia",55.0,89.0,11.0,05000US51003,51,003,D,Owner,Yes,30% AMI or less,Other
"Albemarle County, Virginia",550.0,209.0,12.0,05000US51003,51,003,S,Owner,Yes,30.1-50% AMI,All
"Albemarle County, Virginia",490.0,185.0,13.0,05000US51003,51,003,D,Owner,Yes,30.1-50% AMI,White
"Albemarle County, Virginia",10.0,24.0,14.0,05000US51003,51,003,D,Owner,Yes,30.1-50% AMI,Black
"Albemarle County, Virginia",0.0,161.0,15.0,05000US51003,51,003,D,Owner,Yes,30.1-50% AMI,Asian
"Albemarle County, Virginia",0.0,161.0,16.0,05000US51003,51,003,D,Owner,Yes,30.1-50% AMI,American Indian
"Albemarle County, Virginia",0.0,161.0,17.0,05000US51003,51,003,D,Owner,Yes,30.1-50% AMI,Pacific Islander
"Albemarle County, Virginia",0.0,161.0,18.0,05000US51003,51,003,D,Owner,Yes,30.1-50% AMI,Hispanic
"Albemarle County, Virginia",50.0,66.0,19.0,05000US51003,51,003,D,Owner,Yes,30.1-50% AMI,Other
"Albemarle County, Virginia",210.0,108.0,20.0,05000US51003,51,003,S,Owner,Yes,50.1-80% AMI,All
"Albemarle County, Virginia",190.0,105.0,21.0,05000US51003,51,003,D,Owner,Yes,50.1-80% AMI,White
"Albemarle County, Virginia",0.0,161.0,22.0,05000US51003,51,003,D,Owner,Yes,50.1-80% AMI,Black
"Albemarle County, Virginia",20.0,40.0,23.0,05000US51003,51,003,D,Owner,Yes,50.1-80% AMI,Asian
