name,estimate,margin_of_error,order,geoid,st,cnty,Line_Type,Tenure,Severe_Housing_Problems,Household_Income,Race
"Spotsylvania County, Virginia",40855.0,580.0,1.0,05000US51177,51,177,T,All,All,All,All
"Spotsylvania County, Virginia",33355.0,828.0,2.0,05000US51177,51,177,S,Owner,All,All,All
"Spotsylvania County, Virginia",3750.0,690.0,3.0,05000US51177,51,177,S,Owner,Yes,All,All
"Spotsylvania County, Virginia",1420.0,437.0,4.0,05000US51177,51,177,S,Owner,Yes,30% AMI or less,All
"Spotsylvania County, Virginia",990.0,374.0,5.0,05000US51177,51,177,D,Owner,Yes,30% AMI or less,White
"Spotsylvania County, Virginia",240.0,177.0,6.0,05000US51177,51,177,D,Owner,Yes,30% AMI or less,Black
"Spotsylvania County, Virginia",0.0,161.0,7.0,05000US51177,51,177,D,Owner,Yes,30% AMI or less,Asian
"Spotsylvania County, Virginia",35.0,59.0,8.0,05000US51177,51,177,D,Owner,Yes,30% AMI or less,American Indian
"Spotsylvania County, Virginia",0.0,161.0,9.0,05000US51177,51,177,D,Owner,Yes,30% AMI or less,Pacific Islander
"Spotsylvania County, Virginia",40.0,34.0,10.0,05000US51177,51,177,D,Owner,Yes,30% AMI or less,Hispanic
"Spotsylvania County, Virginia",120.0,123.0,11.0,05000US51177,51,177,D,Owner,Yes,30% AMI or less,Other
"Spotsylvania County, Virginia",1115.0,324.0,12.0,05000US51177,51,177,S,Owner,Yes,30.1-50% AMI,All
"Spotsylvania County, Virginia",655.0,241.0,13.0,05000US51177,51,177,D,Owner,Yes,30.1-50% AMI,White
"Spotsylvania County, Virginia",205.0,167.0,14.0,05000US51177,51,177,D,Owner,Yes,30.1-50% AMI,Black
"Spotsylvania County, Virginia",80.0,67.0,15.0,05000US51177,51,177,D,Owner,Yes,30.1-50% AMI,Asian
"Spotsylvania County, Virginia",0.0,161.0,16.0,05000US51177,51,177,D,Owner,Yes,30.1-50% AMI,American Indian
