name,estimate,margin_of_error,order,geoid,st,cnty,Line_Type,Tenure,Severe_Housing_Problems,Household_Income,Race
"Fairfax County, Virginia",365095.0,2044.0,1.0,05000US51059,51,059,T,All,All,All,All
"Fairfax County, Virginia",272625.0,2648.0,2.0,05000US51059,51,059,S,Owner,All,All,All
"Fairfax County, Virginia",28190.0,1484.0,3.0,05000US51059,51,059,S,Owner,Yes,All,All
"Fairfax County, Virginia",6855.0,765.0,4.0,05000US51059,51,059,S,Owner,Yes,30% AMI or less,All
"Fairfax County, Virginia",3545.0,513.0,5.0,05000US51059,51,059,D,Owner,Yes,30% AMI or less,White
"Fairfax County, Virginia",530.0,197.0,6.0,05000US51059,51,059,D,Owner,Yes,30% AMI or less,Black
"Fairfax County, Virginia",1520.0,372.0,7.0,05000US51059,51,059,D,Owner,Yes,30% AMI or less,Asian
"Fairfax County, Virginia",0.0,161.0,8.0,05000US51059,51,059,D,Owner,Yes,30% AMI or less,American Indian
"Fairfax County, Virginia",0.0,161.0,9.0,05000US51059,51,059,D,Owner,Yes,30% AMI or less,Pacific Islander
"Fairfax County, Virginia",1175.0,353.0,10.0,05000US51059,51,059,D,Owner,Yes,30% AMI or less,Hispanic
"Fairfax County, Virginia",85.0,70.0,11.0,05000US51059,51,059,D,Owner,Yes,30% AMI or less,Other
"Fairfax County, Virginia",7515.0,787.0,12.0,05000US51059,51,059,S,Owner,Yes,30.1-50% AMI,All
"Fairfax County, Virginia",3020.0,490.0,13.0,05000US51059,51,059,D,Owner,Yes,30.1-50% AMI,White
"Fairfax County, Virginia",835.0,336.0,14.0,05000US51059,51,059,D,Owner,Yes,30.1-50% AMI,Black
"Fairfax County, Virginia",1430.0,364.0,15.0,05000US51059,51,059,D,Owner,Yes,30.1-50% AMI,Asian
"Fairfax County, Virginia",10.0,19.0,16.0,05000US51059,51,059,D,Owner,Yes,30.1-50% AMI,American Indian
"Fairfax County, Virginia",0.0,161.0,17.0,05000US51059,51,059,D,Owner,Yes,30.1-50% AMI,Pacific Islander
"Fairfax County, Virginia",2035.0,575.0,18.0,05000US51059,51,059,D,Owner,Yes,30.1-50% AMI,Hispanic
"Fairfax County, Virginia",180.0,137.0,19.0,05000US51059,51,059,D,Owner,Yes,30.1-50% AMI,Other
"Fairfax County, Virginia",8275.0,902.0,20.0,05000US51059,51,059,S,Owner,Yes,50.1-80% AMI,All
"Fairfax County, Virginia",3955.0,640.0,21.0,05000US51059,51,059,D,Owner,Yes,50.1-80% AMI,White
"Fairfax County, Virginia",830.0,333.0,22.0,05000US51059,51,059,D,Owner,Yes,50.1-80% AMI,Black
"Fairfax County, Virginia",1970.0,390.0,23.0,05000US51059,51,059,D,Owner,Yes,50.1-80% AMI,Asian
"Fairfax County, Virginia",0.0,161.0,24.0,05000US51059,51,059,D,Owner,Yes,50.1-80% AMI,American Indian
"Fairfax County, Virginia",0.0,161.0,25.0,05000US51059,51,059,D,Owner,Yes,50.1-80% AMI,Pacific Islander
"Fairfax County, Virginia",1410.0,376.0,26.0,05000US51059,51,059,D,Owner,Yes,50.1-80% AMI,Hispanic
"Fairfax County, Virginia",105.0,81.0,27.0,05000US51059,51,059,D,Owner,Yes,50.1-80% AMI,Other
"Fairfax County, Virginia",1855.0,385.0,28.0,05000US51059,51,059,S,Owner,Yes,80.1-95% AMI,All
