name,estimate,margin_of_error,order,geoid,st,cnty,Line_Type,Tenure,Household_Type,Cost_Burden
"Salem city, Virginia",9680.0,383.0,1.0,05000US51775,51,775,T,All,All,All
"Salem city, Virginia",6740.0,358.0,2.0,05000US51775,51,775,S,Owner,All,All
"Salem city, Virginia",1355.0,238.0,3.0,05000US51775,51,775,S,Owner,"Small family, elderly",All
"Salem city, Virginia",1165.0,202.0,4.0,05000US51775,51,775,D,Owner,"Small family, elderly",No cost burden
"Salem city, Virginia",160.0,155.0,5.0,05000US51775,51,775,D,Owner,"Small family, elderly",Moderate cost burden
"Salem city, Virginia",25.0,44.0,6.0,05000US51775,51,775,D,Owner,"Small family, elderly",Severe cost burden
"Salem city, Virginia",0.0,161.0,7.0,05000US51775,51,775,D,Owner,"Small family, elderly",N/A
"Salem city, Virginia",3295.0,303.0,8.0,05000US51775,51,775,S,Owner,"Small family, non-elderly",All
"Salem city, Virginia",2770.0,287.0,9.0,05000US51775,51,775,D,Owner,"Small family, non-elderly",No cost burden
"Salem city, Virginia",410.0,171.0,10.0,05000US51775,51,775,D,Owner,"Small family, non-elderly",Moderate cost burden
"Salem city, Virginia",115.0,93.0,11.0,05000US51775,51,775,D,Owner,"Small family, non-elderly",Severe cost burden
"Salem city, Virginia",0.0,161.0,12.0,05000US51775,51,775,D,Owner,"Small family, non-elderly",N/A
"Salem city, Virginia",235.0,106.0,13.0,05000US51775,51,775,S,Owner,Large family,All
"Salem city, Virginia",220.0,103.0,14.0,05000US51775,51,775,D,Owner,Large family,No cost burden
"Salem city, Virginia",15.0,31.0,15.0,05000US51775,51,775,D,Owner,Large family,Moderate cost burden
"Salem city, Virginia",0.0,161.0,16.0,05000US51775,51,775,D,Owner,Large family,Severe cost burden
"Salem city, Virginia",0.0,161.0,17.0,05000US51775,51,775,D,Owner,Large family,N/A
"Salem city, Virginia",1065.0,244.0,18.0,05000US51775,51,775,S,Owner,"Non-family, elderly",All
"Salem city, Virginia",645.0,178.0,19.0,05000US51775,51,775,D,Owner,"Non-family, elderly",No cost burden
"Salem city, Virginia",165.0,87.0,20.0,05000US51775,51,775,D,Owner,"Non-family, elderly",Moderate cost burden
"Salem city, Virginia",190.0,114.0,21.0,05000US51775,51,775,D,Owner,"Non-family, elderly",Severe cost burden
"Salem city, Virginia",65.0,101.0,22.0,05000US51775,51,775,D,Owner,"Non-family, elderly",N/A
"Salem city, Virginia",790.0,213.0,23.0,05000US51775,51,775,S,Owner,"Non-family, non-elderly",All
"Salem city, Virginia",600.0,203.0,24.0,05000US51775,51,775,D,Owner,"Non-family, non-elderly",No cost burden
"Salem city, Virginia",100.0,77.0,25.0,05000US51775,51,775,D,Owner,"Non-family, non-elderly",Moderate cost burden
"Salem city, Virginia",90.0,64.0,26.0,05000US51775,51,775,D,Owner,"Non-family, non-elderly",Severe cost burden
"Salem city, Virginia",0.0,161.0,27.0,05000US51775,51,775,D,Owner,"Non-family, non-elderly",N/A
"Salem city, Virginia",2940.0,389.0,28.0,05000US51775,51,775,S,Renter,All,All
"Salem city, Virginia",250.0,127.0,29.0,05000US51775,51,775,S,Renter,"Small family, elderly",All
"Salem city, Virginia",70.0,61.0,30.0,05000US51775,51,775,D,Renter,"Small family, elderly",No cost burden
"Salem city, Virginia",55.0,66.0,31.0,05000US51775,51,775,D,Renter,"Small family, elderly",Moderate cost burden
"Salem city, Virginia",80.0,79.0,32.0,05000US51775,51,775,D,Renter,"Small family, elderly",Severe cost burden
"Salem city, Virginia",45.0,52.0,33.0,05000US51775,51,775,D,Renter,"Small family, elderly",N/A
"Salem city, Virginia",1115.0,276.0,34.0,05000US51775,51,775,S,Renter,"Small family, non-elderly",All
"Salem city, Virginia",615.0,270.0,35.0,05000US51775,51,775,D,Renter,"Small family, non-elderly",No cost burden
"Salem city, Virginia",210.0,147.0,36.0,05000US51775,51,775,D,Renter,"Small family, non-elderly",Moderate cost burden
"Salem city, Virginia",220.0,163.0,37.0,05000US51775,51,775,D,Renter,"Small family, non-elderly",Severe cost burden
"Salem city, Virginia",65.0,62.0,38.0,05000US51775,51,775,D,Renter,"Small family, non-elderly",N/A
"Salem city, Virginia",60.0,65.0,39.0,05000US51775,51,775,S,Renter,Large family,All
"Salem city, Virginia",60.0,65.0,40.0,05000US51775,51,775,D,Renter,Large family,No cost burden
"Salem city, Virginia",0.0,161.0,41.0,05000US51775,51,775,D,Renter,Large family,Moderate cost burden
"Salem city, Virginia",0.0,161.0,42.0,05000US51775,51,775,D,Renter,Large family,Severe cost burden
"Salem city, Virginia",0.0,161.0,43.0,05000US51775,51,775,D,Renter,Large family,N/A
"Salem city, Virginia",370.0,179.0,44.0,05000US51775,51,775,S,Renter,"Non-family, elderly",All
"Salem city, Virginia",160.0,97.0,45.0,05000US51775,51,775,D,Renter,"Non-family, elderly",No cost burden
"Salem city, Virginia",150.0,135.0,46.0,05000US51775,51,775,D,Renter,"Non-family, elderly",Moderate cost burden
"Salem city, Virginia",35.0,45.0,47.0,05000US51775,51,775,D,Renter,"Non-family, elderly",Severe cost burden
"Salem city, Virginia",30.0,48.0,48.0,05000US51775,51,775,D,Renter,"Non-family, elderly",N/A
"Salem city, Virginia",1145.0,257.0,49.0,05000US51775,51,775,S,Renter,"Non-family, non-elderly",All
"Salem city, Virginia",685.0,221.0,50.0,05000US51775,51,775,D,Renter,"Non-family, non-elderly",No cost burden
"Salem city, Virginia",215.0,148.0,51.0,05000US51775,51,775,D,Renter,"Non-family, non-elderly",Moderate cost burden
"Salem city, Virginia",170.0,103.0,52.0,05000US51775,51,775,D,Renter,"Non-family, non-elderly",Severe cost burden
"Salem city, Virginia",75.0,113.0,53.0,05000US51775,51,775,D,Renter,"Non-family, non-elderly",N/A
