name,estimate,margin_of_error,order,geoid,st,cnty,Line_Type,Tenure,Household_Type,Cost_Burden
"Caroline County, Virginia",9730.0,369.0,1.0,05000US51033,51,033,T,All,All,All
"Caroline County, Virginia",8030.0,412.0,2.0,05000US51033,51,033,S,Owner,All,All
"Caroline County, Virginia",990.0,235.0,3.0,05000US51033,51,033,S,Owner,"Small family, elderly",All
"Caroline County, Virginia",755.0,224.0,4.0,05000US51033,51,033,D,Owner,"Small family, elderly",No cost burden
"Caroline County, Virginia",200.0,102.0,5.0,05000US51033,51,033,D,Owner,"Small family, elderly",Moderate cost burden
"Caroline County, Virginia",35.0,49.0,6.0,05000US51033,51,033,D,Owner,"Small family, elderly",Severe cost burden
"Caroline County, Virginia",0.0,161.0,7.0,05000US51033,51,033,D,Owner,"Small family, elderly",N/A
"Caroline County, Virginia",4040.0,435.0,8.0,05000US51033,51,033,S,Owner,"Small family, non-elderly",All
"Caroline County, Virginia",3045.0,414.0,9.0,05000US51033,51,033,D,Owner,"Small family, non-elderly",No cost burden
"Caroline County, Virginia",690.0,201.0,10.0,05000US51033,51,033,D,Owner,"Small family, non-elderly",Moderate cost burden
"Caroline County, Virginia",305.0,144.0,11.0,05000US51033,51,033,D,Owner,"Small family, non-elderly",Severe cost burden
"Caroline County, Virginia",0.0,161.0,12.0,05000US51033,51,033,D,Owner,"Small family, non-elderly",N/A
"Caroline County, Virginia",965.0,272.0,13.0,05000US51033,51,033,S,Owner,Large family,All
"Caroline County, Virginia",755.0,243.0,14.0,05000US51033,51,033,D,Owner,Large family,No cost burden
"Caroline County, Virginia",155.0,111.0,15.0,05000US51033,51,033,D,Owner,Large family,Moderate cost burden
"Caroline County, Virginia",55.0,72.0,16.0,05000US51033,51,033,D,Owner,Large family,Severe cost burden
"Caroline County, Virginia",0.0,161.0,17.0,05000US51033,51,033,D,Owner,Large family,N/A
"Caroline County, Virginia",825.0,206.0,18.0,05000US51033,51,033,S,Owner,"Non-family, elderly",All
"Caroline County, Virginia",605.0,188.0,19.0,05000US51033,51,033,D,Owner,"Non-family, elderly",No cost burden
"Caroline County, Virginia",175.0,98.0,20.0,05000US51033,51,033,D,Owner,"Non-family, elderly",Moderate cost burden
