name,estimate,margin_of_error,order,geoid,st,cnty,Line_Type,Tenure,Household_Type,Cost_Burden
"Prince William County, Virginia",121995.0,1161.0,1.0,05000US51153,51,153,T,All,All,All
"Prince William County, Virginia",91665.0,1514.0,2.0,05000US51153,51,153,S,Owner,All,All
"Prince William County, Virginia",8260.0,601.0,3.0,05000US51153,51,153,S,Owner,"Small family, elderly",All
"Prince William County, Virginia",6295.0,581.0,4.0,05000US51153,51,153,D,Owner,"Small family, elderly",No cost burden
"Prince William County, Virginia",1145.0,229.0,5.0,05000US51153,51,153,D,Owner,"Small family, elderly",Moderate cost burden
"Prince William County, Virginia",795.0,277.0,6.0,05000US51153,51,153,D,Owner,"Small family, elderly",Severe cost burden
"Prince William County, Virginia",25.0,43.0,7.0,05000US51153,51,153,D,Owner,"Small family, elderly",N/A
"Prince William County, Virginia",52705.0,1542.0,8.0,05000US51153,51,153,S,Owner,"Small family, non-elderly",All
"Prince William County, Virginia",33750.0,1408.0,9.0,05000US51153,51,153,D,Owner,"Small family, non-elderly",No cost burden
"Prince William County, Virginia",12920.0,1111.0,10.0,05000US51153,51,153,D,Owner,"Small family, non-elderly",Moderate cost burden
"Prince William County, Virginia",5980.0,736.0,11.0,05000US51153,51,153,D,Owner,"Small family, non-elderly",Severe cost burden
"Prince William County, Virginia",50.0,60.0,12.0,05000US51153,51,153,D,Owner,"Small family, non-elderly",N/A
"Prince William County, Virginia",13205.0,945.0,13.0,05000US51153,51,153,S,Owner,Large family,All
"Prince William County, Virginia",7440.0,815.0,14.0,05000US51153,51,153,D,Owner,Large family,No cost burden
"Prince William County, Virginia",4035.0,571.0,15.0,05000US51153,51,153,D,Owner,Large family,Moderate cost burden
"Prince William County, Virginia",1725.0,414.0,16.0,05000US51153,51,153,D,Owner,Large family,Severe cost burden
"Prince William County, Virginia",0.0,161.0,17.0,05000US51153,51,153,D,Owner,Large family,N/A
"Prince William County, Virginia",4165.0,650.0,18.0,05000US51153,51,153,S,Owner,"Non-family, elderly",All
"Prince William County, Virginia",2595.0,486.0,19.0,05000US51153,51,153,D,Owner,"Non-family, elderly",No cost burden
"Prince William County, Virginia",850.0,296.0,20.0,05000US51153,51,153,D,Owner,"Non-family, elderly",Moderate cost burden
"Prince William County, Virginia",725.0,221.0,21.0,05000US51153,51,153,D,Owner,"Non-family, elderly",Severe cost burden
"Prince William County, Virginia",0.0,161.0,22.0,05000US51153,51,153,D,Owner,"Non-family, elderly",N/A
"Prince William County, Virginia",13335.0,1079.0,23.0,05000US51153,51,153,S,Owner,"Non-family, non-elderly",All
"Prince William County, Virginia",7625.0,859.0,24.0,05000US51153,51,153,D,Owner,"Non-family, non-elderly",No cost burden
"Prince William County, Virginia",3590.0,492.0,25.0,05000US51153,51,153,D,Owner,"Non-family, non-elderly",Moderate cost burden
"Prince William County, Virginia",2020.0,422.0,26.0,05000US51153,51,153,D,Owner,"Non-family, non-elderly",Severe cost burden
"Prince William County, Virginia",100.0,121.0,27.0,05000US51153,51,153,D,Owner,"Non-family, non-elderly",N/A
"Prince William County, Virginia",30325.0,1453.0,28.0,05000US51153,51,153,S,Renter,All,All
"Prince William County, Virginia",630.0,233.0,29.0,05000US51153,51,153,S,Renter,"Small family, elderly",All
"Prince William County, Virginia",95.0,77.0,30.0,05000US51153,51,153,D,Renter,"Small family, elderly",No cost burden
"Prince William County, Virginia",225.0,128.0,31.0,05000US51153,51,153,D,Renter,"Small family, elderly",Moderate cost burden
"Prince William County, Virginia",290.0,193.0,32.0,05000US51153,51,153,D,Renter,"Small family, elderly",Severe cost burden
"Prince William County, Virginia",25.0,43.0,33.0,05000US51153,51,153,D,Renter,"Small family, elderly",N/A
"Prince William County, Virginia",15260.0,1291.0,34.0,05000US51153,51,153,S,Renter,"Small family, non-elderly",All
"Prince William County, Virginia",8625.0,1096.0,35.0,05000US51153,51,153,D,Renter,"Small family, non-elderly",No cost burden
"Prince William County, Virginia",3680.0,655.0,36.0,05000US51153,51,153,D,Renter,"Small family, non-elderly",Moderate cost burden
"Prince William County, Virginia",2430.0,543.0,37.0,05000US51153,51,153,D,Renter,"Small family, non-elderly",Severe cost burden
"Prince William County, Virginia",525.0,252.0,38.0,05000US51153,51,153,D,Renter,"Small family, non-elderly",N/A
"Prince William County, Virginia",3385.0,708.0,39.0,05000US51153,51,153,S,Renter,Large family,All
"Prince William County, Virginia",1125.0,406.0,40.0,05000US51153,51,153,D,Renter,Large family,No cost burden
"Prince William County, Virginia",1190.0,356.0,41.0,05000US51153,51,153,D,Renter,Large family,Moderate cost burden
"Prince William County, Virginia",945.0,423.0,42.0,05000US51153,51,153,D,Renter,Large family,Severe cost burden
"Prince William County, Virginia",125.0,93.0,43.0,05000US51153,51,153,D,Renter,Large family,N/A
"Prince William County, Virginia",1875.0,394.0,44.0,05000US51153,51,153,S,Renter,"Non-family, elderly",All
"Prince William County, Virginia",460.0,209.0,45.0,05000US51153,51,153,D,Renter,"Non-family, elderly",No cost burden
