name,estimate,margin_of_error,order,geoid,st,cnty,Line_Type,Tenure,Household_Type,Cost_Burden
"Chesapeake city, Virginia",77810.0,623.0,1.0,05000US51550,51,550,T,All,All,All
"Chesapeake city, Virginia",58470.0,986.0,2.0,05000US51550,51,550,S,Owner,All,All
"Chesapeake city, Virginia",7555.0,601.0,3.0,05000US51550,51,550,S,Owner,"Small family, elderly",All
"Chesapeake city, Virginia",5450.0,493.0,4.0,05000US51550,51,550,D,Owner,"Small family, elderly",No cost burden
"Chesapeake city, Virginia",1390.0,335.0,5.0,05000US51550,51,550,D,Owner,"Small family, elderly",Moderate cost burden
"Chesapeake city, Virginia",685.0,209.0,6.0,05000US51550,51,550,D,Owner,"Small family, elderly",Severe cost burden
"Chesapeake city, Virginia",25.0,26.0,7.0,05000US51550,51,550,D,Owner,"Small family, elderly",N/A
"Chesapeake city, Virginia",32420.0,1039.0,8.0,05000US51550,51,550,S,Owner,"Small family, non-elderly",All
"Chesapeake city, Virginia",23230.0,1064.0,9.0,05000US51550,51,550,D,Owner,"Small family, non-elderly",No cost burden
"Chesapeake city, Virginia",6555.0,569.0,10.0,05000US51550,51,550,D,Owner,"Small family, non-elderly",Moderate cost burden
"Chesapeake city, Virginia",2575.0,403.0,11.0,05000US51550,51,550,D,Owner,"Small family, non-elderly",Severe cost burden
"Chesapeake city, Virginia",60.0,58.0,12.0,05000US51550,51,550,D,Owner,"Small family, non-elderly",N/A
"Chesapeake city, Virginia",6575.0,625.0,13.0,05000US51550,51,550,S,Owner,Large family,All
"Chesapeake city, Virginia",4590.0,549.0,14.0,05000US51550,51,550,D,Owner,Large family,No cost burden
"Chesapeake city, Virginia",1445.0,381.0,15.0,05000US51550,51,550,D,Owner,Large family,Moderate cost burden
"Chesapeake city, Virginia",540.0,232.0,16.0,05000US51550,51,550,D,Owner,Large family,Severe cost burden
"Chesapeake city, Virginia",0.0,161.0,17.0,05000US51550,51,550,D,Owner,Large family,N/A
"Chesapeake city, Virginia",4930.0,596.0,18.0,05000US51550,51,550,S,Owner,"Non-family, elderly",All
"Chesapeake city, Virginia",2640.0,397.0,19.0,05000US51550,51,550,D,Owner,"Non-family, elderly",No cost burden
"Chesapeake city, Virginia",895.0,243.0,20.0,05000US51550,51,550,D,Owner,"Non-family, elderly",Moderate cost burden
