name,estimate,margin_of_error,order,geoid,st,cnty,Line_Type,Tenure,Household_Type,Cost_Burden
"Louisa County, Virginia",12785.0,436.0,1.0,05000US51109,51,109,T,All,All,All
"Louisa County, Virginia",9875.0,551.0,2.0,05000US51109,51,109,S,Owner,All,All
"Louisa County, Virginia",1600.0,192.0,3.0,05000US51109,51,109,S,Owner,"Small family, elderly",All
"Louisa County, Virginia",1065.0,228.0,4.0,05000US51109,51,109,D,Owner,"Small family, elderly",No cost burden
"Louisa County, Virginia",250.0,160.0,5.0,05000US51109,51,109,D,Owner,"Small family, elderly",Moderate cost burden
"Louisa County, Virginia",285.0,139.0,6.0,05000US51109,51,109,D,Owner,"Small family, elderly",Severe cost burden
"Louisa County, Virginia",0.0,161.0,7.0,05000US51109,51,109,D,Owner,"Small family, elderly",N/A
"Louisa County, Virginia",4720.0,462.0,8.0,05000US51109,51,109,S,Owner,"Small family, non-elderly",All
"Louisa County, Virginia",3425.0,431.0,9.0,05000US51109,51,109,D,Owner,"Small family, non-elderly",No cost burden
"Louisa County, Virginia",980.0,275.0,10.0,05000US51109,51,109,D,Owner,"Small family, non-elderly",Moderate cost burden
"Louisa County, Virginia",315.0,143.0,11.0,05000US51109,51,109,D,Owner,"Small family, non-elderly",Severe cost burden
"Louisa County, Virginia",0.0,161.0,12.0,05000US51109,51,109,D,Owner,"Small family, non-elderly",N/A
"Louisa County, Virginia",775.0,227.0,13.0,05000US51109,51,109,S,Owner,Large family,All
"Louisa County, Virginia",525.0,213.0,14.0,05000US51109,51,109,D,Owner,Large family,No cost burden
"Louisa County, Virginia",145.0,134.0,15.0,05000US51109,51,109,D,Owner,Large family,Moderate cost burden
"Louisa County, Virginia",105.0,187.0,16.0,05000US51109,51,109,D,Owner,Large family,Severe cost burden
"Louisa County, Virginia",0.0,161.0,17.0,05000US51109,51,109,D,Owner,Large family,N/A
"Louisa County, Virginia",1075.0,269.0,18.0,05000US51109,51,109,S,Owner,"Non-family, elderly",All
"Louisa County, Virginia",570.0,200.0,19.0,05000US51109,51,109,D,Owner,"Non-family, elderly",No cost burden
"Louisa County, Virginia",255.0,115.0,20.0,05000US51109,51,109,D,Owner,"Non-family, elderly",Moderate cost burden
