name,estimate,margin_of_error,order,geoid,st,cnty,Line_Type,Tenure,Household_Type,Cost_Burden
"Norfolk city, Virginia",85130.0,861.0,1.0,05000US51710,51,710,T,All,All,All
"Norfolk city, Virginia",40005.0,1037.0,2.0,05000US51710,51,710,S,Owner,All,All
"Norfolk city, Virginia",6305.0,437.0,3.0,05000US51710,51,710,S,Owner,"Small family, elderly",All
"Norfolk city, Virginia",4855.0,388.0,4.0,05000US51710,51,710,D,Owner,"Small family, elderly",No cost burden
"Norfolk city, Virginia",815.0,209.0,5.0,05000US51710,51,710,D,Owner,"Small family, elderly",Moderate cost burden
"Norfolk city, Virginia",620.0,216.0,6.0,05000US51710,51,710,D,Owner,"Small family, elderly",Severe cost burden
"Norfolk city, Virginia",10.0,22.0,7.0,05000US51710,51,710,D,Owner,"Small family, elderly",N/A
"Norfolk city, Virginia",18245.0,979.0,8.0,05000US51710,51,710,S,Owner,"Small family, non-elderly",All
"Norfolk city, Virginia",12090.0,710.0,9.0,05000US51710,51,710,D,Owner,"Small family, non-elderly",No cost burden
"Norfolk city, Virginia",4415.0,602.0,10.0,05000US51710,51,710,D,Owner,"Small family, non-elderly",Moderate cost burden
"Norfolk city, Virginia",1650.0,399.0,11.0,05000US51710,51,710,D,Owner,"Small family, non-elderly",Severe cost burden
"Norfolk city, Virginia",90.0,94.0,12.0,05000US51710,51,710,D,Owner,"Small family, non-elderly",N/A
"Norfolk city, Virginia",2435.0,354.0,13.0,05000US51710,51,710,S,Owner,Large family,All
"Norfolk city, Virginia",1890.0,306.0,14.0,05000US51710,51,710,D,Owner,Large family,No cost burden
"Norfolk city, Virginia",380.0,166.0,15.0,05000US51710,51,710,D,Owner,Large family,Moderate cost burden
"Norfolk city, Virginia",170.0,92.0,16.0,05000US51710,51,710,D,Owner,Large family,Severe cost burden
"Norfolk city, Virginia",0.0,161.0,17.0,05000US51710,51,710,D,Owner,Large family,N/A
"Norfolk city, Virginia",5275.0,490.0,18.0,05000US51710,51,710,S,Owner,"Non-family, elderly",All
"Norfolk city, Virginia",3000.0,357.0,19.0,05000US51710,51,710,D,Owner,"Non-family, elderly",No cost burden
"Norfolk city, Virginia",1095.0,243.0,20.0,05000US51710,51,710,D,Owner,"Non-family, elderly",Moderate cost burden
"Norfolk city, Virginia",1120.0,255.0,21.0,05000US51710,51,710,D,Owner,"Non-family, elderly",Severe cost burden
"Norfolk city, Virginia",60.0,54.0,22.0,05000US51710,51,710,D,Owner,"Non-family, elderly",N/A
"Norfolk city, Virginia",7745.0,653.0,23.0,05000US51710,51,710,S,Owner,"Non-family, non-elderly",All
"Norfolk city, Virginia",4465.0,584.0,24.0,05000US51710,51,710,D,Owner,"Non-family, non-elderly",No cost burden
"Norfolk city, Virginia",1955.0,372.0,25.0,05000US51710,51,710,D,Owner,"Non-family, non-elderly",Moderate cost burden
"Norfolk city, Virginia",1265.0,297.0,26.0,05000US51710,51,710,D,Owner,"Non-family, non-elderly",Severe cost burden
"Norfolk city, Virginia",60.0,77.0,27.0,05000US51710,51,710,D,Owner,"Non-family, non-elderly",N/A
"Norfolk city, Virginia",45125.0,1197.0,28.0,05000US51710,51,710,S,Renter,All,All
"Norfolk city, Virginia",1205.0,278.0,29.0,05000US51710,51,710,S,Renter,"Small family, elderly",All
"Norfolk city, Virginia",625.0,175.0,30.0,05000US51710,51,710,D,Renter,"Small family, elderly",No cost burden
"Norfolk city, Virginia",350.0,121.0,31.0,05000US51710,51,710,D,Renter,"Small family, elderly",Moderate cost burden
"Norfolk city, Virginia",170.0,118.0,32.0,05000US51710,51,710,D,Renter,"Small family, elderly",Severe cost burden
"Norfolk city, Virginia",60.0,98.0,33.0,05000US51710,51,710,D,Renter,"Small family, elderly",N/A
"Norfolk city, Virginia",19710.0,1237.0,34.0,05000US51710,51,710,S,Renter,"Small family, non-elderly",All
"Norfolk city, Virginia",10160.0,960.0,35.0,05000US51710,51,710,D,Renter,"Small family, non-elderly",No cost burden
"Norfolk city, Virginia",5250.0,799.0,36.0,05000US51710,51,710,D,Renter,"Small family, non-elderly",Moderate cost burden
"Norfolk city, Virginia",3530.0,556.0,37.0,05000US51710,51,710,D,Renter,"Small family, non-elderly",Severe cost burden
"Norfolk city, Virginia",770.0,259.0,38.0,05000US51710,51,710,D,Renter,"Small family, non-elderly",N/A
"Norfolk city, Virginia",3090.0,553.0,39.0,05000US51710,51,710,S,Renter,Large family,All
"Norfolk city, Virginia",1675.0,462.0,40.0,05000US51710,51,710,D,Renter,Large family,No cost burden
"Norfolk city, Virginia",505.0,188.0,41.0,05000US51710,51,710,D,Renter,Large family,Moderate cost burden
"Norfolk city, Virginia",530.0,214.0,42.0,05000US51710,51,710,D,Renter,Large family,Severe cost burden
"Norfolk city, Virginia",380.0,191.0,43.0,05000US51710,51,710,D,Renter,Large family,N/A
"Norfolk city, Virginia",3885.0,450.0,44.0,05000US51710,51,710,S,Renter,"Non-family, elderly",All
"Norfolk city, Virginia",1460.0,239.0,45.0,05000US51710,51,710,D,Renter,"Non-family, elderly",No cost burden
"Norfolk city, Virginia",865.0,200.0,46.0,05000US51710,51,710,D,Renter,"Non-family, elderly",Moderate cost burden
"Norfolk city, Virginia",1325.0,303.0,47.0,05000US51710,51,710,D,Renter,"Non-family, elderly",Severe cost burden
"Norfolk city, Virginia",230.0,105.0,48.0,05000US51710,51,710,D,Renter,"Non-family, elderly",N/A
"Norfolk city, Virginia",17230.0,1082.0,49.0,05000US51710,51,710,S,Renter,"Non-family, non-elderly",All
"Norfolk city, Virginia",8440.0,800.0,50.0,05000US51710,51,710,D,Renter,"Non-family, non-elderly",No cost burden
"Norfolk city, Virginia",4240.0,665.0,51.0,05000US51710,51,710,D,Renter,"Non-family, non-elderly",Moderate cost burden
"Norfolk city, Virginia",3740.0,586.0,52.0,05000US51710,51,710,D,Renter,"Non-family, non-elderly",Severe cost burden
"Norfolk city, Virginia",815.0,307.0,53.0,05000US51710,51,710,D,Renter,"Non-family, non-elderly",N/A
