name,estimate,margin_of_error,order,geoid,st,cnty,Line_Type,Tenure,Household_Type,Cost_Burden
"Fredericksburg city, Virginia",8560.0,381.0,1.0,05000US51630,51,630,T,All,All,All
"Fredericksburg city, Virginia",3215.0,371.0,2.0,05000US51630,51,630,S,Owner,All,All
"Fredericksburg city, Virginia",455.0,163.0,3.0,05000US51630,51,630,S,Owner,"Small family, elderly",All
"Fredericksburg city, Virginia",385.0,145.0,4.0,05000US51630,51,630,D,Owner,"Small family, elderly",No cost burden
"Fredericksburg city, Virginia",45.0,58.0,5.0,05000US51630,51,630,D,Owner,"Small family, elderly",Moderate cost burden
"Fredericksburg city, Virginia",25.0,44.0,6.0,05000US51630,51,630,D,Owner,"Small family, elderly",Severe cost burden
"Fredericksburg city, Virginia",0.0,161.0,7.0,05000US51630,51,630,D,Owner,"Small family, elderly",N/A
"Fredericksburg city, Virginia",1045.0,242.0,8.0,05000US51630,51,630,S,Owner,"Small family, non-elderly",All
"Fredericksburg city, Virginia",785.0,233.0,9.0,05000US51630,51,630,D,Owner,"Small family, non-elderly",No cost burden
"Fredericksburg city, Virginia",215.0,125.0,10.0,05000US51630,51,630,D,Owner,"Small family, non-elderly",Moderate cost burden
"Fredericksburg city, Virginia",45.0,58.0,11.0,05000US51630,51,630,D,Owner,"Small family, non-elderly",Severe cost burden
"Fredericksburg city, Virginia",0.0,161.0,12.0,05000US51630,51,630,D,Owner,"Small family, non-elderly",N/A
"Fredericksburg city, Virginia",290.0,188.0,13.0,05000US51630,51,630,S,Owner,Large family,All
"Fredericksburg city, Virginia",245.0,178.0,14.0,05000US51630,51,630,D,Owner,Large family,No cost burden
"Fredericksburg city, Virginia",10.0,24.0,15.0,05000US51630,51,630,D,Owner,Large family,Moderate cost burden
"Fredericksburg city, Virginia",30.0,59.0,16.0,05000US51630,51,630,D,Owner,Large family,Severe cost burden
"Fredericksburg city, Virginia",0.0,161.0,17.0,05000US51630,51,630,D,Owner,Large family,N/A
"Fredericksburg city, Virginia",725.0,186.0,18.0,05000US51630,51,630,S,Owner,"Non-family, elderly",All
"Fredericksburg city, Virginia",530.0,169.0,19.0,05000US51630,51,630,D,Owner,"Non-family, elderly",No cost burden
"Fredericksburg city, Virginia",160.0,106.0,20.0,05000US51630,51,630,D,Owner,"Non-family, elderly",Moderate cost burden
"Fredericksburg city, Virginia",40.0,58.0,21.0,05000US51630,51,630,D,Owner,"Non-family, elderly",Severe cost burden
