name,estimate,margin_of_error,order,geoid,st,cnty,Line_Type,Tenure,Household_Type,Cost_Burden
"Buchanan County, Virginia",9195.0,412.0,1.0,05000US51027,51,027,T,All,All,All
"Buchanan County, Virginia",7485.0,474.0,2.0,05000US51027,51,027,S,Owner,All,All
"Buchanan County, Virginia",1325.0,262.0,3.0,05000US51027,51,027,S,Owner,"Small family, elderly",All
"Buchanan County, Virginia",1150.0,256.0,4.0,05000US51027,51,027,D,Owner,"Small family, elderly",No cost burden
"Buchanan County, Virginia",90.0,88.0,5.0,05000US51027,51,027,D,Owner,"Small family, elderly",Moderate cost burden
"Buchanan County, Virginia",85.0,73.0,6.0,05000US51027,51,027,D,Owner,"Small family, elderly",Severe cost burden
"Buchanan County, Virginia",0.0,161.0,7.0,05000US51027,51,027,D,Owner,"Small family, elderly",N/A
"Buchanan County, Virginia",3600.0,385.0,8.0,05000US51027,51,027,S,Owner,"Small family, non-elderly",All
"Buchanan County, Virginia",2995.0,396.0,9.0,05000US51027,51,027,D,Owner,"Small family, non-elderly",No cost burden
"Buchanan County, Virginia",210.0,135.0,10.0,05000US51027,51,027,D,Owner,"Small family, non-elderly",Moderate cost burden
"Buchanan County, Virginia",370.0,200.0,11.0,05000US51027,51,027,D,Owner,"Small family, non-elderly",Severe cost burden
"Buchanan County, Virginia",30.0,50.0,12.0,05000US51027,51,027,D,Owner,"Small family, non-elderly",N/A
"Buchanan County, Virginia",345.0,177.0,13.0,05000US51027,51,027,S,Owner,Large family,All
"Buchanan County, Virginia",320.0,170.0,14.0,05000US51027,51,027,D,Owner,Large family,No cost burden
"Buchanan County, Virginia",25.0,46.0,15.0,05000US51027,51,027,D,Owner,Large family,Moderate cost burden
"Buchanan County, Virginia",0.0,161.0,16.0,05000US51027,51,027,D,Owner,Large family,Severe cost burden
"Buchanan County, Virginia",0.0,161.0,17.0,05000US51027,51,027,D,Owner,Large family,N/A
"Buchanan County, Virginia",1230.0,285.0,18.0,05000US51027,51,027,S,Owner,"Non-family, elderly",All
"Buchanan County, Virginia",925.0,274.0,19.0,05000US51027,51,027,D,Owner,"Non-family, elderly",No cost burden
"Buchanan County, Virginia",190.0,100.0,20.0,05000US51027,51,027,D,Owner,"Non-family, elderly",Moderate cost burden
"Buchanan County, Virginia",110.0,78.0,21.0,05000US51027,51,027,D,Owner,"Non-family, elderly",Severe cost burden
"Buchanan County, Virginia",0.0,161.0,22.0,05000US51027,51,027,D,Owner,"Non-family, elderly",N/A
"Buchanan County, Virginia",985.0,266.0,23.0,05000US51027,51,027,S,Owner,"Non-family, non-elderly",All
"Buchanan County, Virginia",620.0,242.0,24.0,05000US51027,51,027,D,Owner,"Non-family, non-elderly",No cost burden
"Buchanan County, Virginia",135.0,95.0,25.0,05000US51027,51,027,D,Owner,"Non-family, non-elderly",Moderate cost burden
"Buchanan County, Virginia",200.0,141.0,26.0,05000US51027,51,027,D,Owner,"Non-family, non-elderly",Severe cost burden
"Buchanan County, Virginia",30.0,47.0,27.0,05000US51027,51,027,D,Owner,"Non-family, non-elderly",N/A
"Buchanan County, Virginia",1705.0,401.0,28.0,05000US51027,51,027,S,Renter,All,All
"Buchanan County, Virginia",180.0,131.0,29.0,05000US51027,51,027,S,Renter,"Small family, elderly",All
"Buchanan County, Virginia",50.0,62.0,30.0,05000US51027,51,027,D,Renter,"Small family, elderly",No cost burden
"Buchanan County, Virginia",40.0,49.0,31.0,05000US51027,51,027,D,Renter,"Small family, elderly",Moderate cost burden
"Buchanan County, Virginia",50.0,83.0,32.0,05000US51027,51,027,D,Renter,"Small family, elderly",Severe cost burden
"Buchanan County, Virginia",40.0,50.0,33.0,05000US51027,51,027,D,Renter,"Small family, elderly",N/A
"Buchanan County, Virginia",760.0,269.0,34.0,05000US51027,51,027,S,Renter,"Small family, non-elderly",All
"Buchanan County, Virginia",265.0,160.0,35.0,05000US51027,51,027,D,Renter,"Small family, non-elderly",No cost burden
"Buchanan County, Virginia",25.0,41.0,36.0,05000US51027,51,027,D,Renter,"Small family, non-elderly",Moderate cost burden
"Buchanan County, Virginia",120.0,89.0,37.0,05000US51027,51,027,D,Renter,"Small family, non-elderly",Severe cost burden
"Buchanan County, Virginia",355.0,182.0,38.0,05000US51027,51,027,D,Renter,"Small family, non-elderly",N/A
"Buchanan County, Virginia",30.0,44.0,39.0,05000US51027,51,027,S,Renter,Large family,All
"Buchanan County, Virginia",0.0,161.0,40.0,05000US51027,51,027,D,Renter,Large family,No cost burden
"Buchanan County, Virginia",0.0,161.0,41.0,05000US51027,51,027,D,Renter,Large family,Moderate cost burden
"Buchanan County, Virginia",0.0,161.0,42.0,05000US51027,51,027,D,Renter,Large family,Severe cost burden
"Buchanan County, Virginia",30.0,44.0,43.0,05000US51027,51,027,D,Renter,Large family,N/A
"Buchanan County, Virginia",260.0,166.0,44.0,05000US51027,51,027,S,Renter,"Non-family, elderly",All
"Buchanan County, Virginia",20.0,33.0,45.0,05000US51027,51,027,D,Renter,"Non-family, elderly",No cost burden
"Buchanan County, Virginia",35.0,50.0,46.0,05000US51027,51,027,D,Renter,"Non-family, elderly",Moderate cost burden
"Buchanan County, Virginia",60.0,73.0,47.0,05000US51027,51,027,D,Renter,"Non-family, elderly",Severe cost burden
"Buchanan County, Virginia",145.0,100.0,48.0,05000US51027,51,027,D,Renter,"Non-family, elderly",N/A
"Buchanan County, Virginia",485.0,225.0,49.0,05000US51027,51,027,S,Renter,"Non-family, non-elderly",All
"Buchanan County, Virginia",150.0,107.0,50.0,05000US51027,51,027,D,Renter,"Non-family, non-elderly",No cost burden
"Buchanan County, Virginia",0.0,161.0,51.0,05000US51027,51,027,D,Renter,"Non-family, non-elderly",Moderate cost burden
"Buchanan County, Virginia",145.0,117.0,52.0,05000US51027,51,027,D,Renter,"Non-family, non-elderly",Severe cost burden
"Buchanan County, Virginia",190.0,142.0,53.0,05000US51027,51,027,D,Renter,"Non-family, non-elderly",N/A
