name,estimate,margin_of_error,order,geoid,st,cnty,Line_Type,Tenure,Household_Type,Cost_Burden
"Carroll County, Virginia",12745.0,543.0,1.0,05000US51035,51,035,T,All,All,All
"Carroll County, Virginia",9410.0,459.0,2.0,05000US51035,51,035,S,Owner,All,All
"Carroll County, Virginia",2260.0,247.0,3.0,05000US51035,51,035,S,Owner,"Small family, elderly",All
"Carroll County, Virginia",2055.0,247.0,4.0,05000US51035,51,035,D,Owner,"Small family, elderly",No cost burden
"Carroll County, Virginia",65.0,63.0,5.0,05000US51035,51,035,D,Owner,"Small family, elderly",Moderate cost burden
"Carroll County, Virginia",125.0,88.0,6.0,05000US51035,51,035,D,Owner,"Small family, elderly",Severe cost burden
"Carroll County, Virginia",20.0,34.0,7.0,05000US51035,51,035,D,Owner,"Small family, elderly",N/A
"Carroll County, Virginia",4310.0,425.0,8.0,05000US51035,51,035,S,Owner,"Small family, non-elderly",All
"Carroll County, Virginia",3445.0,441.0,9.0,05000US51035,51,035,D,Owner,"Small family, non-elderly",No cost burden
"Carroll County, Virginia",450.0,195.0,10.0,05000US51035,51,035,D,Owner,"Small family, non-elderly",Moderate cost burden
"Carroll County, Virginia",415.0,246.0,11.0,05000US51035,51,035,D,Owner,"Small family, non-elderly",Severe cost burden
"Carroll County, Virginia",0.0,161.0,12.0,05000US51035,51,035,D,Owner,"Small family, non-elderly",N/A
"Carroll County, Virginia",270.0,163.0,13.0,05000US51035,51,035,S,Owner,Large family,All
"Carroll County, Virginia",220.0,149.0,14.0,05000US51035,51,035,D,Owner,Large family,No cost burden
"Carroll County, Virginia",50.0,73.0,15.0,05000US51035,51,035,D,Owner,Large family,Moderate cost burden
"Carroll County, Virginia",0.0,161.0,16.0,05000US51035,51,035,D,Owner,Large family,Severe cost burden
"Carroll County, Virginia",0.0,161.0,17.0,05000US51035,51,035,D,Owner,Large family,N/A
"Carroll County, Virginia",1215.0,327.0,18.0,05000US51035,51,035,S,Owner,"Non-family, elderly",All
"Carroll County, Virginia",995.0,277.0,19.0,05000US51035,51,035,D,Owner,"Non-family, elderly",No cost burden
"Carroll County, Virginia",135.0,119.0,20.0,05000US51035,51,035,D,Owner,"Non-family, elderly",Moderate cost burden
"Carroll County, Virginia",60.0,63.0,21.0,05000US51035,51,035,D,Owner,"Non-family, elderly",Severe cost burden
"Carroll County, Virginia",20.0,40.0,22.0,05000US51035,51,035,D,Owner,"Non-family, elderly",N/A
"Carroll County, Virginia",1350.0,389.0,23.0,05000US51035,51,035,S,Owner,"Non-family, non-elderly",All
"Carroll County, Virginia",1120.0,365.0,24.0,05000US51035,51,035,D,Owner,"Non-family, non-elderly",No cost burden
"Carroll County, Virginia",70.0,67.0,25.0,05000US51035,51,035,D,Owner,"Non-family, non-elderly",Moderate cost burden
