name,estimate,margin_of_error,order,geoid,st,cnty,Line_Type,Tenure,Household_Type,Cost_Burden
"Franklin County, Virginia",20700.0,645.0,1.0,05000US51067,51,067,T,All,All,All
"Franklin County, Virginia",16825.0,623.0,2.0,05000US51067,51,067,S,Owner,All,All
"Franklin County, Virginia",3385.0,339.0,3.0,05000US51067,51,067,S,Owner,"Small family, elderly",All
"Franklin County, Virginia",2900.0,342.0,4.0,05000US51067,51,067,D,Owner,"Small family, elderly",No cost burden
"Franklin County, Virginia",305.0,148.0,5.0,05000US51067,51,067,D,Owner,"Small family, elderly",Moderate cost burden
"Franklin County, Virginia",180.0,113.0,6.0,05000US51067,51,067,D,Owner,"Small family, elderly",Severe cost burden
"Franklin County, Virginia",0.0,161.0,7.0,05000US51067,51,067,D,Owner,"Small family, elderly",N/A
"Franklin County, Virginia",8555.0,631.0,8.0,05000US51067,51,067,S,Owner,"Small family, non-elderly",All
"Franklin County, Virginia",6900.0,624.0,9.0,05000US51067,51,067,D,Owner,"Small family, non-elderly",No cost burden
"Franklin County, Virginia",1080.0,309.0,10.0,05000US51067,51,067,D,Owner,"Small family, non-elderly",Moderate cost burden
"Franklin County, Virginia",530.0,230.0,11.0,05000US51067,51,067,D,Owner,"Small family, non-elderly",Severe cost burden
"Franklin County, Virginia",45.0,53.0,12.0,05000US51067,51,067,D,Owner,"Small family, non-elderly",N/A
"Franklin County, Virginia",745.0,205.0,13.0,05000US51067,51,067,S,Owner,Large family,All
"Franklin County, Virginia",535.0,210.0,14.0,05000US51067,51,067,D,Owner,Large family,No cost burden
"Franklin County, Virginia",150.0,95.0,15.0,05000US51067,51,067,D,Owner,Large family,Moderate cost burden
"Franklin County, Virginia",60.0,71.0,16.0,05000US51067,51,067,D,Owner,Large family,Severe cost burden
"Franklin County, Virginia",0.0,161.0,17.0,05000US51067,51,067,D,Owner,Large family,N/A
"Franklin County, Virginia",1960.0,338.0,18.0,05000US51067,51,067,S,Owner,"Non-family, elderly",All
"Franklin County, Virginia",1485.0,295.0,19.0,05000US51067,51,067,D,Owner,"Non-family, elderly",No cost burden
"Franklin County, Virginia",360.0,179.0,20.0,05000US51067,51,067,D,Owner,"Non-family, elderly",Moderate cost burden
"Franklin County, Virginia",115.0,105.0,21.0,05000US51067,51,067,D,Owner,"Non-family, elderly",Severe cost burden
"Franklin County, Virginia",0.0,161.0,22.0,05000US51067,51,067,D,Owner,"Non-family, elderly",N/A
"Franklin County, Virginia",2185.0,399.0,23.0,05000US51067,51,067,S,Owner,"Non-family, non-elderly",All
"Franklin County, Virginia",1415.0,367.0,24.0,05000US51067,51,067,D,Owner,"Non-family, non-elderly",No cost burden
"Franklin County, Virginia",480.0,260.0,25.0,05000US51067,51,067,D,Owner,"Non-family, non-elderly",Moderate cost burden
"Franklin County, Virginia",270.0,142.0,26.0,05000US51067,51,067,D,Owner,"Non-family, non-elderly",Severe cost burden
"Franklin County, Virginia",25.0,42.0,27.0,05000US51067,51,067,D,Owner,"Non-family, non-elderly",N/A
"Franklin County, Virginia",3875.0,538.0,28.0,05000US51067,51,067,S,Renter,All,All
"Franklin County, Virginia",60.0,57.0,29.0,05000US51067,51,067,S,Renter,"Small family, elderly",All
"Franklin County, Virginia",20.0,36.0,30.0,05000US51067,51,067,D,Renter,"Small family, elderly",No cost burden
"Franklin County, Virginia",0.0,161.0,31.0,05000US51067,51,067,D,Renter,"Small family, elderly",Moderate cost burden
"Franklin County, Virginia",40.0,49.0,32.0,05000US51067,51,067,D,Renter,"Small family, elderly",Severe cost burden
"Franklin County, Virginia",0.0,161.0,33.0,05000US51067,51,067,D,Renter,"Small family, elderly",N/A
"Franklin County, Virginia",1830.0,436.0,34.0,05000US51067,51,067,S,Renter,"Small family, non-elderly",All
"Franklin County, Virginia",1260.0,381.0,35.0,05000US51067,51,067,D,Renter,"Small family, non-elderly",No cost burden
"Franklin County, Virginia",140.0,97.0,36.0,05000US51067,51,067,D,Renter,"Small family, non-elderly",Moderate cost burden
"Franklin County, Virginia",155.0,130.0,37.0,05000US51067,51,067,D,Renter,"Small family, non-elderly",Severe cost burden
"Franklin County, Virginia",275.0,136.0,38.0,05000US51067,51,067,D,Renter,"Small family, non-elderly",N/A
"Franklin County, Virginia",315.0,147.0,39.0,05000US51067,51,067,S,Renter,Large family,All
"Franklin County, Virginia",185.0,123.0,40.0,05000US51067,51,067,D,Renter,Large family,No cost burden
"Franklin County, Virginia",90.0,76.0,41.0,05000US51067,51,067,D,Renter,Large family,Moderate cost burden
"Franklin County, Virginia",40.0,54.0,42.0,05000US51067,51,067,D,Renter,Large family,Severe cost burden
"Franklin County, Virginia",0.0,161.0,43.0,05000US51067,51,067,D,Renter,Large family,N/A
"Franklin County, Virginia",390.0,166.0,44.0,05000US51067,51,067,S,Renter,"Non-family, elderly",All
"Franklin County, Virginia",225.0,125.0,45.0,05000US51067,51,067,D,Renter,"Non-family, elderly",No cost burden
"Franklin County, Virginia",0.0,161.0,46.0,05000US51067,51,067,D,Renter,"Non-family, elderly",Moderate cost burden
"Franklin County, Virginia",110.0,96.0,47.0,05000US51067,51,067,D,Renter,"Non-family, elderly",Severe cost burden
"Franklin County, Virginia",55.0,69.0,48.0,05000US51067,51,067,D,Renter,"Non-family, elderly",N/A
"Franklin County, Virginia",1275.0,393.0,49.0,05000US51067,51,067,S,Renter,"Non-family, non-elderly",All
"Franklin County, Virginia",545.0,262.0,50.0,05000US51067,51,067,D,Renter,"Non-family, non-elderly",No cost burden
"Franklin County, Virginia",75.0,71.0,51.0,05000US51067,51,067,D,Renter,"Non-family, non-elderly",Moderate cost burden
"Franklin County, Virginia",375.0,246.0,52.0,05000US51067,51,067,D,Renter,"Non-family, non-elderly",Severe cost burden
"Franklin County, Virginia",285.0,148.0,53.0,05000US51067,51,067,D,Renter,"Non-family, non-elderly",N/A
