name,estimate,margin_of_error,order,geoid,st,cnty,Line_Type,Tenure,Household_Type,Cost_Burden
"Warren County, Virginia",13470.0,396.0,1.0,05000US51187,51,187,T,All,All,All
"Warren County, Virginia",10370.0,453.0,2.0,05000US51187,51,187,S,Owner,All,All
"Warren County, Virginia",1345.0,254.0,3.0,05000US51187,51,187,S,Owner,"Small family, elderly",All
"Warren County, Virginia",1240.0,253.0,4.0,05000US51187,51,187,D,Owner,"Small family, elderly",No cost burden
"Warren County, Virginia",60.0,56.0,5.0,05000US51187,51,187,D,Owner,"Small family, elderly",Moderate cost burden
"Warren County, Virginia",45.0,39.0,6.0,05000US51187,51,187,D,Owner,"Small family, elderly",Severe cost burden
"Warren County, Virginia",0.0,161.0,7.0,05000US51187,51,187,D,Owner,"Small family, elderly",N/A
"Warren County, Virginia",5330.0,412.0,8.0,05000US51187,51,187,S,Owner,"Small family, non-elderly",All
"Warren County, Virginia",4155.0,381.0,9.0,05000US51187,51,187,D,Owner,"Small family, non-elderly",No cost burden
"Warren County, Virginia",780.0,229.0,10.0,05000US51187,51,187,D,Owner,"Small family, non-elderly",Moderate cost burden
"Warren County, Virginia",395.0,207.0,11.0,05000US51187,51,187,D,Owner,"Small family, non-elderly",Severe cost burden
"Warren County, Virginia",0.0,161.0,12.0,05000US51187,51,187,D,Owner,"Small family, non-elderly",N/A
"Warren County, Virginia",790.0,207.0,13.0,05000US51187,51,187,S,Owner,Large family,All
"Warren County, Virginia",580.0,185.0,14.0,05000US51187,51,187,D,Owner,Large family,No cost burden
"Warren County, Virginia",105.0,89.0,15.0,05000US51187,51,187,D,Owner,Large family,Moderate cost burden
"Warren County, Virginia",105.0,79.0,16.0,05000US51187,51,187,D,Owner,Large family,Severe cost burden
"Warren County, Virginia",0.0,161.0,17.0,05000US51187,51,187,D,Owner,Large family,N/A
"Warren County, Virginia",1300.0,246.0,18.0,05000US51187,51,187,S,Owner,"Non-family, elderly",All
"Warren County, Virginia",800.0,217.0,19.0,05000US51187,51,187,D,Owner,"Non-family, elderly",No cost burden
"Warren County, Virginia",280.0,155.0,20.0,05000US51187,51,187,D,Owner,"Non-family, elderly",Moderate cost burden
"Warren County, Virginia",220.0,110.0,21.0,05000US51187,51,187,D,Owner,"Non-family, elderly",Severe cost burden
"Warren County, Virginia",0.0,161.0,22.0,05000US51187,51,187,D,Owner,"Non-family, elderly",N/A
"Warren County, Virginia",1605.0,300.0,23.0,05000US51187,51,187,S,Owner,"Non-family, non-elderly",All
"Warren County, Virginia",840.0,218.0,24.0,05000US51187,51,187,D,Owner,"Non-family, non-elderly",No cost burden
"Warren County, Virginia",595.0,218.0,25.0,05000US51187,51,187,D,Owner,"Non-family, non-elderly",Moderate cost burden
"Warren County, Virginia",95.0,77.0,26.0,05000US51187,51,187,D,Owner,"Non-family, non-elderly",Severe cost burden
"Warren County, Virginia",75.0,112.0,27.0,05000US51187,51,187,D,Owner,"Non-family, non-elderly",N/A
"Warren County, Virginia",3100.0,371.0,28.0,05000US51187,51,187,S,Renter,All,All
"Warren County, Virginia",130.0,96.0,29.0,05000US51187,51,187,S,Renter,"Small family, elderly",All
"Warren County, Virginia",60.0,65.0,30.0,05000US51187,51,187,D,Renter,"Small family, elderly",No cost burden
"Warren County, Virginia",70.0,68.0,31.0,05000US51187,51,187,D,Renter,"Small family, elderly",Moderate cost burden
"Warren County, Virginia",0.0,161.0,32.0,05000US51187,51,187,D,Renter,"Small family, elderly",Severe cost burden
