name,estimate,margin_of_error,order,geoid,st,cnty,Line_Type,Tenure,Household_Type,Cost_Burden
"Halifax County, Virginia",14465.0,534.0,1.0,05000US51083,51,083,T,All,All,All
"Halifax County, Virginia",11060.0,580.0,2.0,05000US51083,51,083,S,Owner,All,All
"Halifax County, Virginia",1870.0,261.0,3.0,05000US51083,51,083,S,Owner,"Small family, elderly",All
"Halifax County, Virginia",1495.0,256.0,4.0,05000US51083,51,083,D,Owner,"Small family, elderly",No cost burden
"Halifax County, Virginia",165.0,93.0,5.0,05000US51083,51,083,D,Owner,"Small family, elderly",Moderate cost burden
"Halifax County, Virginia",195.0,148.0,6.0,05000US51083,51,083,D,Owner,"Small family, elderly",Severe cost burden
"Halifax County, Virginia",15.0,26.0,7.0,05000US51083,51,083,D,Owner,"Small family, elderly",N/A
"Halifax County, Virginia",5165.0,495.0,8.0,05000US51083,51,083,S,Owner,"Small family, non-elderly",All
"Halifax County, Virginia",4035.0,509.0,9.0,05000US51083,51,083,D,Owner,"Small family, non-elderly",No cost burden
"Halifax County, Virginia",715.0,245.0,10.0,05000US51083,51,083,D,Owner,"Small family, non-elderly",Moderate cost burden
"Halifax County, Virginia",385.0,202.0,11.0,05000US51083,51,083,D,Owner,"Small family, non-elderly",Severe cost burden
"Halifax County, Virginia",25.0,42.0,12.0,05000US51083,51,083,D,Owner,"Small family, non-elderly",N/A
"Halifax County, Virginia",560.0,195.0,13.0,05000US51083,51,083,S,Owner,Large family,All
"Halifax County, Virginia",445.0,176.0,14.0,05000US51083,51,083,D,Owner,Large family,No cost burden
"Halifax County, Virginia",105.0,100.0,15.0,05000US51083,51,083,D,Owner,Large family,Moderate cost burden
"Halifax County, Virginia",15.0,27.0,16.0,05000US51083,51,083,D,Owner,Large family,Severe cost burden
"Halifax County, Virginia",0.0,161.0,17.0,05000US51083,51,083,D,Owner,Large family,N/A
"Halifax County, Virginia",2205.0,319.0,18.0,05000US51083,51,083,S,Owner,"Non-family, elderly",All
"Halifax County, Virginia",1470.0,291.0,19.0,05000US51083,51,083,D,Owner,"Non-family, elderly",No cost burden
"Halifax County, Virginia",495.0,187.0,20.0,05000US51083,51,083,D,Owner,"Non-family, elderly",Moderate cost burden
"Halifax County, Virginia",175.0,97.0,21.0,05000US51083,51,083,D,Owner,"Non-family, elderly",Severe cost burden
"Halifax County, Virginia",65.0,65.0,22.0,05000US51083,51,083,D,Owner,"Non-family, elderly",N/A
"Halifax County, Virginia",1265.0,348.0,23.0,05000US51083,51,083,S,Owner,"Non-family, non-elderly",All
"Halifax County, Virginia",905.0,309.0,24.0,05000US51083,51,083,D,Owner,"Non-family, non-elderly",No cost burden
"Halifax County, Virginia",180.0,128.0,25.0,05000US51083,51,083,D,Owner,"Non-family, non-elderly",Moderate cost burden
"Halifax County, Virginia",175.0,135.0,26.0,05000US51083,51,083,D,Owner,"Non-family, non-elderly",Severe cost burden
"Halifax County, Virginia",0.0,161.0,27.0,05000US51083,51,083,D,Owner,"Non-family, non-elderly",N/A
"Halifax County, Virginia",3405.0,476.0,28.0,05000US51083,51,083,S,Renter,All,All
"Halifax County, Virginia",280.0,163.0,29.0,05000US51083,51,083,S,Renter,"Small family, elderly",All
"Halifax County, Virginia",85.0,73.0,30.0,05000US51083,51,083,D,Renter,"Small family, elderly",No cost burden
"Halifax County, Virginia",50.0,65.0,31.0,05000US51083,51,083,D,Renter,"Small family, elderly",Moderate cost burden
"Halifax County, Virginia",0.0,161.0,32.0,05000US51083,51,083,D,Renter,"Small family, elderly",Severe cost burden
"Halifax County, Virginia",140.0,125.0,33.0,05000US51083,51,083,D,Renter,"Small family, elderly",N/A
"Halifax County, Virginia",1680.0,387.0,34.0,05000US51083,51,083,S,Renter,"Small family, non-elderly",All
"Halifax County, Virginia",980.0,287.0,35.0,05000US51083,51,083,D,Renter,"Small family, non-elderly",No cost burden
"Halifax County, Virginia",260.0,177.0,36.0,05000US51083,51,083,D,Renter,"Small family, non-elderly",Moderate cost burden
"Halifax County, Virginia",185.0,142.0,37.0,05000US51083,51,083,D,Renter,"Small family, non-elderly",Severe cost burden
"Halifax County, Virginia",255.0,150.0,38.0,05000US51083,51,083,D,Renter,"Small family, non-elderly",N/A
"Halifax County, Virginia",165.0,119.0,39.0,05000US51083,51,083,S,Renter,Large family,All
"Halifax County, Virginia",115.0,106.0,40.0,05000US51083,51,083,D,Renter,Large family,No cost burden
"Halifax County, Virginia",35.0,45.0,41.0,05000US51083,51,083,D,Renter,Large family,Moderate cost burden
"Halifax County, Virginia",15.0,26.0,42.0,05000US51083,51,083,D,Renter,Large family,Severe cost burden
"Halifax County, Virginia",0.0,161.0,43.0,05000US51083,51,083,D,Renter,Large family,N/A
"Halifax County, Virginia",395.0,168.0,44.0,05000US51083,51,083,S,Renter,"Non-family, elderly",All
"Halifax County, Virginia",40.0,50.0,45.0,05000US51083,51,083,D,Renter,"Non-family, elderly",No cost burden
"Halifax County, Virginia",80.0,71.0,46.0,05000US51083,51,083,D,Renter,"Non-family, elderly",Moderate cost burden
"Halifax County, Virginia",45.0,54.0,47.0,05000US51083,51,083,D,Renter,"Non-family, elderly",Severe cost burden
"Halifax County, Virginia",230.0,159.0,48.0,05000US51083,51,083,D,Renter,"Non-family, elderly",N/A
"Halifax County, Virginia",890.0,303.0,49.0,05000US51083,51,083,S,Renter,"Non-family, non-elderly",All
"Halifax County, Virginia",435.0,240.0,50.0,05000US51083,51,083,D,Renter,"Non-family, non-elderly",No cost burden
"Halifax County, Virginia",250.0,181.0,51.0,05000US51083,51,083,D,Renter,"Non-family, non-elderly",Moderate cost burden
"Halifax County, Virginia",180.0,155.0,52.0,05000US51083,51,083,D,Renter,"Non-family, non-elderly",Severe cost burden
"Halifax County, Virginia",25.0,26.0,53.0,05000US51083,51,083,D,Renter,"Non-family, non-elderly",N/A
