name,estimate,margin_of_error,order,geoid,st,cnty,Line_Type,Tenure,Household_Type,Cost_Burden
"Dinwiddie County, Virginia",9455.0,353.0,1.0,05000US51053,51,053,T,All,All,All
"Dinwiddie County, Virginia",7490.0,360.0,2.0,05000US51053,51,053,S,Owner,All,All
"Dinwiddie County, Virginia",1165.0,172.0,3.0,05000US51053,51,053,S,Owner,"Small family, elderly",All
"Dinwiddie County, Virginia",1015.0,171.0,4.0,05000US51053,51,053,D,Owner,"Small family, elderly",No cost burden
"Dinwiddie County, Virginia",110.0,71.0,5.0,05000US51053,51,053,D,Owner,"Small family, elderly",Moderate cost burden
"Dinwiddie County, Virginia",35.0,45.0,6.0,05000US51053,51,053,D,Owner,"Small family, elderly",Severe cost burden
"Dinwiddie County, Virginia",0.0,161.0,7.0,05000US51053,51,053,D,Owner,"Small family, elderly",N/A
"Dinwiddie County, Virginia",4180.0,389.0,8.0,05000US51053,51,053,S,Owner,"Small family, non-elderly",All
"Dinwiddie County, Virginia",3390.0,379.0,9.0,05000US51053,51,053,D,Owner,"Small family, non-elderly",No cost burden
"Dinwiddie County, Virginia",545.0,227.0,10.0,05000US51053,51,053,D,Owner,"Small family, non-elderly",Moderate cost burden
"Dinwiddie County, Virginia",245.0,141.0,11.0,05000US51053,51,053,D,Owner,"Small family, non-elderly",Severe cost burden
"Dinwiddie County, Virginia",0.0,161.0,12.0,05000US51053,51,053,D,Owner,"Small family, non-elderly",N/A
"Dinwiddie County, Virginia",410.0,158.0,13.0,05000US51053,51,053,S,Owner,Large family,All
"Dinwiddie County, Virginia",355.0,153.0,14.0,05000US51053,51,053,D,Owner,Large family,No cost burden
"Dinwiddie County, Virginia",20.0,31.0,15.0,05000US51053,51,053,D,Owner,Large family,Moderate cost burden
"Dinwiddie County, Virginia",30.0,33.0,16.0,05000US51053,51,053,D,Owner,Large family,Severe cost burden
"Dinwiddie County, Virginia",0.0,161.0,17.0,05000US51053,51,053,D,Owner,Large family,N/A
"Dinwiddie County, Virginia",690.0,163.0,18.0,05000US51053,51,053,S,Owner,"Non-family, elderly",All
"Dinwiddie County, Virginia",445.0,147.0,19.0,05000US51053,51,053,D,Owner,"Non-family, elderly",No cost burden
"Dinwiddie County, Virginia",45.0,44.0,20.0,05000US51053,51,053,D,Owner,"Non-family, elderly",Moderate cost burden
"Dinwiddie County, Virginia",200.0,99.0,21.0,05000US51053,51,053,D,Owner,"Non-family, elderly",Severe cost burden
"Dinwiddie County, Virginia",0.0,161.0,22.0,05000US51053,51,053,D,Owner,"Non-family, elderly",N/A
"Dinwiddie County, Virginia",1050.0,267.0,23.0,05000US51053,51,053,S,Owner,"Non-family, non-elderly",All
"Dinwiddie County, Virginia",790.0,246.0,24.0,05000US51053,51,053,D,Owner,"Non-family, non-elderly",No cost burden
"Dinwiddie County, Virginia",175.0,104.0,25.0,05000US51053,51,053,D,Owner,"Non-family, non-elderly",Moderate cost burden
"Dinwiddie County, Virginia",85.0,62.0,26.0,05000US51053,51,053,D,Owner,"Non-family, non-elderly",Severe cost burden
"Dinwiddie County, Virginia",0.0,161.0,27.0,05000US51053,51,053,D,Owner,"Non-family, non-elderly",N/A
"Dinwiddie County, Virginia",1965.0,371.0,28.0,05000US51053,51,053,S,Renter,All,All
