name,estimate,margin_of_error,order,geoid,st,cnty,Line_Type,Tenure,Housing_Problems,Household_Income,Disability_Status
"Prince William County, Virginia",121995.0,1161.0,1.0,05000US51153,51,153,T,All,All,All,All
"Prince William County, Virginia",91665.0,1514.0,2.0,05000US51153,51,153,S,Owner,All,All,All
"Prince William County, Virginia",34245.0,1496.0,3.0,05000US51153,51,153,S,Owner,Yes,All,All
"Prince William County, Virginia",3340.0,550.0,4.0,05000US51153,51,153,S,Owner,Yes,30% AMI or less,All
"Prince William County, Virginia",310.0,152.0,5.0,05000US51153,51,153,D,Owner,Yes,30% AMI or less,Disabled
"Prince William County, Virginia",3030.0,557.0,6.0,05000US51153,51,153,D,Owner,Yes,30% AMI or less,Not disabled
"Prince William County, Virginia",4945.0,765.0,7.0,05000US51153,51,153,S,Owner,Yes,30.1-50% AMI,All
"Prince William County, Virginia",370.0,179.0,8.0,05000US51153,51,153,D,Owner,Yes,30.1-50% AMI,Disabled
"Prince William County, Virginia",4575.0,748.0,9.0,05000US51153,51,153,D,Owner,Yes,30.1-50% AMI,Not disabled
"Prince William County, Virginia",9465.0,916.0,10.0,05000US51153,51,153,S,Owner,Yes,50.1-80% AMI,All
"Prince William County, Virginia",400.0,157.0,11.0,05000US51153,51,153,D,Owner,Yes,50.1-80% AMI,Disabled
"Prince William County, Virginia",9065.0,929.0,12.0,05000US51153,51,153,D,Owner,Yes,50.1-80% AMI,Not disabled
"Prince William County, Virginia",16500.0,1135.0,13.0,05000US51153,51,153,S,Owner,Yes,80.1% AMI and above,All
"Prince William County, Virginia",730.0,238.0,14.0,05000US51153,51,153,D,Owner,Yes,80.1% AMI and above,Disabled
"Prince William County, Virginia",15765.0,1105.0,15.0,05000US51153,51,153,D,Owner,Yes,80.1% AMI and above,Not disabled
"Prince William County, Virginia",57240.0,1658.0,16.0,05000US51153,51,153,S,Owner,No,All,All
"Prince William County, Virginia",320.0,154.0,17.0,05000US51153,51,153,S,Owner,No,30% AMI or less,All
"Prince William County, Virginia",180.0,123.0,18.0,05000US51153,51,153,D,Owner,No,30% AMI or less,Disabled
"Prince William County, Virginia",145.0,87.0,19.0,05000US51153,51,153,D,Owner,No,30% AMI or less,Not disabled
"Prince William County, Virginia",1365.0,306.0,20.0,05000US51153,51,153,S,Owner,No,30.1-50% AMI,All
"Prince William County, Virginia",195.0,104.0,21.0,05000US51153,51,153,D,Owner,No,30.1-50% AMI,Disabled
