name,estimate,margin_of_error,order,geoid,st,cnty,Line_Type,Tenure,Housing_Problems,Household_Income,Disability_Status
"King George County, Virginia",7695.0,321.0,1.0,05000US51099,51,099,T,All,All,All,All
"King George County, Virginia",5925.0,377.0,2.0,05000US51099,51,099,S,Owner,All,All,All
"King George County, Virginia",1555.0,267.0,3.0,05000US51099,51,099,S,Owner,Yes,All,All
"King George County, Virginia",195.0,86.0,4.0,05000US51099,51,099,S,Owner,Yes,30% AMI or less,All
"King George County, Virginia",0.0,161.0,5.0,05000US51099,51,099,D,Owner,Yes,30% AMI or less,Disabled
"King George County, Virginia",195.0,86.0,6.0,05000US51099,51,099,D,Owner,Yes,30% AMI or less,Not disabled
"King George County, Virginia",140.0,92.0,7.0,05000US51099,51,099,S,Owner,Yes,30.1-50% AMI,All
"King George County, Virginia",10.0,23.0,8.0,05000US51099,51,099,D,Owner,Yes,30.1-50% AMI,Disabled
"King George County, Virginia",130.0,88.0,9.0,05000US51099,51,099,D,Owner,Yes,30.1-50% AMI,Not disabled
"King George County, Virginia",335.0,165.0,10.0,05000US51099,51,099,S,Owner,Yes,50.1-80% AMI,All
"King George County, Virginia",80.0,76.0,11.0,05000US51099,51,099,D,Owner,Yes,50.1-80% AMI,Disabled
"King George County, Virginia",250.0,149.0,12.0,05000US51099,51,099,D,Owner,Yes,50.1-80% AMI,Not disabled
"King George County, Virginia",885.0,235.0,13.0,05000US51099,51,099,S,Owner,Yes,80.1% AMI and above,All
"King George County, Virginia",70.0,69.0,14.0,05000US51099,51,099,D,Owner,Yes,80.1% AMI and above,Disabled
"King George County, Virginia",815.0,225.0,15.0,05000US51099,51,099,D,Owner,Yes,80.1% AMI and above,Not disabled
"King George County, Virginia",4355.0,339.0,16.0,05000US51099,51,099,S,Owner,No,All,All
"King George County, Virginia",15.0,24.0,17.0,05000US51099,51,099,S,Owner,No,30% AMI or less,All
"King George County, Virginia",0.0,161.0,18.0,05000US51099,51,099,D,Owner,No,30% AMI or less,Disabled
"King George County, Virginia",15.0,24.0,19.0,05000US51099,51,099,D,Owner,No,30% AMI or less,Not disabled
"King George County, Virginia",235.0,140.0,20.0,05000US51099,51,099,S,Owner,No,30.1-50% AMI,All
"King George County, Virginia",35.0,42.0,21.0,05000US51099,51,099,D,Owner,No,30.1-50% AMI,Disabled
"King George County, Virginia",200.0,132.0,22.0,05000US51099,51,099,D,Owner,No,30.1-50% AMI,Not disabled
"King George County, Virginia",315.0,125.0,23.0,05000US51099,51,099,S,Owner,No,50.1-80% AMI,All
"King George County, Virginia",20.0,39.0,24.0,05000US51099,51,099,D,Owner,No,50.1-80% AMI,Disabled
"King George County, Virginia",295.0,119.0,25.0,05000US51099,51,099,D,Owner,No,50.1-80% AMI,Not disabled
"King George County, Virginia",3795.0,350.0,26.0,05000US51099,51,099,S,Owner,No,80.1% AMI and above,All
"King George County, Virginia",165.0,73.0,27.0,05000US51099,51,099,D,Owner,No,80.1% AMI and above,Disabled
"King George County, Virginia",3630.0,359.0,28.0,05000US51099,51,099,D,Owner,No,80.1% AMI and above,Not disabled
"King George County, Virginia",15.0,30.0,29.0,05000US51099,51,099,S,Owner,N/A,All,All
"King George County, Virginia",15.0,30.0,30.0,05000US51099,51,099,S,Owner,N/A,30% AMI or less,All
"King George County, Virginia",0.0,161.0,31.0,05000US51099,51,099,D,Owner,N/A,30% AMI or less,Disabled
"King George County, Virginia",15.0,30.0,32.0,05000US51099,51,099,D,Owner,N/A,30% AMI or less,Not disabled
"King George County, Virginia",0.0,161.0,33.0,05000US51099,51,099,S,Owner,N/A,30.1-50% AMI,All
"King George County, Virginia",0.0,161.0,34.0,05000US51099,51,099,D,Owner,N/A,30.1-50% AMI,Disabled
"King George County, Virginia",0.0,161.0,35.0,05000US51099,51,099,D,Owner,N/A,30.1-50% AMI,Not disabled
"King George County, Virginia",0.0,161.0,36.0,05000US51099,51,099,S,Owner,N/A,50.1-80% AMI,All
"King George County, Virginia",0.0,161.0,37.0,05000US51099,51,099,D,Owner,N/A,50.1-80% AMI,Disabled
"King George County, Virginia",0.0,161.0,38.0,05000US51099,51,099,D,Owner,N/A,50.1-80% AMI,Not disabled
"King George County, Virginia",0.0,161.0,39.0,05000US51099,51,099,S,Owner,N/A,80.1% AMI and above,All
"King George County, Virginia",0.0,161.0,40.0,05000US51099,51,099,D,Owner,N/A,80.1% AMI and above,Disabled
"King George County, Virginia",0.0,161.0,41.0,05000US51099,51,099,D,Owner,N/A,80.1% AMI and above,Not disabled
"King George County, Virginia",1765.0,318.0,42.0,05000US51099,51,099,S,Renter,All,All,All
"King George County, Virginia",805.0,234.0,43.0,05000US51099,51,099,S,Renter,Yes,All,All
"King George County, Virginia",300.0,147.0,44.0,05000US51099,51,099,S,Renter,Yes,30% AMI or less,All
"King George County, Virginia",35.0,58.0,45.0,05000US51099,51,099,D,Renter,Yes,30% AMI or less,Disabled
"King George County, Virginia",265.0,144.0,46.0,05000US51099,51,099,D,Renter,Yes,30% AMI or less,Not disabled
"King George County, Virginia",405.0,174.0,47.0,05000US51099,51,099,S,Renter,Yes,30.1-50% AMI,All
"King George County, Virginia",35.0,53.0,48.0,05000US51099,51,099,D,Renter,Yes,30.1-50% AMI,Disabled
"King George County, Virginia",370.0,170.0,49.0,05000US51099,51,099,D,Renter,Yes,30.1-50% AMI,Not disabled
"King George County, Virginia",100.0,69.0,50.0,05000US51099,51,099,S,Renter,Yes,50.1-80% AMI,All
"King George County, Virginia",15.0,25.0,51.0,05000US51099,51,099,D,Renter,Yes,50.1-80% AMI,Disabled
"King George County, Virginia",85.0,64.0,52.0,05000US51099,51,099,D,Renter,Yes,50.1-80% AMI,Not disabled
"King George County, Virginia",0.0,161.0,53.0,05000US51099,51,099,S,Renter,Yes,80.1% AMI and above,All
"King George County, Virginia",0.0,161.0,54.0,05000US51099,51,099,D,Renter,Yes,80.1% AMI and above,Disabled
"King George County, Virginia",0.0,161.0,55.0,05000US51099,51,099,D,Renter,Yes,80.1% AMI and above,Not disabled
"King George County, Virginia",840.0,239.0,56.0,05000US51099,51,099,S,Renter,No,All,All
"King George County, Virginia",0.0,161.0,57.0,05000US51099,51,099,S,Renter,No,30% AMI or less,All
"King George County, Virginia",0.0,161.0,58.0,05000US51099,51,099,D,Renter,No,30% AMI or less,Disabled
"King George County, Virginia",0.0,161.0,59.0,05000US51099,51,099,D,Renter,No,30% AMI or less,Not disabled
"King George County, Virginia",45.0,48.0,60.0,05000US51099,51,099,S,Renter,No,30.1-50% AMI,All
"King George County, Virginia",15.0,25.0,61.0,05000US51099,51,099,D,Renter,No,30.1-50% AMI,Disabled
"King George County, Virginia",35.0,43.0,62.0,05000US51099,51,099,D,Renter,No,30.1-50% AMI,Not disabled
"King George County, Virginia",250.0,172.0,63.0,05000US51099,51,099,S,Renter,No,50.1-80% AMI,All
"King George County, Virginia",0.0,161.0,64.0,05000US51099,51,099,D,Renter,No,50.1-80% AMI,Disabled
"King George County, Virginia",250.0,172.0,65.0,05000US51099,51,099,D,Renter,No,50.1-80% AMI,Not disabled
"King George County, Virginia",540.0,187.0,66.0,05000US51099,51,099,S,Renter,No,80.1% AMI and above,All
"King George County, Virginia",20.0,31.0,67.0,05000US51099,51,099,D,Renter,No,80.1% AMI and above,Disabled
"King George County, Virginia",520.0,185.0,68.0,05000US51099,51,099,D,Renter,No,80.1% AMI and above,Not disabled
"King George County, Virginia",125.0,97.0,69.0,05000US51099,51,099,S,Renter,N/A,All,All
"King George County, Virginia",0.0,161.0,70.0,05000US51099,51,099,S,Renter,N/A,30% AMI or less,All
"King George County, Virginia",0.0,161.0,71.0,05000US51099,51,099,D,Renter,N/A,30% AMI or less,Disabled
"King George County, Virginia",0.0,161.0,72.0,05000US51099,51,099,D,Renter,N/A,30% AMI or less,Not disabled
"King George County, Virginia",40.0,54.0,73.0,05000US51099,51,099,S,Renter,N/A,30.1-50% AMI,All
"King George County, Virginia",0.0,161.0,74.0,05000US51099,51,099,D,Renter,N/A,30.1-50% AMI,Disabled
"King George County, Virginia",40.0,54.0,75.0,05000US51099,51,099,D,Renter,N/A,30.1-50% AMI,Not disabled
"King George County, Virginia",45.0,58.0,76.0,05000US51099,51,099,S,Renter,N/A,50.1-80% AMI,All
"King George County, Virginia",0.0,161.0,77.0,05000US51099,51,099,D,Renter,N/A,50.1-80% AMI,Disabled
"King George County, Virginia",45.0,58.0,78.0,05000US51099,51,099,D,Renter,N/A,50.1-80% AMI,Not disabled
"King George County, Virginia",40.0,38.0,79.0,05000US51099,51,099,S,Renter,N/A,80.1% AMI and above,All
"King George County, Virginia",0.0,161.0,80.0,05000US51099,51,099,D,Renter,N/A,80.1% AMI and above,Disabled
"King George County, Virginia",40.0,38.0,81.0,05000US51099,51,099,D,Renter,N/A,80.1% AMI and above,Not disabled
