name,estimate,margin_of_error,order,geoid,st,cnty,Line_Type,Tenure,Housing_Problems,Household_Income,Disability_Status
"Hanover County, Virginia",35485.0,484.0,1.0,05000US51085,51,085,T,All,All,All,All
"Hanover County, Virginia",29775.0,594.0,2.0,05000US51085,51,085,S,Owner,All,All,All
"Hanover County, Virginia",6250.0,581.0,3.0,05000US51085,51,085,S,Owner,Yes,All,All
"Hanover County, Virginia",1170.0,304.0,4.0,05000US51085,51,085,S,Owner,Yes,30% AMI or less,All
"Hanover County, Virginia",240.0,134.0,5.0,05000US51085,51,085,D,Owner,Yes,30% AMI or less,Disabled
"Hanover County, Virginia",930.0,279.0,6.0,05000US51085,51,085,D,Owner,Yes,30% AMI or less,Not disabled
"Hanover County, Virginia",820.0,240.0,7.0,05000US51085,51,085,S,Owner,Yes,30.1-50% AMI,All
"Hanover County, Virginia",140.0,108.0,8.0,05000US51085,51,085,D,Owner,Yes,30.1-50% AMI,Disabled
"Hanover County, Virginia",680.0,217.0,9.0,05000US51085,51,085,D,Owner,Yes,30.1-50% AMI,Not disabled
"Hanover County, Virginia",1250.0,262.0,10.0,05000US51085,51,085,S,Owner,Yes,50.1-80% AMI,All
"Hanover County, Virginia",120.0,84.0,11.0,05000US51085,51,085,D,Owner,Yes,50.1-80% AMI,Disabled
"Hanover County, Virginia",1130.0,255.0,12.0,05000US51085,51,085,D,Owner,Yes,50.1-80% AMI,Not disabled
"Hanover County, Virginia",3010.0,428.0,13.0,05000US51085,51,085,S,Owner,Yes,80.1% AMI and above,All
"Hanover County, Virginia",130.0,83.0,14.0,05000US51085,51,085,D,Owner,Yes,80.1% AMI and above,Disabled
"Hanover County, Virginia",2880.0,429.0,15.0,05000US51085,51,085,D,Owner,Yes,80.1% AMI and above,Not disabled
"Hanover County, Virginia",23435.0,763.0,16.0,05000US51085,51,085,S,Owner,No,All,All
"Hanover County, Virginia",255.0,124.0,17.0,05000US51085,51,085,S,Owner,No,30% AMI or less,All
"Hanover County, Virginia",30.0,35.0,18.0,05000US51085,51,085,D,Owner,No,30% AMI or less,Disabled
"Hanover County, Virginia",225.0,117.0,19.0,05000US51085,51,085,D,Owner,No,30% AMI or less,Not disabled
"Hanover County, Virginia",790.0,257.0,20.0,05000US51085,51,085,S,Owner,No,30.1-50% AMI,All
"Hanover County, Virginia",145.0,97.0,21.0,05000US51085,51,085,D,Owner,No,30.1-50% AMI,Disabled
"Hanover County, Virginia",650.0,246.0,22.0,05000US51085,51,085,D,Owner,No,30.1-50% AMI,Not disabled
"Hanover County, Virginia",1965.0,402.0,23.0,05000US51085,51,085,S,Owner,No,50.1-80% AMI,All
"Hanover County, Virginia",295.0,118.0,24.0,05000US51085,51,085,D,Owner,No,50.1-80% AMI,Disabled
"Hanover County, Virginia",1670.0,379.0,25.0,05000US51085,51,085,D,Owner,No,50.1-80% AMI,Not disabled
"Hanover County, Virginia",20425.0,772.0,26.0,05000US51085,51,085,S,Owner,No,80.1% AMI and above,All
"Hanover County, Virginia",1300.0,276.0,27.0,05000US51085,51,085,D,Owner,No,80.1% AMI and above,Disabled
"Hanover County, Virginia",19125.0,745.0,28.0,05000US51085,51,085,D,Owner,No,80.1% AMI and above,Not disabled
"Hanover County, Virginia",90.0,76.0,29.0,05000US51085,51,085,S,Owner,N/A,All,All
"Hanover County, Virginia",90.0,76.0,30.0,05000US51085,51,085,S,Owner,N/A,30% AMI or less,All
"Hanover County, Virginia",15.0,32.0,31.0,05000US51085,51,085,D,Owner,N/A,30% AMI or less,Disabled
"Hanover County, Virginia",70.0,69.0,32.0,05000US51085,51,085,D,Owner,N/A,30% AMI or less,Not disabled
"Hanover County, Virginia",0.0,161.0,33.0,05000US51085,51,085,S,Owner,N/A,30.1-50% AMI,All
"Hanover County, Virginia",0.0,161.0,34.0,05000US51085,51,085,D,Owner,N/A,30.1-50% AMI,Disabled
"Hanover County, Virginia",0.0,161.0,35.0,05000US51085,51,085,D,Owner,N/A,30.1-50% AMI,Not disabled
"Hanover County, Virginia",0.0,161.0,36.0,05000US51085,51,085,S,Owner,N/A,50.1-80% AMI,All
"Hanover County, Virginia",0.0,161.0,37.0,05000US51085,51,085,D,Owner,N/A,50.1-80% AMI,Disabled
"Hanover County, Virginia",0.0,161.0,38.0,05000US51085,51,085,D,Owner,N/A,50.1-80% AMI,Not disabled
"Hanover County, Virginia",0.0,161.0,39.0,05000US51085,51,085,S,Owner,N/A,80.1% AMI and above,All
"Hanover County, Virginia",0.0,161.0,40.0,05000US51085,51,085,D,Owner,N/A,80.1% AMI and above,Disabled
"Hanover County, Virginia",0.0,161.0,41.0,05000US51085,51,085,D,Owner,N/A,80.1% AMI and above,Not disabled
"Hanover County, Virginia",5705.0,551.0,42.0,05000US51085,51,085,S,Renter,All,All,All
"Hanover County, Virginia",2150.0,428.0,43.0,05000US51085,51,085,S,Renter,Yes,All,All
"Hanover County, Virginia",745.0,235.0,44.0,05000US51085,51,085,S,Renter,Yes,30% AMI or less,All
"Hanover County, Virginia",90.0,68.0,45.0,05000US51085,51,085,D,Renter,Yes,30% AMI or less,Disabled
"Hanover County, Virginia",660.0,227.0,46.0,05000US51085,51,085,D,Renter,Yes,30% AMI or less,Not disabled
"Hanover County, Virginia",515.0,220.0,47.0,05000US51085,51,085,S,Renter,Yes,30.1-50% AMI,All
"Hanover County, Virginia",170.0,176.0,48.0,05000US51085,51,085,D,Renter,Yes,30.1-50% AMI,Disabled
"Hanover County, Virginia",350.0,158.0,49.0,05000US51085,51,085,D,Renter,Yes,30.1-50% AMI,Not disabled
"Hanover County, Virginia",600.0,214.0,50.0,05000US51085,51,085,S,Renter,Yes,50.1-80% AMI,All
"Hanover County, Virginia",15.0,29.0,51.0,05000US51085,51,085,D,Renter,Yes,50.1-80% AMI,Disabled
"Hanover County, Virginia",585.0,208.0,52.0,05000US51085,51,085,D,Renter,Yes,50.1-80% AMI,Not disabled
"Hanover County, Virginia",285.0,198.0,53.0,05000US51085,51,085,S,Renter,Yes,80.1% AMI and above,All
"Hanover County, Virginia",75.0,117.0,54.0,05000US51085,51,085,D,Renter,Yes,80.1% AMI and above,Disabled
"Hanover County, Virginia",210.0,154.0,55.0,05000US51085,51,085,D,Renter,Yes,80.1% AMI and above,Not disabled
"Hanover County, Virginia",3150.0,450.0,56.0,05000US51085,51,085,S,Renter,No,All,All
"Hanover County, Virginia",75.0,59.0,57.0,05000US51085,51,085,S,Renter,No,30% AMI or less,All
"Hanover County, Virginia",40.0,52.0,58.0,05000US51085,51,085,D,Renter,No,30% AMI or less,Disabled
"Hanover County, Virginia",35.0,40.0,59.0,05000US51085,51,085,D,Renter,No,30% AMI or less,Not disabled
"Hanover County, Virginia",95.0,105.0,60.0,05000US51085,51,085,S,Renter,No,30.1-50% AMI,All
