name,estimate,margin_of_error,order,geoid,st,cnty,Line_Type,Tenure,Housing_Problems,Household_Income,Disability_Status
"Montgomery County, Virginia",32105.0,637.0,1.0,05000US51121,51,121,T,All,All,All,All
"Montgomery County, Virginia",18305.0,666.0,2.0,05000US51121,51,121,S,Owner,All,All,All
"Montgomery County, Virginia",3380.0,400.0,3.0,05000US51121,51,121,S,Owner,Yes,All,All
"Montgomery County, Virginia",695.0,202.0,4.0,05000US51121,51,121,S,Owner,Yes,30% AMI or less,All
"Montgomery County, Virginia",140.0,107.0,5.0,05000US51121,51,121,D,Owner,Yes,30% AMI or less,Disabled
"Montgomery County, Virginia",555.0,185.0,6.0,05000US51121,51,121,D,Owner,Yes,30% AMI or less,Not disabled
"Montgomery County, Virginia",705.0,238.0,7.0,05000US51121,51,121,S,Owner,Yes,30.1-50% AMI,All
"Montgomery County, Virginia",155.0,121.0,8.0,05000US51121,51,121,D,Owner,Yes,30.1-50% AMI,Disabled
"Montgomery County, Virginia",550.0,204.0,9.0,05000US51121,51,121,D,Owner,Yes,30.1-50% AMI,Not disabled
"Montgomery County, Virginia",890.0,258.0,10.0,05000US51121,51,121,S,Owner,Yes,50.1-80% AMI,All
"Montgomery County, Virginia",55.0,61.0,11.0,05000US51121,51,121,D,Owner,Yes,50.1-80% AMI,Disabled
"Montgomery County, Virginia",835.0,252.0,12.0,05000US51121,51,121,D,Owner,Yes,50.1-80% AMI,Not disabled
"Montgomery County, Virginia",1090.0,224.0,13.0,05000US51121,51,121,S,Owner,Yes,80.1% AMI and above,All
"Montgomery County, Virginia",75.0,58.0,14.0,05000US51121,51,121,D,Owner,Yes,80.1% AMI and above,Disabled
"Montgomery County, Virginia",1015.0,207.0,15.0,05000US51121,51,121,D,Owner,Yes,80.1% AMI and above,Not disabled
"Montgomery County, Virginia",14820.0,681.0,16.0,05000US51121,51,121,S,Owner,No,All,All
"Montgomery County, Virginia",390.0,159.0,17.0,05000US51121,51,121,S,Owner,No,30% AMI or less,All
"Montgomery County, Virginia",115.0,94.0,18.0,05000US51121,51,121,D,Owner,No,30% AMI or less,Disabled
"Montgomery County, Virginia",275.0,134.0,19.0,05000US51121,51,121,D,Owner,No,30% AMI or less,Not disabled
"Montgomery County, Virginia",840.0,208.0,20.0,05000US51121,51,121,S,Owner,No,30.1-50% AMI,All
"Montgomery County, Virginia",115.0,81.0,21.0,05000US51121,51,121,D,Owner,No,30.1-50% AMI,Disabled
"Montgomery County, Virginia",725.0,196.0,22.0,05000US51121,51,121,D,Owner,No,30.1-50% AMI,Not disabled
"Montgomery County, Virginia",2175.0,353.0,23.0,05000US51121,51,121,S,Owner,No,50.1-80% AMI,All
