name,estimate,margin_of_error,order,geoid,st,cnty,Line_Type,Tenure,Housing_Problems,Household_Income,Disability_Status
"Alexandria city, Virginia",62310.0,993.0,1.0,05000US51510,51,510,T,All,All,All,All
"Alexandria city, Virginia",29620.0,1046.0,2.0,05000US51510,51,510,S,Owner,All,All,All
"Alexandria city, Virginia",8595.0,783.0,3.0,05000US51510,51,510,S,Owner,Yes,All,All
"Alexandria city, Virginia",1175.0,284.0,4.0,05000US51510,51,510,S,Owner,Yes,30% AMI or less,All
"Alexandria city, Virginia",145.0,100.0,5.0,05000US51510,51,510,D,Owner,Yes,30% AMI or less,Disabled
"Alexandria city, Virginia",1030.0,265.0,6.0,05000US51510,51,510,D,Owner,Yes,30% AMI or less,Not disabled
"Alexandria city, Virginia",885.0,247.0,7.0,05000US51510,51,510,S,Owner,Yes,30.1-50% AMI,All
"Alexandria city, Virginia",125.0,104.0,8.0,05000US51510,51,510,D,Owner,Yes,30.1-50% AMI,Disabled
"Alexandria city, Virginia",760.0,223.0,9.0,05000US51510,51,510,D,Owner,Yes,30.1-50% AMI,Not disabled
"Alexandria city, Virginia",1840.0,359.0,10.0,05000US51510,51,510,S,Owner,Yes,50.1-80% AMI,All
"Alexandria city, Virginia",15.0,24.0,11.0,05000US51510,51,510,D,Owner,Yes,50.1-80% AMI,Disabled
"Alexandria city, Virginia",1825.0,357.0,12.0,05000US51510,51,510,D,Owner,Yes,50.1-80% AMI,Not disabled
"Alexandria city, Virginia",4695.0,620.0,13.0,05000US51510,51,510,S,Owner,Yes,80.1% AMI and above,All
"Alexandria city, Virginia",115.0,99.0,14.0,05000US51510,51,510,D,Owner,Yes,80.1% AMI and above,Disabled
"Alexandria city, Virginia",4580.0,614.0,15.0,05000US51510,51,510,D,Owner,Yes,80.1% AMI and above,Not disabled
"Alexandria city, Virginia",20970.0,979.0,16.0,05000US51510,51,510,S,Owner,No,All,All
"Alexandria city, Virginia",105.0,111.0,17.0,05000US51510,51,510,S,Owner,No,30% AMI or less,All
"Alexandria city, Virginia",25.0,41.0,18.0,05000US51510,51,510,D,Owner,No,30% AMI or less,Disabled
"Alexandria city, Virginia",85.0,103.0,19.0,05000US51510,51,510,D,Owner,No,30% AMI or less,Not disabled
"Alexandria city, Virginia",500.0,218.0,20.0,05000US51510,51,510,S,Owner,No,30.1-50% AMI,All
"Alexandria city, Virginia",150.0,137.0,21.0,05000US51510,51,510,D,Owner,No,30.1-50% AMI,Disabled
"Alexandria city, Virginia",350.0,142.0,22.0,05000US51510,51,510,D,Owner,No,30.1-50% AMI,Not disabled
"Alexandria city, Virginia",1295.0,274.0,23.0,05000US51510,51,510,S,Owner,No,50.1-80% AMI,All
"Alexandria city, Virginia",180.0,98.0,24.0,05000US51510,51,510,D,Owner,No,50.1-80% AMI,Disabled
"Alexandria city, Virginia",1115.0,259.0,25.0,05000US51510,51,510,D,Owner,No,50.1-80% AMI,Not disabled
"Alexandria city, Virginia",19070.0,893.0,26.0,05000US51510,51,510,S,Owner,No,80.1% AMI and above,All
"Alexandria city, Virginia",915.0,250.0,27.0,05000US51510,51,510,D,Owner,No,80.1% AMI and above,Disabled
"Alexandria city, Virginia",18155.0,862.0,28.0,05000US51510,51,510,D,Owner,No,80.1% AMI and above,Not disabled
"Alexandria city, Virginia",55.0,54.0,29.0,05000US51510,51,510,S,Owner,N/A,All,All
"Alexandria city, Virginia",55.0,54.0,30.0,05000US51510,51,510,S,Owner,N/A,30% AMI or less,All
"Alexandria city, Virginia",0.0,161.0,31.0,05000US51510,51,510,D,Owner,N/A,30% AMI or less,Disabled
"Alexandria city, Virginia",55.0,54.0,32.0,05000US51510,51,510,D,Owner,N/A,30% AMI or less,Not disabled
"Alexandria city, Virginia",0.0,161.0,33.0,05000US51510,51,510,S,Owner,N/A,30.1-50% AMI,All
"Alexandria city, Virginia",0.0,161.0,34.0,05000US51510,51,510,D,Owner,N/A,30.1-50% AMI,Disabled
"Alexandria city, Virginia",0.0,161.0,35.0,05000US51510,51,510,D,Owner,N/A,30.1-50% AMI,Not disabled
"Alexandria city, Virginia",0.0,161.0,36.0,05000US51510,51,510,S,Owner,N/A,50.1-80% AMI,All
"Alexandria city, Virginia",0.0,161.0,37.0,05000US51510,51,510,D,Owner,N/A,50.1-80% AMI,Disabled
"Alexandria city, Virginia",0.0,161.0,38.0,05000US51510,51,510,D,Owner,N/A,50.1-80% AMI,Not disabled
"Alexandria city, Virginia",0.0,161.0,39.0,05000US51510,51,510,S,Owner,N/A,80.1% AMI and above,All
"Alexandria city, Virginia",0.0,161.0,40.0,05000US51510,51,510,D,Owner,N/A,80.1% AMI and above,Disabled
"Alexandria city, Virginia",0.0,161.0,41.0,05000US51510,51,510,D,Owner,N/A,80.1% AMI and above,Not disabled
"Alexandria city, Virginia",32690.0,1290.0,42.0,05000US51510,51,510,S,Renter,All,All,All
"Alexandria city, Virginia",13315.0,1121.0,43.0,05000US51510,51,510,S,Renter,Yes,All,All
"Alexandria city, Virginia",4090.0,625.0,44.0,05000US51510,51,510,S,Renter,Yes,30% AMI or less,All
"Alexandria city, Virginia",530.0,237.0,45.0,05000US51510,51,510,D,Renter,Yes,30% AMI or less,Disabled
"Alexandria city, Virginia",3560.0,544.0,46.0,05000US51510,51,510,D,Renter,Yes,30% AMI or less,Not disabled
"Alexandria city, Virginia",4640.0,662.0,47.0,05000US51510,51,510,S,Renter,Yes,30.1-50% AMI,All
"Alexandria city, Virginia",265.0,154.0,48.0,05000US51510,51,510,D,Renter,Yes,30.1-50% AMI,Disabled
"Alexandria city, Virginia",4375.0,628.0,49.0,05000US51510,51,510,D,Renter,Yes,30.1-50% AMI,Not disabled
"Alexandria city, Virginia",3495.0,650.0,50.0,05000US51510,51,510,S,Renter,Yes,50.1-80% AMI,All
"Alexandria city, Virginia",275.0,223.0,51.0,05000US51510,51,510,D,Renter,Yes,50.1-80% AMI,Disabled
"Alexandria city, Virginia",3215.0,596.0,52.0,05000US51510,51,510,D,Renter,Yes,50.1-80% AMI,Not disabled
"Alexandria city, Virginia",1085.0,312.0,53.0,05000US51510,51,510,S,Renter,Yes,80.1% AMI and above,All
"Alexandria city, Virginia",0.0,161.0,54.0,05000US51510,51,510,D,Renter,Yes,80.1% AMI and above,Disabled
"Alexandria city, Virginia",1085.0,312.0,55.0,05000US51510,51,510,D,Renter,Yes,80.1% AMI and above,Not disabled
"Alexandria city, Virginia",18355.0,1259.0,56.0,05000US51510,51,510,S,Renter,No,All,All
"Alexandria city, Virginia",830.0,408.0,57.0,05000US51510,51,510,S,Renter,No,30% AMI or less,All
"Alexandria city, Virginia",335.0,328.0,58.0,05000US51510,51,510,D,Renter,No,30% AMI or less,Disabled
"Alexandria city, Virginia",500.0,251.0,59.0,05000US51510,51,510,D,Renter,No,30% AMI or less,Not disabled
"Alexandria city, Virginia",440.0,295.0,60.0,05000US51510,51,510,S,Renter,No,30.1-50% AMI,All
"Alexandria city, Virginia",0.0,161.0,61.0,05000US51510,51,510,D,Renter,No,30.1-50% AMI,Disabled
"Alexandria city, Virginia",440.0,295.0,62.0,05000US51510,51,510,D,Renter,No,30.1-50% AMI,Not disabled
"Alexandria city, Virginia",3480.0,515.0,63.0,05000US51510,51,510,S,Renter,No,50.1-80% AMI,All
"Alexandria city, Virginia",185.0,150.0,64.0,05000US51510,51,510,D,Renter,No,50.1-80% AMI,Disabled
"Alexandria city, Virginia",3295.0,522.0,65.0,05000US51510,51,510,D,Renter,No,50.1-80% AMI,Not disabled
"Alexandria city, Virginia",13605.0,1032.0,66.0,05000US51510,51,510,S,Renter,No,80.1% AMI and above,All
"Alexandria city, Virginia",405.0,222.0,67.0,05000US51510,51,510,D,Renter,No,80.1% AMI and above,Disabled
"Alexandria city, Virginia",13200.0,1003.0,68.0,05000US51510,51,510,D,Renter,No,80.1% AMI and above,Not disabled
"Alexandria city, Virginia",1020.0,303.0,69.0,05000US51510,51,510,S,Renter,N/A,All,All
"Alexandria city, Virginia",465.0,249.0,70.0,05000US51510,51,510,S,Renter,N/A,30% AMI or less,All
"Alexandria city, Virginia",125.0,122.0,71.0,05000US51510,51,510,D,Renter,N/A,30% AMI or less,Disabled
"Alexandria city, Virginia",340.0,209.0,72.0,05000US51510,51,510,D,Renter,N/A,30% AMI or less,Not disabled
"Alexandria city, Virginia",45.0,50.0,73.0,05000US51510,51,510,S,Renter,N/A,30.1-50% AMI,All
"Alexandria city, Virginia",0.0,161.0,74.0,05000US51510,51,510,D,Renter,N/A,30.1-50% AMI,Disabled
"Alexandria city, Virginia",45.0,50.0,75.0,05000US51510,51,510,D,Renter,N/A,30.1-50% AMI,Not disabled
"Alexandria city, Virginia",175.0,133.0,76.0,05000US51510,51,510,S,Renter,N/A,50.1-80% AMI,All
"Alexandria city, Virginia",0.0,161.0,77.0,05000US51510,51,510,D,Renter,N/A,50.1-80% AMI,Disabled
"Alexandria city, Virginia",175.0,133.0,78.0,05000US51510,51,510,D,Renter,N/A,50.1-80% AMI,Not disabled
"Alexandria city, Virginia",335.0,150.0,79.0,05000US51510,51,510,S,Renter,N/A,80.1% AMI and above,All
"Alexandria city, Virginia",45.0,51.0,80.0,05000US51510,51,510,D,Renter,N/A,80.1% AMI and above,Disabled
"Alexandria city, Virginia",290.0,139.0,81.0,05000US51510,51,510,D,Renter,N/A,80.1% AMI and above,Not disabled
