name,estimate,margin_of_error,order,geoid,st,cnty,Line_Type,Tenure,Housing_Problems,Household_Income,Disability_Status
"Page County, Virginia",9755.0,361.0,1.0,05000US51139,51,139,T,All,All,All,All
"Page County, Virginia",7060.0,470.0,2.0,05000US51139,51,139,S,Owner,All,All,All
"Page County, Virginia",1565.0,302.0,3.0,05000US51139,51,139,S,Owner,Yes,All,All
"Page County, Virginia",365.0,137.0,4.0,05000US51139,51,139,S,Owner,Yes,30% AMI or less,All
"Page County, Virginia",90.0,65.0,5.0,05000US51139,51,139,D,Owner,Yes,30% AMI or less,Disabled
"Page County, Virginia",275.0,134.0,6.0,05000US51139,51,139,D,Owner,Yes,30% AMI or less,Not disabled
"Page County, Virginia",410.0,175.0,7.0,05000US51139,51,139,S,Owner,Yes,30.1-50% AMI,All
"Page County, Virginia",45.0,40.0,8.0,05000US51139,51,139,D,Owner,Yes,30.1-50% AMI,Disabled
"Page County, Virginia",370.0,173.0,9.0,05000US51139,51,139,D,Owner,Yes,30.1-50% AMI,Not disabled
"Page County, Virginia",410.0,179.0,10.0,05000US51139,51,139,S,Owner,Yes,50.1-80% AMI,All
"Page County, Virginia",60.0,58.0,11.0,05000US51139,51,139,D,Owner,Yes,50.1-80% AMI,Disabled
"Page County, Virginia",350.0,169.0,12.0,05000US51139,51,139,D,Owner,Yes,50.1-80% AMI,Not disabled
"Page County, Virginia",380.0,119.0,13.0,05000US51139,51,139,S,Owner,Yes,80.1% AMI and above,All
"Page County, Virginia",60.0,68.0,14.0,05000US51139,51,139,D,Owner,Yes,80.1% AMI and above,Disabled
"Page County, Virginia",320.0,107.0,15.0,05000US51139,51,139,D,Owner,Yes,80.1% AMI and above,Not disabled
"Page County, Virginia",5500.0,426.0,16.0,05000US51139,51,139,S,Owner,No,All,All
"Page County, Virginia",55.0,83.0,17.0,05000US51139,51,139,S,Owner,No,30% AMI or less,All
"Page County, Virginia",0.0,161.0,18.0,05000US51139,51,139,D,Owner,No,30% AMI or less,Disabled
"Page County, Virginia",55.0,83.0,19.0,05000US51139,51,139,D,Owner,No,30% AMI or less,Not disabled
"Page County, Virginia",530.0,173.0,20.0,05000US51139,51,139,S,Owner,No,30.1-50% AMI,All
"Page County, Virginia",60.0,57.0,21.0,05000US51139,51,139,D,Owner,No,30.1-50% AMI,Disabled
"Page County, Virginia",470.0,162.0,22.0,05000US51139,51,139,D,Owner,No,30.1-50% AMI,Not disabled
"Page County, Virginia",815.0,205.0,23.0,05000US51139,51,139,S,Owner,No,50.1-80% AMI,All
"Page County, Virginia",115.0,82.0,24.0,05000US51139,51,139,D,Owner,No,50.1-80% AMI,Disabled
"Page County, Virginia",695.0,187.0,25.0,05000US51139,51,139,D,Owner,No,50.1-80% AMI,Not disabled
"Page County, Virginia",4100.0,394.0,26.0,05000US51139,51,139,S,Owner,No,80.1% AMI and above,All
"Page County, Virginia",445.0,188.0,27.0,05000US51139,51,139,D,Owner,No,80.1% AMI and above,Disabled
"Page County, Virginia",3655.0,378.0,28.0,05000US51139,51,139,D,Owner,No,80.1% AMI and above,Not disabled
"Page County, Virginia",0.0,161.0,29.0,05000US51139,51,139,S,Owner,N/A,All,All
"Page County, Virginia",0.0,161.0,30.0,05000US51139,51,139,S,Owner,N/A,30% AMI or less,All
"Page County, Virginia",0.0,161.0,31.0,05000US51139,51,139,D,Owner,N/A,30% AMI or less,Disabled
"Page County, Virginia",0.0,161.0,32.0,05000US51139,51,139,D,Owner,N/A,30% AMI or less,Not disabled
"Page County, Virginia",0.0,161.0,33.0,05000US51139,51,139,S,Owner,N/A,30.1-50% AMI,All
"Page County, Virginia",0.0,161.0,34.0,05000US51139,51,139,D,Owner,N/A,30.1-50% AMI,Disabled
"Page County, Virginia",0.0,161.0,35.0,05000US51139,51,139,D,Owner,N/A,30.1-50% AMI,Not disabled
"Page County, Virginia",0.0,161.0,36.0,05000US51139,51,139,S,Owner,N/A,50.1-80% AMI,All
"Page County, Virginia",0.0,161.0,37.0,05000US51139,51,139,D,Owner,N/A,50.1-80% AMI,Disabled
"Page County, Virginia",0.0,161.0,38.0,05000US51139,51,139,D,Owner,N/A,50.1-80% AMI,Not disabled
"Page County, Virginia",0.0,161.0,39.0,05000US51139,51,139,S,Owner,N/A,80.1% AMI and above,All
"Page County, Virginia",0.0,161.0,40.0,05000US51139,51,139,D,Owner,N/A,80.1% AMI and above,Disabled
"Page County, Virginia",0.0,161.0,41.0,05000US51139,51,139,D,Owner,N/A,80.1% AMI and above,Not disabled
"Page County, Virginia",2695.0,435.0,42.0,05000US51139,51,139,S,Renter,All,All,All
"Page County, Virginia",905.0,240.0,43.0,05000US51139,51,139,S,Renter,Yes,All,All
"Page County, Virginia",325.0,136.0,44.0,05000US51139,51,139,S,Renter,Yes,30% AMI or less,All
"Page County, Virginia",95.0,77.0,45.0,05000US51139,51,139,D,Renter,Yes,30% AMI or less,Disabled
"Page County, Virginia",230.0,100.0,46.0,05000US51139,51,139,D,Renter,Yes,30% AMI or less,Not disabled
"Page County, Virginia",360.0,163.0,47.0,05000US51139,51,139,S,Renter,Yes,30.1-50% AMI,All
"Page County, Virginia",50.0,53.0,48.0,05000US51139,51,139,D,Renter,Yes,30.1-50% AMI,Disabled
"Page County, Virginia",315.0,156.0,49.0,05000US51139,51,139,D,Renter,Yes,30.1-50% AMI,Not disabled
"Page County, Virginia",195.0,128.0,50.0,05000US51139,51,139,S,Renter,Yes,50.1-80% AMI,All
"Page County, Virginia",15.0,24.0,51.0,05000US51139,51,139,D,Renter,Yes,50.1-80% AMI,Disabled
"Page County, Virginia",180.0,123.0,52.0,05000US51139,51,139,D,Renter,Yes,50.1-80% AMI,Not disabled
"Page County, Virginia",30.0,49.0,53.0,05000US51139,51,139,S,Renter,Yes,80.1% AMI and above,All
"Page County, Virginia",0.0,161.0,54.0,05000US51139,51,139,D,Renter,Yes,80.1% AMI and above,Disabled
"Page County, Virginia",30.0,49.0,55.0,05000US51139,51,139,D,Renter,Yes,80.1% AMI and above,Not disabled
"Page County, Virginia",1250.0,277.0,56.0,05000US51139,51,139,S,Renter,No,All,All
"Page County, Virginia",4.0,6.0,57.0,05000US51139,51,139,S,Renter,No,30% AMI or less,All
"Page County, Virginia",0.0,161.0,58.0,05000US51139,51,139,D,Renter,No,30% AMI or less,Disabled
"Page County, Virginia",4.0,6.0,59.0,05000US51139,51,139,D,Renter,No,30% AMI or less,Not disabled
"Page County, Virginia",160.0,103.0,60.0,05000US51139,51,139,S,Renter,No,30.1-50% AMI,All
"Page County, Virginia",80.0,97.0,61.0,05000US51139,51,139,D,Renter,No,30.1-50% AMI,Disabled
"Page County, Virginia",80.0,78.0,62.0,05000US51139,51,139,D,Renter,No,30.1-50% AMI,Not disabled
"Page County, Virginia",300.0,143.0,63.0,05000US51139,51,139,S,Renter,No,50.1-80% AMI,All
"Page County, Virginia",30.0,49.0,64.0,05000US51139,51,139,D,Renter,No,50.1-80% AMI,Disabled
"Page County, Virginia",270.0,136.0,65.0,05000US51139,51,139,D,Renter,No,50.1-80% AMI,Not disabled
"Page County, Virginia",785.0,228.0,66.0,05000US51139,51,139,S,Renter,No,80.1% AMI and above,All
"Page County, Virginia",35.0,37.0,67.0,05000US51139,51,139,D,Renter,No,80.1% AMI and above,Disabled
"Page County, Virginia",750.0,223.0,68.0,05000US51139,51,139,D,Renter,No,80.1% AMI and above,Not disabled
"Page County, Virginia",540.0,257.0,69.0,05000US51139,51,139,S,Renter,N/A,All,All
"Page County, Virginia",20.0,27.0,70.0,05000US51139,51,139,S,Renter,N/A,30% AMI or less,All
"Page County, Virginia",0.0,161.0,71.0,05000US51139,51,139,D,Renter,N/A,30% AMI or less,Disabled
"Page County, Virginia",20.0,27.0,72.0,05000US51139,51,139,D,Renter,N/A,30% AMI or less,Not disabled
"Page County, Virginia",35.0,34.0,73.0,05000US51139,51,139,S,Renter,N/A,30.1-50% AMI,All
"Page County, Virginia",4.0,9.0,74.0,05000US51139,51,139,D,Renter,N/A,30.1-50% AMI,Disabled
"Page County, Virginia",30.0,34.0,75.0,05000US51139,51,139,D,Renter,N/A,30.1-50% AMI,Not disabled
"Page County, Virginia",145.0,134.0,76.0,05000US51139,51,139,S,Renter,N/A,50.1-80% AMI,All
"Page County, Virginia",80.0,118.0,77.0,05000US51139,51,139,D,Renter,N/A,50.1-80% AMI,Disabled
"Page County, Virginia",65.0,67.0,78.0,05000US51139,51,139,D,Renter,N/A,50.1-80% AMI,Not disabled
"Page County, Virginia",340.0,205.0,79.0,05000US51139,51,139,S,Renter,N/A,80.1% AMI and above,All
"Page County, Virginia",30.0,50.0,80.0,05000US51139,51,139,D,Renter,N/A,80.1% AMI and above,Disabled
"Page County, Virginia",310.0,213.0,81.0,05000US51139,51,139,D,Renter,N/A,80.1% AMI and above,Not disabled
