name,estimate,margin_of_error,order,geoid,st,cnty,Line_Type,Tenure,Housing_Problems,Household_Income,Disability_Status
"Portsmouth city, Virginia",38850.0,754.0,1.0,05000US51740,51,740,T,All,All,All,All
"Portsmouth city, Virginia",24145.0,837.0,2.0,05000US51740,51,740,S,Owner,All,All,All
"Portsmouth city, Virginia",9305.0,703.0,3.0,05000US51740,51,740,S,Owner,Yes,All,All
"Portsmouth city, Virginia",1670.0,349.0,4.0,05000US51740,51,740,S,Owner,Yes,30% AMI or less,All
"Portsmouth city, Virginia",400.0,162.0,5.0,05000US51740,51,740,D,Owner,Yes,30% AMI or less,Disabled
"Portsmouth city, Virginia",1270.0,303.0,6.0,05000US51740,51,740,D,Owner,Yes,30% AMI or less,Not disabled
"Portsmouth city, Virginia",1995.0,402.0,7.0,05000US51740,51,740,S,Owner,Yes,30.1-50% AMI,All
"Portsmouth city, Virginia",280.0,120.0,8.0,05000US51740,51,740,D,Owner,Yes,30.1-50% AMI,Disabled
"Portsmouth city, Virginia",1715.0,381.0,9.0,05000US51740,51,740,D,Owner,Yes,30.1-50% AMI,Not disabled
"Portsmouth city, Virginia",2585.0,453.0,10.0,05000US51740,51,740,S,Owner,Yes,50.1-80% AMI,All
"Portsmouth city, Virginia",385.0,146.0,11.0,05000US51740,51,740,D,Owner,Yes,50.1-80% AMI,Disabled
"Portsmouth city, Virginia",2200.0,450.0,12.0,05000US51740,51,740,D,Owner,Yes,50.1-80% AMI,Not disabled
"Portsmouth city, Virginia",3055.0,481.0,13.0,05000US51740,51,740,S,Owner,Yes,80.1% AMI and above,All
"Portsmouth city, Virginia",215.0,133.0,14.0,05000US51740,51,740,D,Owner,Yes,80.1% AMI and above,Disabled
"Portsmouth city, Virginia",2840.0,492.0,15.0,05000US51740,51,740,D,Owner,Yes,80.1% AMI and above,Not disabled
"Portsmouth city, Virginia",14810.0,708.0,16.0,05000US51740,51,740,S,Owner,No,All,All
"Portsmouth city, Virginia",175.0,104.0,17.0,05000US51740,51,740,S,Owner,No,30% AMI or less,All
"Portsmouth city, Virginia",35.0,42.0,18.0,05000US51740,51,740,D,Owner,No,30% AMI or less,Disabled
"Portsmouth city, Virginia",140.0,109.0,19.0,05000US51740,51,740,D,Owner,No,30% AMI or less,Not disabled
"Portsmouth city, Virginia",550.0,173.0,20.0,05000US51740,51,740,S,Owner,No,30.1-50% AMI,All
"Portsmouth city, Virginia",190.0,118.0,21.0,05000US51740,51,740,D,Owner,No,30.1-50% AMI,Disabled
"Portsmouth city, Virginia",355.0,126.0,22.0,05000US51740,51,740,D,Owner,No,30.1-50% AMI,Not disabled
"Portsmouth city, Virginia",2075.0,366.0,23.0,05000US51740,51,740,S,Owner,No,50.1-80% AMI,All
"Portsmouth city, Virginia",575.0,176.0,24.0,05000US51740,51,740,D,Owner,No,50.1-80% AMI,Disabled
"Portsmouth city, Virginia",1500.0,314.0,25.0,05000US51740,51,740,D,Owner,No,50.1-80% AMI,Not disabled
"Portsmouth city, Virginia",12010.0,715.0,26.0,05000US51740,51,740,S,Owner,No,80.1% AMI and above,All
"Portsmouth city, Virginia",1515.0,311.0,27.0,05000US51740,51,740,D,Owner,No,80.1% AMI and above,Disabled
"Portsmouth city, Virginia",10490.0,639.0,28.0,05000US51740,51,740,D,Owner,No,80.1% AMI and above,Not disabled
