name,estimate,margin_of_error,order,geoid,st,cnty,Line_Type,Tenure,Housing_Problems,Household_Income,Disability_Status
"Carroll County, Virginia",12745.0,543.0,1.0,05000US51035,51,035,T,All,All,All,All
"Carroll County, Virginia",9410.0,459.0,2.0,05000US51035,51,035,S,Owner,All,All,All
"Carroll County, Virginia",1610.0,352.0,3.0,05000US51035,51,035,S,Owner,Yes,All,All
"Carroll County, Virginia",405.0,157.0,4.0,05000US51035,51,035,S,Owner,Yes,30% AMI or less,All
"Carroll County, Virginia",65.0,62.0,5.0,05000US51035,51,035,D,Owner,Yes,30% AMI or less,Disabled
"Carroll County, Virginia",340.0,137.0,6.0,05000US51035,51,035,D,Owner,Yes,30% AMI or less,Not disabled
"Carroll County, Virginia",390.0,183.0,7.0,05000US51035,51,035,S,Owner,Yes,30.1-50% AMI,All
"Carroll County, Virginia",45.0,53.0,8.0,05000US51035,51,035,D,Owner,Yes,30.1-50% AMI,Disabled
"Carroll County, Virginia",345.0,169.0,9.0,05000US51035,51,035,D,Owner,Yes,30.1-50% AMI,Not disabled
"Carroll County, Virginia",410.0,191.0,10.0,05000US51035,51,035,S,Owner,Yes,50.1-80% AMI,All
"Carroll County, Virginia",55.0,53.0,11.0,05000US51035,51,035,D,Owner,Yes,50.1-80% AMI,Disabled
"Carroll County, Virginia",350.0,186.0,12.0,05000US51035,51,035,D,Owner,Yes,50.1-80% AMI,Not disabled
"Carroll County, Virginia",405.0,220.0,13.0,05000US51035,51,035,S,Owner,Yes,80.1% AMI and above,All
"Carroll County, Virginia",20.0,38.0,14.0,05000US51035,51,035,D,Owner,Yes,80.1% AMI and above,Disabled
"Carroll County, Virginia",385.0,216.0,15.0,05000US51035,51,035,D,Owner,Yes,80.1% AMI and above,Not disabled
"Carroll County, Virginia",7720.0,552.0,16.0,05000US51035,51,035,S,Owner,No,All,All
"Carroll County, Virginia",490.0,198.0,17.0,05000US51035,51,035,S,Owner,No,30% AMI or less,All
"Carroll County, Virginia",240.0,152.0,18.0,05000US51035,51,035,D,Owner,No,30% AMI or less,Disabled
"Carroll County, Virginia",250.0,149.0,19.0,05000US51035,51,035,D,Owner,No,30% AMI or less,Not disabled
"Carroll County, Virginia",910.0,302.0,20.0,05000US51035,51,035,S,Owner,No,30.1-50% AMI,All
"Carroll County, Virginia",235.0,138.0,21.0,05000US51035,51,035,D,Owner,No,30.1-50% AMI,Disabled
"Carroll County, Virginia",675.0,271.0,22.0,05000US51035,51,035,D,Owner,No,30.1-50% AMI,Not disabled
"Carroll County, Virginia",1360.0,295.0,23.0,05000US51035,51,035,S,Owner,No,50.1-80% AMI,All
