name,estimate,margin_of_error,order,geoid,st,cnty,Line_Type,Tenure,Housing_Problems,Household_Income,Disability_Status
"Amherst County, Virginia",12730.0,370.0,1.0,05000US51009,51,009,T,All,All,All,All
"Amherst County, Virginia",9680.0,490.0,2.0,05000US51009,51,009,S,Owner,All,All,All
"Amherst County, Virginia",1655.0,311.0,3.0,05000US51009,51,009,S,Owner,Yes,All,All
"Amherst County, Virginia",515.0,202.0,4.0,05000US51009,51,009,S,Owner,Yes,30% AMI or less,All
"Amherst County, Virginia",55.0,51.0,5.0,05000US51009,51,009,D,Owner,Yes,30% AMI or less,Disabled
"Amherst County, Virginia",460.0,197.0,6.0,05000US51009,51,009,D,Owner,Yes,30% AMI or less,Not disabled
"Amherst County, Virginia",365.0,132.0,7.0,05000US51009,51,009,S,Owner,Yes,30.1-50% AMI,All
"Amherst County, Virginia",50.0,51.0,8.0,05000US51009,51,009,D,Owner,Yes,30.1-50% AMI,Disabled
"Amherst County, Virginia",315.0,127.0,9.0,05000US51009,51,009,D,Owner,Yes,30.1-50% AMI,Not disabled
"Amherst County, Virginia",395.0,182.0,10.0,05000US51009,51,009,S,Owner,Yes,50.1-80% AMI,All
"Amherst County, Virginia",65.0,80.0,11.0,05000US51009,51,009,D,Owner,Yes,50.1-80% AMI,Disabled
"Amherst County, Virginia",330.0,158.0,12.0,05000US51009,51,009,D,Owner,Yes,50.1-80% AMI,Not disabled
"Amherst County, Virginia",380.0,164.0,13.0,05000US51009,51,009,S,Owner,Yes,80.1% AMI and above,All
"Amherst County, Virginia",55.0,54.0,14.0,05000US51009,51,009,D,Owner,Yes,80.1% AMI and above,Disabled
"Amherst County, Virginia",325.0,154.0,15.0,05000US51009,51,009,D,Owner,Yes,80.1% AMI and above,Not disabled
"Amherst County, Virginia",7935.0,460.0,16.0,05000US51009,51,009,S,Owner,No,All,All
"Amherst County, Virginia",290.0,113.0,17.0,05000US51009,51,009,S,Owner,No,30% AMI or less,All
"Amherst County, Virginia",80.0,64.0,18.0,05000US51009,51,009,D,Owner,No,30% AMI or less,Disabled
