name,estimate,margin_of_error,order,geoid,st,cnty,Line_Type,Tenure,Housing_Problems,Household_Income,Disability_Status
"Rockingham County, Virginia",28505.0,439.0,1.0,05000US51165,51,165,T,All,All,All,All
"Rockingham County, Virginia",21055.0,615.0,2.0,05000US51165,51,165,S,Owner,All,All,All
"Rockingham County, Virginia",4835.0,496.0,3.0,05000US51165,51,165,S,Owner,Yes,All,All
"Rockingham County, Virginia",700.0,204.0,4.0,05000US51165,51,165,S,Owner,Yes,30% AMI or less,All
"Rockingham County, Virginia",85.0,56.0,5.0,05000US51165,51,165,D,Owner,Yes,30% AMI or less,Disabled
"Rockingham County, Virginia",615.0,179.0,6.0,05000US51165,51,165,D,Owner,Yes,30% AMI or less,Not disabled
"Rockingham County, Virginia",765.0,211.0,7.0,05000US51165,51,165,S,Owner,Yes,30.1-50% AMI,All
"Rockingham County, Virginia",145.0,79.0,8.0,05000US51165,51,165,D,Owner,Yes,30.1-50% AMI,Disabled
"Rockingham County, Virginia",620.0,180.0,9.0,05000US51165,51,165,D,Owner,Yes,30.1-50% AMI,Not disabled
"Rockingham County, Virginia",1225.0,271.0,10.0,05000US51165,51,165,S,Owner,Yes,50.1-80% AMI,All
"Rockingham County, Virginia",145.0,77.0,11.0,05000US51165,51,165,D,Owner,Yes,50.1-80% AMI,Disabled
"Rockingham County, Virginia",1080.0,246.0,12.0,05000US51165,51,165,D,Owner,Yes,50.1-80% AMI,Not disabled
"Rockingham County, Virginia",2145.0,343.0,13.0,05000US51165,51,165,S,Owner,Yes,80.1% AMI and above,All
"Rockingham County, Virginia",35.0,41.0,14.0,05000US51165,51,165,D,Owner,Yes,80.1% AMI and above,Disabled
"Rockingham County, Virginia",2110.0,345.0,15.0,05000US51165,51,165,D,Owner,Yes,80.1% AMI and above,Not disabled
"Rockingham County, Virginia",16110.0,650.0,16.0,05000US51165,51,165,S,Owner,No,All,All
"Rockingham County, Virginia",325.0,146.0,17.0,05000US51165,51,165,S,Owner,No,30% AMI or less,All
"Rockingham County, Virginia",90.0,119.0,18.0,05000US51165,51,165,D,Owner,No,30% AMI or less,Disabled
"Rockingham County, Virginia",235.0,101.0,19.0,05000US51165,51,165,D,Owner,No,30% AMI or less,Not disabled
"Rockingham County, Virginia",1180.0,191.0,20.0,05000US51165,51,165,S,Owner,No,30.1-50% AMI,All
