name,estimate,margin_of_error,order,geoid,st,cnty,Line_Type,Tenure,Housing_Problems,Household_Income,Disability_Status
"Louisa County, Virginia",12785.0,436.0,1.0,05000US51109,51,109,T,All,All,All,All
"Louisa County, Virginia",9875.0,551.0,2.0,05000US51109,51,109,S,Owner,All,All,All
"Louisa County, Virginia",3175.0,448.0,3.0,05000US51109,51,109,S,Owner,Yes,All,All
"Louisa County, Virginia",950.0,292.0,4.0,05000US51109,51,109,S,Owner,Yes,30% AMI or less,All
"Louisa County, Virginia",290.0,238.0,5.0,05000US51109,51,109,D,Owner,Yes,30% AMI or less,Disabled
"Louisa County, Virginia",660.0,215.0,6.0,05000US51109,51,109,D,Owner,Yes,30% AMI or less,Not disabled
"Louisa County, Virginia",330.0,167.0,7.0,05000US51109,51,109,S,Owner,Yes,30.1-50% AMI,All
"Louisa County, Virginia",80.0,74.0,8.0,05000US51109,51,109,D,Owner,Yes,30.1-50% AMI,Disabled
"Louisa County, Virginia",250.0,138.0,9.0,05000US51109,51,109,D,Owner,Yes,30.1-50% AMI,Not disabled
"Louisa County, Virginia",850.0,309.0,10.0,05000US51109,51,109,S,Owner,Yes,50.1-80% AMI,All
"Louisa County, Virginia",65.0,71.0,11.0,05000US51109,51,109,D,Owner,Yes,50.1-80% AMI,Disabled
"Louisa County, Virginia",785.0,302.0,12.0,05000US51109,51,109,D,Owner,Yes,50.1-80% AMI,Not disabled
"Louisa County, Virginia",1040.0,279.0,13.0,05000US51109,51,109,S,Owner,Yes,80.1% AMI and above,All
"Louisa County, Virginia",40.0,64.0,14.0,05000US51109,51,109,D,Owner,Yes,80.1% AMI and above,Disabled
"Louisa County, Virginia",1000.0,279.0,15.0,05000US51109,51,109,D,Owner,Yes,80.1% AMI and above,Not disabled
"Louisa County, Virginia",6675.0,622.0,16.0,05000US51109,51,109,S,Owner,No,All,All
"Louisa County, Virginia",90.0,91.0,17.0,05000US51109,51,109,S,Owner,No,30% AMI or less,All
"Louisa County, Virginia",0.0,161.0,18.0,05000US51109,51,109,D,Owner,No,30% AMI or less,Disabled
"Louisa County, Virginia",90.0,91.0,19.0,05000US51109,51,109,D,Owner,No,30% AMI or less,Not disabled
"Louisa County, Virginia",390.0,194.0,20.0,05000US51109,51,109,S,Owner,No,30.1-50% AMI,All
"Louisa County, Virginia",40.0,49.0,21.0,05000US51109,51,109,D,Owner,No,30.1-50% AMI,Disabled
"Louisa County, Virginia",355.0,178.0,22.0,05000US51109,51,109,D,Owner,No,30.1-50% AMI,Not disabled
"Louisa County, Virginia",945.0,290.0,23.0,05000US51109,51,109,S,Owner,No,50.1-80% AMI,All
"Louisa County, Virginia",120.0,88.0,24.0,05000US51109,51,109,D,Owner,No,50.1-80% AMI,Disabled
"Louisa County, Virginia",825.0,285.0,25.0,05000US51109,51,109,D,Owner,No,50.1-80% AMI,Not disabled
"Louisa County, Virginia",5245.0,531.0,26.0,05000US51109,51,109,S,Owner,No,80.1% AMI and above,All
"Louisa County, Virginia",290.0,125.0,27.0,05000US51109,51,109,D,Owner,No,80.1% AMI and above,Disabled
"Louisa County, Virginia",4950.0,528.0,28.0,05000US51109,51,109,D,Owner,No,80.1% AMI and above,Not disabled
"Louisa County, Virginia",30.0,48.0,29.0,05000US51109,51,109,S,Owner,N/A,All,All
"Louisa County, Virginia",30.0,48.0,30.0,05000US51109,51,109,S,Owner,N/A,30% AMI or less,All
"Louisa County, Virginia",0.0,161.0,31.0,05000US51109,51,109,D,Owner,N/A,30% AMI or less,Disabled
"Louisa County, Virginia",30.0,48.0,32.0,05000US51109,51,109,D,Owner,N/A,30% AMI or less,Not disabled
"Louisa County, Virginia",0.0,161.0,33.0,05000US51109,51,109,S,Owner,N/A,30.1-50% AMI,All
"Louisa County, Virginia",0.0,161.0,34.0,05000US51109,51,109,D,Owner,N/A,30.1-50% AMI,Disabled
"Louisa County, Virginia",0.0,161.0,35.0,05000US51109,51,109,D,Owner,N/A,30.1-50% AMI,Not disabled
"Louisa County, Virginia",0.0,161.0,36.0,05000US51109,51,109,S,Owner,N/A,50.1-80% AMI,All
