name,estimate,margin_of_error,order,geoid,st,cnty,Line_Type,Tenure,Housing_Problems,Household_Income,Disability_Status
"Arlington County, Virginia",89525.0,1296.0,1.0,05000US51013,51,013,T,All,All,All,All
"Arlington County, Virginia",45710.0,1326.0,2.0,05000US51013,51,013,S,Owner,All,All,All
"Arlington County, Virginia",11705.0,1100.0,3.0,05000US51013,51,013,S,Owner,Yes,All,All
"Arlington County, Virginia",1905.0,544.0,4.0,05000US51013,51,013,S,Owner,Yes,30% AMI or less,All
"Arlington County, Virginia",220.0,111.0,5.0,05000US51013,51,013,D,Owner,Yes,30% AMI or less,Disabled
"Arlington County, Virginia",1685.0,519.0,6.0,05000US51013,51,013,D,Owner,Yes,30% AMI or less,Not disabled
"Arlington County, Virginia",1245.0,266.0,7.0,05000US51013,51,013,S,Owner,Yes,30.1-50% AMI,All
"Arlington County, Virginia",255.0,132.0,8.0,05000US51013,51,013,D,Owner,Yes,30.1-50% AMI,Disabled
"Arlington County, Virginia",990.0,239.0,9.0,05000US51013,51,013,D,Owner,Yes,30.1-50% AMI,Not disabled
"Arlington County, Virginia",2905.0,483.0,10.0,05000US51013,51,013,S,Owner,Yes,50.1-80% AMI,All
"Arlington County, Virginia",180.0,103.0,11.0,05000US51013,51,013,D,Owner,Yes,50.1-80% AMI,Disabled
"Arlington County, Virginia",2720.0,492.0,12.0,05000US51013,51,013,D,Owner,Yes,50.1-80% AMI,Not disabled
"Arlington County, Virginia",5650.0,687.0,13.0,05000US51013,51,013,S,Owner,Yes,80.1% AMI and above,All
"Arlington County, Virginia",345.0,203.0,14.0,05000US51013,51,013,D,Owner,Yes,80.1% AMI and above,Disabled
"Arlington County, Virginia",5305.0,636.0,15.0,05000US51013,51,013,D,Owner,Yes,80.1% AMI and above,Not disabled
"Arlington County, Virginia",33790.0,1092.0,16.0,05000US51013,51,013,S,Owner,No,All,All
"Arlington County, Virginia",120.0,93.0,17.0,05000US51013,51,013,S,Owner,No,30% AMI or less,All
"Arlington County, Virginia",25.0,42.0,18.0,05000US51013,51,013,D,Owner,No,30% AMI or less,Disabled
"Arlington County, Virginia",95.0,79.0,19.0,05000US51013,51,013,D,Owner,No,30% AMI or less,Not disabled
