name,estimate,margin_of_error,order,geoid,st,cnty,Line_Type,Tenure,Housing_Problems,Household_Income,Disability_Status
"Henry County, Virginia",22955.0,567.0,1.0,05000US51089,51,089,T,All,All,All,All
"Henry County, Virginia",17735.0,631.0,2.0,05000US51089,51,089,S,Owner,All,All,All
"Henry County, Virginia",3395.0,530.0,3.0,05000US51089,51,089,S,Owner,Yes,All,All
"Henry County, Virginia",950.0,267.0,4.0,05000US51089,51,089,S,Owner,Yes,30% AMI or less,All
"Henry County, Virginia",235.0,113.0,5.0,05000US51089,51,089,D,Owner,Yes,30% AMI or less,Disabled
"Henry County, Virginia",710.0,234.0,6.0,05000US51089,51,089,D,Owner,Yes,30% AMI or less,Not disabled
"Henry County, Virginia",830.0,239.0,7.0,05000US51089,51,089,S,Owner,Yes,30.1-50% AMI,All
"Henry County, Virginia",270.0,153.0,8.0,05000US51089,51,089,D,Owner,Yes,30.1-50% AMI,Disabled
"Henry County, Virginia",560.0,179.0,9.0,05000US51089,51,089,D,Owner,Yes,30.1-50% AMI,Not disabled
"Henry County, Virginia",985.0,318.0,10.0,05000US51089,51,089,S,Owner,Yes,50.1-80% AMI,All
"Henry County, Virginia",150.0,81.0,11.0,05000US51089,51,089,D,Owner,Yes,50.1-80% AMI,Disabled
"Henry County, Virginia",830.0,300.0,12.0,05000US51089,51,089,D,Owner,Yes,50.1-80% AMI,Not disabled
"Henry County, Virginia",630.0,187.0,13.0,05000US51089,51,089,S,Owner,Yes,80.1% AMI and above,All
"Henry County, Virginia",55.0,51.0,14.0,05000US51089,51,089,D,Owner,Yes,80.1% AMI and above,Disabled
"Henry County, Virginia",580.0,188.0,15.0,05000US51089,51,089,D,Owner,Yes,80.1% AMI and above,Not disabled
"Henry County, Virginia",14290.0,700.0,16.0,05000US51089,51,089,S,Owner,No,All,All
"Henry County, Virginia",845.0,239.0,17.0,05000US51089,51,089,S,Owner,No,30% AMI or less,All
"Henry County, Virginia",235.0,104.0,18.0,05000US51089,51,089,D,Owner,No,30% AMI or less,Disabled
"Henry County, Virginia",615.0,231.0,19.0,05000US51089,51,089,D,Owner,No,30% AMI or less,Not disabled
"Henry County, Virginia",1625.0,326.0,20.0,05000US51089,51,089,S,Owner,No,30.1-50% AMI,All
