name,estimate,margin_of_error,order,geoid,st,cnty,Line_Type,Tenure,Housing_Problems,Household_Income,Disability_Status
"Fluvanna County, Virginia",9330.0,251.0,1.0,05000US51065,51,065,T,All,All,All,All
"Fluvanna County, Virginia",7440.0,473.0,2.0,05000US51065,51,065,S,Owner,All,All,All
"Fluvanna County, Virginia",2075.0,470.0,3.0,05000US51065,51,065,S,Owner,Yes,All,All
"Fluvanna County, Virginia",460.0,247.0,4.0,05000US51065,51,065,S,Owner,Yes,30% AMI or less,All
"Fluvanna County, Virginia",105.0,103.0,5.0,05000US51065,51,065,D,Owner,Yes,30% AMI or less,Disabled
"Fluvanna County, Virginia",355.0,220.0,6.0,05000US51065,51,065,D,Owner,Yes,30% AMI or less,Not disabled
"Fluvanna County, Virginia",155.0,103.0,7.0,05000US51065,51,065,S,Owner,Yes,30.1-50% AMI,All
"Fluvanna County, Virginia",35.0,45.0,8.0,05000US51065,51,065,D,Owner,Yes,30.1-50% AMI,Disabled
"Fluvanna County, Virginia",125.0,93.0,9.0,05000US51065,51,065,D,Owner,Yes,30.1-50% AMI,Not disabled
"Fluvanna County, Virginia",770.0,320.0,10.0,05000US51065,51,065,S,Owner,Yes,50.1-80% AMI,All
"Fluvanna County, Virginia",60.0,56.0,11.0,05000US51065,51,065,D,Owner,Yes,50.1-80% AMI,Disabled
"Fluvanna County, Virginia",710.0,307.0,12.0,05000US51065,51,065,D,Owner,Yes,50.1-80% AMI,Not disabled
"Fluvanna County, Virginia",690.0,232.0,13.0,05000US51065,51,065,S,Owner,Yes,80.1% AMI and above,All
"Fluvanna County, Virginia",35.0,47.0,14.0,05000US51065,51,065,D,Owner,Yes,80.1% AMI and above,Disabled
"Fluvanna County, Virginia",650.0,232.0,15.0,05000US51065,51,065,D,Owner,Yes,80.1% AMI and above,Not disabled
"Fluvanna County, Virginia",5355.0,527.0,16.0,05000US51065,51,065,S,Owner,No,All,All
"Fluvanna County, Virginia",200.0,126.0,17.0,05000US51065,51,065,S,Owner,No,30% AMI or less,All
"Fluvanna County, Virginia",55.0,70.0,18.0,05000US51065,51,065,D,Owner,No,30% AMI or less,Disabled
