name,estimate,margin_of_error,order,geoid,st,cnty,Line_Type,Tenure,Household_Income,Cost_Burden,Substandard
"Roanoke city, Virginia",41820.0,717.0,1.0,05000US51770,51,770,T,All,All,All,All
"Roanoke city, Virginia",24765.0,983.0,2.0,05000US51770,51,770,S,Owner,All,All,All
"Roanoke city, Virginia",2060.0,359.0,3.0,05000US51770,51,770,S,Owner,30% AMI or less,All,All
"Roanoke city, Virginia",570.0,231.0,4.0,05000US51770,51,770,S,Owner,30% AMI or less,No cost burden,All
"Roanoke city, Virginia",15.0,25.0,5.0,05000US51770,51,770,D,Owner,30% AMI or less,No cost burden,substandard
"Roanoke city, Virginia",560.0,231.0,6.0,05000US51770,51,770,D,Owner,30% AMI or less,No cost burden,standard
"Roanoke city, Virginia",465.0,174.0,7.0,05000US51770,51,770,S,Owner,30% AMI or less,Moderate cost burden,All
"Roanoke city, Virginia",0.0,161.0,8.0,05000US51770,51,770,D,Owner,30% AMI or less,Moderate cost burden,substandard
"Roanoke city, Virginia",465.0,174.0,9.0,05000US51770,51,770,D,Owner,30% AMI or less,Moderate cost burden,standard
"Roanoke city, Virginia",895.0,224.0,10.0,05000US51770,51,770,S,Owner,30% AMI or less,Severe cost burden,All
"Roanoke city, Virginia",0.0,161.0,11.0,05000US51770,51,770,D,Owner,30% AMI or less,Severe cost burden,substandard
"Roanoke city, Virginia",895.0,224.0,12.0,05000US51770,51,770,D,Owner,30% AMI or less,Severe cost burden,standard
"Roanoke city, Virginia",130.0,99.0,13.0,05000US51770,51,770,S,Owner,30% AMI or less,N/A,All
"Roanoke city, Virginia",0.0,161.0,14.0,05000US51770,51,770,D,Owner,30% AMI or less,N/A,substandard
"Roanoke city, Virginia",130.0,99.0,15.0,05000US51770,51,770,D,Owner,30% AMI or less,N/A,standard
"Roanoke city, Virginia",2685.0,431.0,16.0,05000US51770,51,770,S,Owner,30.1-50% AMI,All,All
"Roanoke city, Virginia",1365.0,327.0,17.0,05000US51770,51,770,S,Owner,30.1-50% AMI,No cost burden,All
"Roanoke city, Virginia",0.0,161.0,18.0,05000US51770,51,770,D,Owner,30.1-50% AMI,No cost burden,substandard
"Roanoke city, Virginia",1365.0,327.0,19.0,05000US51770,51,770,D,Owner,30.1-50% AMI,No cost burden,standard
"Roanoke city, Virginia",765.0,231.0,20.0,05000US51770,51,770,S,Owner,30.1-50% AMI,Moderate cost burden,All
"Roanoke city, Virginia",0.0,161.0,21.0,05000US51770,51,770,D,Owner,30.1-50% AMI,Moderate cost burden,substandard
"Roanoke city, Virginia",765.0,231.0,22.0,05000US51770,51,770,D,Owner,30.1-50% AMI,Moderate cost burden,standard
"Roanoke city, Virginia",555.0,186.0,23.0,05000US51770,51,770,S,Owner,30.1-50% AMI,Severe cost burden,All
"Roanoke city, Virginia",0.0,161.0,24.0,05000US51770,51,770,D,Owner,30.1-50% AMI,Severe cost burden,substandard
"Roanoke city, Virginia",555.0,186.0,25.0,05000US51770,51,770,D,Owner,30.1-50% AMI,Severe cost burden,standard
"Roanoke city, Virginia",0.0,161.0,26.0,05000US51770,51,770,S,Owner,30.1-50% AMI,N/A,All
"Roanoke city, Virginia",0.0,161.0,27.0,05000US51770,51,770,D,Owner,30.1-50% AMI,N/A,substandard
"Roanoke city, Virginia",0.0,161.0,28.0,05000US51770,51,770,D,Owner,30.1-50% AMI,N/A,standard
"Roanoke city, Virginia",4960.0,648.0,29.0,05000US51770,51,770,S,Owner,50.1-80% AMI,All,All
"Roanoke city, Virginia",2995.0,459.0,30.0,05000US51770,51,770,S,Owner,50.1-80% AMI,No cost burden,All
"Roanoke city, Virginia",0.0,161.0,31.0,05000US51770,51,770,D,Owner,50.1-80% AMI,No cost burden,substandard
"Roanoke city, Virginia",2995.0,459.0,32.0,05000US51770,51,770,D,Owner,50.1-80% AMI,No cost burden,standard
"Roanoke city, Virginia",1505.0,411.0,33.0,05000US51770,51,770,S,Owner,50.1-80% AMI,Moderate cost burden,All
"Roanoke city, Virginia",0.0,161.0,34.0,05000US51770,51,770,D,Owner,50.1-80% AMI,Moderate cost burden,substandard
"Roanoke city, Virginia",1505.0,411.0,35.0,05000US51770,51,770,D,Owner,50.1-80% AMI,Moderate cost burden,standard
"Roanoke city, Virginia",455.0,240.0,36.0,05000US51770,51,770,S,Owner,50.1-80% AMI,Severe cost burden,All
"Roanoke city, Virginia",0.0,161.0,37.0,05000US51770,51,770,D,Owner,50.1-80% AMI,Severe cost burden,substandard
"Roanoke city, Virginia",455.0,240.0,38.0,05000US51770,51,770,D,Owner,50.1-80% AMI,Severe cost burden,standard
"Roanoke city, Virginia",0.0,161.0,39.0,05000US51770,51,770,S,Owner,50.1-80% AMI,N/A,All
"Roanoke city, Virginia",0.0,161.0,40.0,05000US51770,51,770,D,Owner,50.1-80% AMI,N/A,substandard
