name,estimate,margin_of_error,order,geoid,st,cnty,Line_Type,Tenure,Household_Income,Cost_Burden,Substandard
"Amherst County, Virginia",12730.0,370.0,1.0,05000US51009,51,009,T,All,All,All,All
"Amherst County, Virginia",9680.0,490.0,2.0,05000US51009,51,009,S,Owner,All,All,All
"Amherst County, Virginia",900.0,246.0,3.0,05000US51009,51,009,S,Owner,30% AMI or less,All,All
"Amherst County, Virginia",290.0,113.0,4.0,05000US51009,51,009,S,Owner,30% AMI or less,No cost burden,All
"Amherst County, Virginia",0.0,161.0,5.0,05000US51009,51,009,D,Owner,30% AMI or less,No cost burden,substandard
"Amherst County, Virginia",290.0,113.0,6.0,05000US51009,51,009,D,Owner,30% AMI or less,No cost burden,standard
"Amherst County, Virginia",255.0,126.0,7.0,05000US51009,51,009,S,Owner,30% AMI or less,Moderate cost burden,All
"Amherst County, Virginia",0.0,161.0,8.0,05000US51009,51,009,D,Owner,30% AMI or less,Moderate cost burden,substandard
"Amherst County, Virginia",255.0,126.0,9.0,05000US51009,51,009,D,Owner,30% AMI or less,Moderate cost burden,standard
"Amherst County, Virginia",260.0,149.0,10.0,05000US51009,51,009,S,Owner,30% AMI or less,Severe cost burden,All
"Amherst County, Virginia",0.0,161.0,11.0,05000US51009,51,009,D,Owner,30% AMI or less,Severe cost burden,substandard
"Amherst County, Virginia",260.0,149.0,12.0,05000US51009,51,009,D,Owner,30% AMI or less,Severe cost burden,standard
"Amherst County, Virginia",90.0,81.0,13.0,05000US51009,51,009,S,Owner,30% AMI or less,N/A,All
"Amherst County, Virginia",0.0,161.0,14.0,05000US51009,51,009,D,Owner,30% AMI or less,N/A,substandard
"Amherst County, Virginia",90.0,81.0,15.0,05000US51009,51,009,D,Owner,30% AMI or less,N/A,standard
"Amherst County, Virginia",880.0,237.0,16.0,05000US51009,51,009,S,Owner,30.1-50% AMI,All,All
"Amherst County, Virginia",535.0,181.0,17.0,05000US51009,51,009,S,Owner,30.1-50% AMI,No cost burden,All
