name,estimate,margin_of_error,order,geoid,st,cnty,Line_Type,Tenure,Household_Income,Cost_Burden,Substandard
"Wise County, Virginia",16025.0,492.0,1.0,05000US51195,51,195,T,All,All,All,All
"Wise County, Virginia",11095.0,578.0,2.0,05000US51195,51,195,S,Owner,All,All,All
"Wise County, Virginia",1085.0,304.0,3.0,05000US51195,51,195,S,Owner,30% AMI or less,All,All
"Wise County, Virginia",225.0,129.0,4.0,05000US51195,51,195,S,Owner,30% AMI or less,No cost burden,All
"Wise County, Virginia",0.0,161.0,5.0,05000US51195,51,195,D,Owner,30% AMI or less,No cost burden,substandard
"Wise County, Virginia",225.0,129.0,6.0,05000US51195,51,195,D,Owner,30% AMI or less,No cost burden,standard
"Wise County, Virginia",400.0,139.0,7.0,05000US51195,51,195,S,Owner,30% AMI or less,Moderate cost burden,All
"Wise County, Virginia",15.0,30.0,8.0,05000US51195,51,195,D,Owner,30% AMI or less,Moderate cost burden,substandard
"Wise County, Virginia",385.0,136.0,9.0,05000US51195,51,195,D,Owner,30% AMI or less,Moderate cost burden,standard
"Wise County, Virginia",460.0,209.0,10.0,05000US51195,51,195,S,Owner,30% AMI or less,Severe cost burden,All
"Wise County, Virginia",20.0,43.0,11.0,05000US51195,51,195,D,Owner,30% AMI or less,Severe cost burden,substandard
"Wise County, Virginia",440.0,209.0,12.0,05000US51195,51,195,D,Owner,30% AMI or less,Severe cost burden,standard
"Wise County, Virginia",0.0,161.0,13.0,05000US51195,51,195,S,Owner,30% AMI or less,N/A,All
"Wise County, Virginia",0.0,161.0,14.0,05000US51195,51,195,D,Owner,30% AMI or less,N/A,substandard
"Wise County, Virginia",0.0,161.0,15.0,05000US51195,51,195,D,Owner,30% AMI or less,N/A,standard
"Wise County, Virginia",1365.0,294.0,16.0,05000US51195,51,195,S,Owner,30.1-50% AMI,All,All
"Wise County, Virginia",1110.0,277.0,17.0,05000US51195,51,195,S,Owner,30.1-50% AMI,No cost burden,All
"Wise County, Virginia",0.0,161.0,18.0,05000US51195,51,195,D,Owner,30.1-50% AMI,No cost burden,substandard
"Wise County, Virginia",1110.0,277.0,19.0,05000US51195,51,195,D,Owner,30.1-50% AMI,No cost burden,standard
"Wise County, Virginia",215.0,124.0,20.0,05000US51195,51,195,S,Owner,30.1-50% AMI,Moderate cost burden,All
"Wise County, Virginia",0.0,161.0,21.0,05000US51195,51,195,D,Owner,30.1-50% AMI,Moderate cost burden,substandard
"Wise County, Virginia",215.0,124.0,22.0,05000US51195,51,195,D,Owner,30.1-50% AMI,Moderate cost burden,standard
"Wise County, Virginia",40.0,38.0,23.0,05000US51195,51,195,S,Owner,30.1-50% AMI,Severe cost burden,All
"Wise County, Virginia",0.0,161.0,24.0,05000US51195,51,195,D,Owner,30.1-50% AMI,Severe cost burden,substandard
"Wise County, Virginia",40.0,38.0,25.0,05000US51195,51,195,D,Owner,30.1-50% AMI,Severe cost burden,standard
"Wise County, Virginia",0.0,161.0,26.0,05000US51195,51,195,S,Owner,30.1-50% AMI,N/A,All
"Wise County, Virginia",0.0,161.0,27.0,05000US51195,51,195,D,Owner,30.1-50% AMI,N/A,substandard
"Wise County, Virginia",0.0,161.0,28.0,05000US51195,51,195,D,Owner,30.1-50% AMI,N/A,standard
"Wise County, Virginia",2435.0,364.0,29.0,05000US51195,51,195,S,Owner,50.1-80% AMI,All,All
"Wise County, Virginia",2050.0,339.0,30.0,05000US51195,51,195,S,Owner,50.1-80% AMI,No cost burden,All
"Wise County, Virginia",0.0,161.0,31.0,05000US51195,51,195,D,Owner,50.1-80% AMI,No cost burden,substandard
"Wise County, Virginia",2050.0,339.0,32.0,05000US51195,51,195,D,Owner,50.1-80% AMI,No cost burden,standard
"Wise County, Virginia",340.0,161.0,33.0,05000US51195,51,195,S,Owner,50.1-80% AMI,Moderate cost burden,All
"Wise County, Virginia",0.0,161.0,34.0,05000US51195,51,195,D,Owner,50.1-80% AMI,Moderate cost burden,substandard
"Wise County, Virginia",340.0,161.0,35.0,05000US51195,51,195,D,Owner,50.1-80% AMI,Moderate cost burden,standard
"Wise County, Virginia",40.0,50.0,36.0,05000US51195,51,195,S,Owner,50.1-80% AMI,Severe cost burden,All
"Wise County, Virginia",0.0,161.0,37.0,05000US51195,51,195,D,Owner,50.1-80% AMI,Severe cost burden,substandard
"Wise County, Virginia",40.0,50.0,38.0,05000US51195,51,195,D,Owner,50.1-80% AMI,Severe cost burden,standard
"Wise County, Virginia",0.0,161.0,39.0,05000US51195,51,195,S,Owner,50.1-80% AMI,N/A,All
"Wise County, Virginia",0.0,161.0,40.0,05000US51195,51,195,D,Owner,50.1-80% AMI,N/A,substandard
"Wise County, Virginia",0.0,161.0,41.0,05000US51195,51,195,D,Owner,50.1-80% AMI,N/A,standard
"Wise County, Virginia",965.0,312.0,42.0,05000US51195,51,195,S,Owner,80.1-95% AMI,All,All
"Wise County, Virginia",875.0,278.0,43.0,05000US51195,51,195,S,Owner,80.1-95% AMI,No cost burden,All
"Wise County, Virginia",0.0,161.0,44.0,05000US51195,51,195,D,Owner,80.1-95% AMI,No cost burden,substandard
"Wise County, Virginia",875.0,278.0,45.0,05000US51195,51,195,D,Owner,80.1-95% AMI,No cost burden,standard
"Wise County, Virginia",45.0,53.0,46.0,05000US51195,51,195,S,Owner,80.1-95% AMI,Moderate cost burden,All
"Wise County, Virginia",0.0,161.0,47.0,05000US51195,51,195,D,Owner,80.1-95% AMI,Moderate cost burden,substandard
"Wise County, Virginia",45.0,53.0,48.0,05000US51195,51,195,D,Owner,80.1-95% AMI,Moderate cost burden,standard
"Wise County, Virginia",40.0,67.0,49.0,05000US51195,51,195,S,Owner,80.1-95% AMI,Severe cost burden,All
"Wise County, Virginia",0.0,161.0,50.0,05000US51195,51,195,D,Owner,80.1-95% AMI,Severe cost burden,substandard
"Wise County, Virginia",40.0,67.0,51.0,05000US51195,51,195,D,Owner,80.1-95% AMI,Severe cost burden,standard
"Wise County, Virginia",0.0,161.0,52.0,05000US51195,51,195,S,Owner,80.1-95% AMI,N/A,All
"Wise County, Virginia",0.0,161.0,53.0,05000US51195,51,195,D,Owner,80.1-95% AMI,N/A,substandard
"Wise County, Virginia",0.0,161.0,54.0,05000US51195,51,195,D,Owner,80.1-95% AMI,N/A,standard
"Wise County, Virginia",5250.0,548.0,55.0,05000US51195,51,195,S,Owner,95.1% AMI and above,All,All
"Wise County, Virginia",5060.0,544.0,56.0,05000US51195,51,195,S,Owner,95.1% AMI and above,No cost burden,All
"Wise County, Virginia",10.0,22.0,57.0,05000US51195,51,195,D,Owner,95.1% AMI and above,No cost burden,substandard
"Wise County, Virginia",5050.0,542.0,58.0,05000US51195,51,195,D,Owner,95.1% AMI and above,No cost burden,standard
"Wise County, Virginia",185.0,121.0,59.0,05000US51195,51,195,S,Owner,95.1% AMI and above,Moderate cost burden,All
"Wise County, Virginia",0.0,161.0,60.0,05000US51195,51,195,D,Owner,95.1% AMI and above,Moderate cost burden,substandard
