name,estimate,margin_of_error,order,geoid,st,cnty,Line_Type,Tenure,Household_Income,Cost_Burden,Substandard
"Albemarle County, Virginia",37010.0,638.0,1.0,05000US51003,51,003,T,All,All,All,All
"Albemarle County, Virginia",23625.0,860.0,2.0,05000US51003,51,003,S,Owner,All,All,All
"Albemarle County, Virginia",1100.0,243.0,3.0,05000US51003,51,003,S,Owner,30% AMI or less,All,All
"Albemarle County, Virginia",210.0,89.0,4.0,05000US51003,51,003,S,Owner,30% AMI or less,No cost burden,All
"Albemarle County, Virginia",15.0,30.0,5.0,05000US51003,51,003,D,Owner,30% AMI or less,No cost burden,substandard
"Albemarle County, Virginia",195.0,84.0,6.0,05000US51003,51,003,D,Owner,30% AMI or less,No cost burden,standard
"Albemarle County, Virginia",195.0,118.0,7.0,05000US51003,51,003,S,Owner,30% AMI or less,Moderate cost burden,All
"Albemarle County, Virginia",25.0,44.0,8.0,05000US51003,51,003,D,Owner,30% AMI or less,Moderate cost burden,substandard
"Albemarle County, Virginia",170.0,100.0,9.0,05000US51003,51,003,D,Owner,30% AMI or less,Moderate cost burden,standard
"Albemarle County, Virginia",665.0,192.0,10.0,05000US51003,51,003,S,Owner,30% AMI or less,Severe cost burden,All
"Albemarle County, Virginia",0.0,161.0,11.0,05000US51003,51,003,D,Owner,30% AMI or less,Severe cost burden,substandard
"Albemarle County, Virginia",665.0,192.0,12.0,05000US51003,51,003,D,Owner,30% AMI or less,Severe cost burden,standard
"Albemarle County, Virginia",30.0,37.0,13.0,05000US51003,51,003,S,Owner,30% AMI or less,N/A,All
"Albemarle County, Virginia",0.0,161.0,14.0,05000US51003,51,003,D,Owner,30% AMI or less,N/A,substandard
"Albemarle County, Virginia",30.0,37.0,15.0,05000US51003,51,003,D,Owner,30% AMI or less,N/A,standard
"Albemarle County, Virginia",1640.0,358.0,16.0,05000US51003,51,003,S,Owner,30.1-50% AMI,All,All
"Albemarle County, Virginia",690.0,233.0,17.0,05000US51003,51,003,S,Owner,30.1-50% AMI,No cost burden,All
"Albemarle County, Virginia",0.0,161.0,18.0,05000US51003,51,003,D,Owner,30.1-50% AMI,No cost burden,substandard
"Albemarle County, Virginia",690.0,233.0,19.0,05000US51003,51,003,D,Owner,30.1-50% AMI,No cost burden,standard
"Albemarle County, Virginia",400.0,193.0,20.0,05000US51003,51,003,S,Owner,30.1-50% AMI,Moderate cost burden,All
"Albemarle County, Virginia",0.0,161.0,21.0,05000US51003,51,003,D,Owner,30.1-50% AMI,Moderate cost burden,substandard
"Albemarle County, Virginia",400.0,193.0,22.0,05000US51003,51,003,D,Owner,30.1-50% AMI,Moderate cost burden,standard
