name,estimate,margin_of_error,order,geoid,st,cnty,Line_Type,Tenure,Household_Income,Cost_Burden,Substandard
"Chesterfield County, Virginia",108690.0,1007.0,1.0,05000US51041,51,041,T,All,All,All,All
"Chesterfield County, Virginia",85810.0,1315.0,2.0,05000US51041,51,041,S,Owner,All,All,All
"Chesterfield County, Virginia",3280.0,432.0,3.0,05000US51041,51,041,S,Owner,30% AMI or less,All,All
"Chesterfield County, Virginia",490.0,197.0,4.0,05000US51041,51,041,S,Owner,30% AMI or less,No cost burden,All
"Chesterfield County, Virginia",0.0,161.0,5.0,05000US51041,51,041,D,Owner,30% AMI or less,No cost burden,substandard
"Chesterfield County, Virginia",490.0,197.0,6.0,05000US51041,51,041,D,Owner,30% AMI or less,No cost burden,standard
"Chesterfield County, Virginia",470.0,136.0,7.0,05000US51041,51,041,S,Owner,30% AMI or less,Moderate cost burden,All
"Chesterfield County, Virginia",0.0,161.0,8.0,05000US51041,51,041,D,Owner,30% AMI or less,Moderate cost burden,substandard
"Chesterfield County, Virginia",470.0,136.0,9.0,05000US51041,51,041,D,Owner,30% AMI or less,Moderate cost burden,standard
"Chesterfield County, Virginia",2015.0,365.0,10.0,05000US51041,51,041,S,Owner,30% AMI or less,Severe cost burden,All
"Chesterfield County, Virginia",0.0,161.0,11.0,05000US51041,51,041,D,Owner,30% AMI or less,Severe cost burden,substandard
"Chesterfield County, Virginia",2015.0,365.0,12.0,05000US51041,51,041,D,Owner,30% AMI or less,Severe cost burden,standard
"Chesterfield County, Virginia",305.0,154.0,13.0,05000US51041,51,041,S,Owner,30% AMI or less,N/A,All
"Chesterfield County, Virginia",0.0,161.0,14.0,05000US51041,51,041,D,Owner,30% AMI or less,N/A,substandard
"Chesterfield County, Virginia",305.0,154.0,15.0,05000US51041,51,041,D,Owner,30% AMI or less,N/A,standard
"Chesterfield County, Virginia",4470.0,514.0,16.0,05000US51041,51,041,S,Owner,30.1-50% AMI,All,All
