name,estimate,margin_of_error,order,geoid,st,cnty,Line_Type,Tenure,Household_Income,Cost_Burden,Substandard
"Danville city, Virginia",19970.0,546.0,1.0,05000US51590,51,590,T,All,All,All,All
"Danville city, Virginia",11100.0,546.0,2.0,05000US51590,51,590,S,Owner,All,All,All
"Danville city, Virginia",885.0,251.0,3.0,05000US51590,51,590,S,Owner,30% AMI or less,All,All
"Danville city, Virginia",130.0,78.0,4.0,05000US51590,51,590,S,Owner,30% AMI or less,No cost burden,All
"Danville city, Virginia",0.0,161.0,5.0,05000US51590,51,590,D,Owner,30% AMI or less,No cost burden,substandard
"Danville city, Virginia",130.0,78.0,6.0,05000US51590,51,590,D,Owner,30% AMI or less,No cost burden,standard
"Danville city, Virginia",105.0,67.0,7.0,05000US51590,51,590,S,Owner,30% AMI or less,Moderate cost burden,All
"Danville city, Virginia",0.0,161.0,8.0,05000US51590,51,590,D,Owner,30% AMI or less,Moderate cost burden,substandard
"Danville city, Virginia",105.0,67.0,9.0,05000US51590,51,590,D,Owner,30% AMI or less,Moderate cost burden,standard
"Danville city, Virginia",570.0,213.0,10.0,05000US51590,51,590,S,Owner,30% AMI or less,Severe cost burden,All
"Danville city, Virginia",0.0,161.0,11.0,05000US51590,51,590,D,Owner,30% AMI or less,Severe cost burden,substandard
"Danville city, Virginia",570.0,213.0,12.0,05000US51590,51,590,D,Owner,30% AMI or less,Severe cost burden,standard
"Danville city, Virginia",75.0,84.0,13.0,05000US51590,51,590,S,Owner,30% AMI or less,N/A,All
"Danville city, Virginia",0.0,161.0,14.0,05000US51590,51,590,D,Owner,30% AMI or less,N/A,substandard
"Danville city, Virginia",75.0,84.0,15.0,05000US51590,51,590,D,Owner,30% AMI or less,N/A,standard
"Danville city, Virginia",1420.0,292.0,16.0,05000US51590,51,590,S,Owner,30.1-50% AMI,All,All
"Danville city, Virginia",985.0,270.0,17.0,05000US51590,51,590,S,Owner,30.1-50% AMI,No cost burden,All
"Danville city, Virginia",15.0,28.0,18.0,05000US51590,51,590,D,Owner,30.1-50% AMI,No cost burden,substandard
"Danville city, Virginia",965.0,272.0,19.0,05000US51590,51,590,D,Owner,30.1-50% AMI,No cost burden,standard
"Danville city, Virginia",245.0,136.0,20.0,05000US51590,51,590,S,Owner,30.1-50% AMI,Moderate cost burden,All
"Danville city, Virginia",0.0,161.0,21.0,05000US51590,51,590,D,Owner,30.1-50% AMI,Moderate cost burden,substandard
"Danville city, Virginia",245.0,136.0,22.0,05000US51590,51,590,D,Owner,30.1-50% AMI,Moderate cost burden,standard
"Danville city, Virginia",190.0,98.0,23.0,05000US51590,51,590,S,Owner,30.1-50% AMI,Severe cost burden,All
"Danville city, Virginia",0.0,161.0,24.0,05000US51590,51,590,D,Owner,30.1-50% AMI,Severe cost burden,substandard
"Danville city, Virginia",190.0,98.0,25.0,05000US51590,51,590,D,Owner,30.1-50% AMI,Severe cost burden,standard
"Danville city, Virginia",0.0,161.0,26.0,05000US51590,51,590,S,Owner,30.1-50% AMI,N/A,All
"Danville city, Virginia",0.0,161.0,27.0,05000US51590,51,590,D,Owner,30.1-50% AMI,N/A,substandard
"Danville city, Virginia",0.0,161.0,28.0,05000US51590,51,590,D,Owner,30.1-50% AMI,N/A,standard
"Danville city, Virginia",2145.0,371.0,29.0,05000US51590,51,590,S,Owner,50.1-80% AMI,All,All
"Danville city, Virginia",1245.0,279.0,30.0,05000US51590,51,590,S,Owner,50.1-80% AMI,No cost burden,All
"Danville city, Virginia",0.0,161.0,31.0,05000US51590,51,590,D,Owner,50.1-80% AMI,No cost burden,substandard
"Danville city, Virginia",1245.0,279.0,32.0,05000US51590,51,590,D,Owner,50.1-80% AMI,No cost burden,standard
"Danville city, Virginia",765.0,225.0,33.0,05000US51590,51,590,S,Owner,50.1-80% AMI,Moderate cost burden,All
"Danville city, Virginia",15.0,23.0,34.0,05000US51590,51,590,D,Owner,50.1-80% AMI,Moderate cost burden,substandard
"Danville city, Virginia",750.0,227.0,35.0,05000US51590,51,590,D,Owner,50.1-80% AMI,Moderate cost burden,standard
"Danville city, Virginia",135.0,78.0,36.0,05000US51590,51,590,S,Owner,50.1-80% AMI,Severe cost burden,All
"Danville city, Virginia",0.0,161.0,37.0,05000US51590,51,590,D,Owner,50.1-80% AMI,Severe cost burden,substandard
"Danville city, Virginia",135.0,78.0,38.0,05000US51590,51,590,D,Owner,50.1-80% AMI,Severe cost burden,standard
"Danville city, Virginia",0.0,161.0,39.0,05000US51590,51,590,S,Owner,50.1-80% AMI,N/A,All
"Danville city, Virginia",0.0,161.0,40.0,05000US51590,51,590,D,Owner,50.1-80% AMI,N/A,substandard
"Danville city, Virginia",0.0,161.0,41.0,05000US51590,51,590,D,Owner,50.1-80% AMI,N/A,standard
"Danville city, Virginia",905.0,254.0,42.0,05000US51590,51,590,S,Owner,80.1-95% AMI,All,All
