name,estimate,margin_of_error,order,geoid,st,cnty,Line_Type,Tenure,Household_Income,Cost_Burden,Substandard
"Chesapeake city, Virginia",77810.0,623.0,1.0,05000US51550,51,550,T,All,All,All,All
"Chesapeake city, Virginia",58470.0,986.0,2.0,05000US51550,51,550,S,Owner,All,All,All
"Chesapeake city, Virginia",2745.0,499.0,3.0,05000US51550,51,550,S,Owner,30% AMI or less,All,All
"Chesapeake city, Virginia",280.0,167.0,4.0,05000US51550,51,550,S,Owner,30% AMI or less,No cost burden,All
"Chesapeake city, Virginia",0.0,161.0,5.0,05000US51550,51,550,D,Owner,30% AMI or less,No cost burden,substandard
"Chesapeake city, Virginia",280.0,167.0,6.0,05000US51550,51,550,D,Owner,30% AMI or less,No cost burden,standard
"Chesapeake city, Virginia",480.0,188.0,7.0,05000US51550,51,550,S,Owner,30% AMI or less,Moderate cost burden,All
"Chesapeake city, Virginia",0.0,161.0,8.0,05000US51550,51,550,D,Owner,30% AMI or less,Moderate cost burden,substandard
"Chesapeake city, Virginia",480.0,188.0,9.0,05000US51550,51,550,D,Owner,30% AMI or less,Moderate cost burden,standard
"Chesapeake city, Virginia",1775.0,404.0,10.0,05000US51550,51,550,S,Owner,30% AMI or less,Severe cost burden,All
"Chesapeake city, Virginia",0.0,161.0,11.0,05000US51550,51,550,D,Owner,30% AMI or less,Severe cost burden,substandard
"Chesapeake city, Virginia",1775.0,404.0,12.0,05000US51550,51,550,D,Owner,30% AMI or less,Severe cost burden,standard
"Chesapeake city, Virginia",215.0,117.0,13.0,05000US51550,51,550,S,Owner,30% AMI or less,N/A,All
"Chesapeake city, Virginia",0.0,161.0,14.0,05000US51550,51,550,D,Owner,30% AMI or less,N/A,substandard
"Chesapeake city, Virginia",215.0,117.0,15.0,05000US51550,51,550,D,Owner,30% AMI or less,N/A,standard
"Chesapeake city, Virginia",3680.0,470.0,16.0,05000US51550,51,550,S,Owner,30.1-50% AMI,All,All
"Chesapeake city, Virginia",1155.0,269.0,17.0,05000US51550,51,550,S,Owner,30.1-50% AMI,No cost burden,All
"Chesapeake city, Virginia",0.0,161.0,18.0,05000US51550,51,550,D,Owner,30.1-50% AMI,No cost burden,substandard
"Chesapeake city, Virginia",1155.0,269.0,19.0,05000US51550,51,550,D,Owner,30.1-50% AMI,No cost burden,standard
"Chesapeake city, Virginia",930.0,225.0,20.0,05000US51550,51,550,S,Owner,30.1-50% AMI,Moderate cost burden,All
"Chesapeake city, Virginia",0.0,161.0,21.0,05000US51550,51,550,D,Owner,30.1-50% AMI,Moderate cost burden,substandard
"Chesapeake city, Virginia",930.0,225.0,22.0,05000US51550,51,550,D,Owner,30.1-50% AMI,Moderate cost burden,standard
"Chesapeake city, Virginia",1595.0,388.0,23.0,05000US51550,51,550,S,Owner,30.1-50% AMI,Severe cost burden,All
"Chesapeake city, Virginia",0.0,161.0,24.0,05000US51550,51,550,D,Owner,30.1-50% AMI,Severe cost burden,substandard
"Chesapeake city, Virginia",1595.0,388.0,25.0,05000US51550,51,550,D,Owner,30.1-50% AMI,Severe cost burden,standard
"Chesapeake city, Virginia",0.0,161.0,26.0,05000US51550,51,550,S,Owner,30.1-50% AMI,N/A,All
"Chesapeake city, Virginia",0.0,161.0,27.0,05000US51550,51,550,D,Owner,30.1-50% AMI,N/A,substandard
"Chesapeake city, Virginia",0.0,161.0,28.0,05000US51550,51,550,D,Owner,30.1-50% AMI,N/A,standard
"Chesapeake city, Virginia",7590.0,769.0,29.0,05000US51550,51,550,S,Owner,50.1-80% AMI,All,All
"Chesapeake city, Virginia",3220.0,495.0,30.0,05000US51550,51,550,S,Owner,50.1-80% AMI,No cost burden,All
"Chesapeake city, Virginia",0.0,161.0,31.0,05000US51550,51,550,D,Owner,50.1-80% AMI,No cost burden,substandard
"Chesapeake city, Virginia",3220.0,495.0,32.0,05000US51550,51,550,D,Owner,50.1-80% AMI,No cost burden,standard
"Chesapeake city, Virginia",2660.0,517.0,33.0,05000US51550,51,550,S,Owner,50.1-80% AMI,Moderate cost burden,All
"Chesapeake city, Virginia",0.0,161.0,34.0,05000US51550,51,550,D,Owner,50.1-80% AMI,Moderate cost burden,substandard
"Chesapeake city, Virginia",2660.0,517.0,35.0,05000US51550,51,550,D,Owner,50.1-80% AMI,Moderate cost burden,standard
"Chesapeake city, Virginia",1710.0,375.0,36.0,05000US51550,51,550,S,Owner,50.1-80% AMI,Severe cost burden,All
"Chesapeake city, Virginia",15.0,25.0,37.0,05000US51550,51,550,D,Owner,50.1-80% AMI,Severe cost burden,substandard
