name,estimate,margin_of_error,order,geoid,st,cnty,Line_Type,Tenure,Household_Income,Cost_Burden,Substandard
"Goochland County, Virginia",7025.0,300.0,1.0,05000US51075,51,075,T,All,All,All,All
"Goochland County, Virginia",5900.0,399.0,2.0,05000US51075,51,075,S,Owner,All,All,All
"Goochland County, Virginia",370.0,221.0,3.0,05000US51075,51,075,S,Owner,30% AMI or less,All,All
"Goochland County, Virginia",55.0,60.0,4.0,05000US51075,51,075,S,Owner,30% AMI or less,No cost burden,All
"Goochland County, Virginia",0.0,161.0,5.0,05000US51075,51,075,D,Owner,30% AMI or less,No cost burden,substandard
"Goochland County, Virginia",55.0,60.0,6.0,05000US51075,51,075,D,Owner,30% AMI or less,No cost burden,standard
"Goochland County, Virginia",160.0,115.0,7.0,05000US51075,51,075,S,Owner,30% AMI or less,Moderate cost burden,All
"Goochland County, Virginia",0.0,161.0,8.0,05000US51075,51,075,D,Owner,30% AMI or less,Moderate cost burden,substandard
"Goochland County, Virginia",160.0,115.0,9.0,05000US51075,51,075,D,Owner,30% AMI or less,Moderate cost burden,standard
"Goochland County, Virginia",140.0,108.0,10.0,05000US51075,51,075,S,Owner,30% AMI or less,Severe cost burden,All
"Goochland County, Virginia",0.0,161.0,11.0,05000US51075,51,075,D,Owner,30% AMI or less,Severe cost burden,substandard
"Goochland County, Virginia",140.0,108.0,12.0,05000US51075,51,075,D,Owner,30% AMI or less,Severe cost burden,standard
"Goochland County, Virginia",10.0,17.0,13.0,05000US51075,51,075,S,Owner,30% AMI or less,N/A,All
"Goochland County, Virginia",0.0,161.0,14.0,05000US51075,51,075,D,Owner,30% AMI or less,N/A,substandard
"Goochland County, Virginia",10.0,17.0,15.0,05000US51075,51,075,D,Owner,30% AMI or less,N/A,standard
"Goochland County, Virginia",380.0,186.0,16.0,05000US51075,51,075,S,Owner,30.1-50% AMI,All,All
"Goochland County, Virginia",125.0,121.0,17.0,05000US51075,51,075,S,Owner,30.1-50% AMI,No cost burden,All
"Goochland County, Virginia",0.0,161.0,18.0,05000US51075,51,075,D,Owner,30.1-50% AMI,No cost burden,substandard
"Goochland County, Virginia",125.0,121.0,19.0,05000US51075,51,075,D,Owner,30.1-50% AMI,No cost burden,standard
"Goochland County, Virginia",195.0,133.0,20.0,05000US51075,51,075,S,Owner,30.1-50% AMI,Moderate cost burden,All
"Goochland County, Virginia",0.0,161.0,21.0,05000US51075,51,075,D,Owner,30.1-50% AMI,Moderate cost burden,substandard
"Goochland County, Virginia",195.0,133.0,22.0,05000US51075,51,075,D,Owner,30.1-50% AMI,Moderate cost burden,standard
"Goochland County, Virginia",60.0,57.0,23.0,05000US51075,51,075,S,Owner,30.1-50% AMI,Severe cost burden,All
"Goochland County, Virginia",0.0,161.0,24.0,05000US51075,51,075,D,Owner,30.1-50% AMI,Severe cost burden,substandard
"Goochland County, Virginia",60.0,57.0,25.0,05000US51075,51,075,D,Owner,30.1-50% AMI,Severe cost burden,standard
"Goochland County, Virginia",0.0,161.0,26.0,05000US51075,51,075,S,Owner,30.1-50% AMI,N/A,All
"Goochland County, Virginia",0.0,161.0,27.0,05000US51075,51,075,D,Owner,30.1-50% AMI,N/A,substandard
"Goochland County, Virginia",0.0,161.0,28.0,05000US51075,51,075,D,Owner,30.1-50% AMI,N/A,standard
"Goochland County, Virginia",860.0,327.0,29.0,05000US51075,51,075,S,Owner,50.1-80% AMI,All,All
