name,estimate,margin_of_error,order,geoid,st,cnty,Line_Type,Tenure,Household_Income,Cost_Burden,Substandard
"Roanoke County, Virginia",36830.0,553.0,1.0,05000US51161,51,161,T,All,All,All,All
"Roanoke County, Virginia",29200.0,731.0,2.0,05000US51161,51,161,S,Owner,All,All,All
"Roanoke County, Virginia",1335.0,340.0,3.0,05000US51161,51,161,S,Owner,30% AMI or less,All,All
"Roanoke County, Virginia",370.0,173.0,4.0,05000US51161,51,161,S,Owner,30% AMI or less,No cost burden,All
"Roanoke County, Virginia",0.0,161.0,5.0,05000US51161,51,161,D,Owner,30% AMI or less,No cost burden,substandard
"Roanoke County, Virginia",370.0,173.0,6.0,05000US51161,51,161,D,Owner,30% AMI or less,No cost burden,standard
"Roanoke County, Virginia",320.0,129.0,7.0,05000US51161,51,161,S,Owner,30% AMI or less,Moderate cost burden,All
"Roanoke County, Virginia",0.0,161.0,8.0,05000US51161,51,161,D,Owner,30% AMI or less,Moderate cost burden,substandard
"Roanoke County, Virginia",320.0,129.0,9.0,05000US51161,51,161,D,Owner,30% AMI or less,Moderate cost burden,standard
"Roanoke County, Virginia",575.0,200.0,10.0,05000US51161,51,161,S,Owner,30% AMI or less,Severe cost burden,All
"Roanoke County, Virginia",15.0,29.0,11.0,05000US51161,51,161,D,Owner,30% AMI or less,Severe cost burden,substandard
"Roanoke County, Virginia",555.0,198.0,12.0,05000US51161,51,161,D,Owner,30% AMI or less,Severe cost burden,standard
"Roanoke County, Virginia",70.0,66.0,13.0,05000US51161,51,161,S,Owner,30% AMI or less,N/A,All
"Roanoke County, Virginia",0.0,161.0,14.0,05000US51161,51,161,D,Owner,30% AMI or less,N/A,substandard
"Roanoke County, Virginia",70.0,66.0,15.0,05000US51161,51,161,D,Owner,30% AMI or less,N/A,standard
"Roanoke County, Virginia",1990.0,345.0,16.0,05000US51161,51,161,S,Owner,30.1-50% AMI,All,All
"Roanoke County, Virginia",1090.0,246.0,17.0,05000US51161,51,161,S,Owner,30.1-50% AMI,No cost burden,All
"Roanoke County, Virginia",20.0,36.0,18.0,05000US51161,51,161,D,Owner,30.1-50% AMI,No cost burden,substandard
"Roanoke County, Virginia",1070.0,239.0,19.0,05000US51161,51,161,D,Owner,30.1-50% AMI,No cost burden,standard
"Roanoke County, Virginia",485.0,219.0,20.0,05000US51161,51,161,S,Owner,30.1-50% AMI,Moderate cost burden,All
"Roanoke County, Virginia",0.0,161.0,21.0,05000US51161,51,161,D,Owner,30.1-50% AMI,Moderate cost burden,substandard
"Roanoke County, Virginia",485.0,219.0,22.0,05000US51161,51,161,D,Owner,30.1-50% AMI,Moderate cost burden,standard
"Roanoke County, Virginia",415.0,156.0,23.0,05000US51161,51,161,S,Owner,30.1-50% AMI,Severe cost burden,All
"Roanoke County, Virginia",0.0,161.0,24.0,05000US51161,51,161,D,Owner,30.1-50% AMI,Severe cost burden,substandard
"Roanoke County, Virginia",415.0,156.0,25.0,05000US51161,51,161,D,Owner,30.1-50% AMI,Severe cost burden,standard
"Roanoke County, Virginia",0.0,161.0,26.0,05000US51161,51,161,S,Owner,30.1-50% AMI,N/A,All
"Roanoke County, Virginia",0.0,161.0,27.0,05000US51161,51,161,D,Owner,30.1-50% AMI,N/A,substandard
"Roanoke County, Virginia",0.0,161.0,28.0,05000US51161,51,161,D,Owner,30.1-50% AMI,N/A,standard
"Roanoke County, Virginia",3905.0,600.0,29.0,05000US51161,51,161,S,Owner,50.1-80% AMI,All,All
"Roanoke County, Virginia",2535.0,404.0,30.0,05000US51161,51,161,S,Owner,50.1-80% AMI,No cost burden,All
"Roanoke County, Virginia",0.0,161.0,31.0,05000US51161,51,161,D,Owner,50.1-80% AMI,No cost burden,substandard
"Roanoke County, Virginia",2535.0,404.0,32.0,05000US51161,51,161,D,Owner,50.1-80% AMI,No cost burden,standard
"Roanoke County, Virginia",770.0,257.0,33.0,05000US51161,51,161,S,Owner,50.1-80% AMI,Moderate cost burden,All
"Roanoke County, Virginia",0.0,161.0,34.0,05000US51161,51,161,D,Owner,50.1-80% AMI,Moderate cost burden,substandard
"Roanoke County, Virginia",770.0,257.0,35.0,05000US51161,51,161,D,Owner,50.1-80% AMI,Moderate cost burden,standard
"Roanoke County, Virginia",600.0,297.0,36.0,05000US51161,51,161,S,Owner,50.1-80% AMI,Severe cost burden,All
"Roanoke County, Virginia",0.0,161.0,37.0,05000US51161,51,161,D,Owner,50.1-80% AMI,Severe cost burden,substandard
"Roanoke County, Virginia",600.0,297.0,38.0,05000US51161,51,161,D,Owner,50.1-80% AMI,Severe cost burden,standard
"Roanoke County, Virginia",0.0,161.0,39.0,05000US51161,51,161,S,Owner,50.1-80% AMI,N/A,All
"Roanoke County, Virginia",0.0,161.0,40.0,05000US51161,51,161,D,Owner,50.1-80% AMI,N/A,substandard
"Roanoke County, Virginia",0.0,161.0,41.0,05000US51161,51,161,D,Owner,50.1-80% AMI,N/A,standard
"Roanoke County, Virginia",2310.0,434.0,42.0,05000US51161,51,161,S,Owner,80.1-95% AMI,All,All
"Roanoke County, Virginia",1660.0,348.0,43.0,05000US51161,51,161,S,Owner,80.1-95% AMI,No cost burden,All
"Roanoke County, Virginia",0.0,161.0,44.0,05000US51161,51,161,D,Owner,80.1-95% AMI,No cost burden,substandard
"Roanoke County, Virginia",1660.0,348.0,45.0,05000US51161,51,161,D,Owner,80.1-95% AMI,No cost burden,standard
"Roanoke County, Virginia",565.0,233.0,46.0,05000US51161,51,161,S,Owner,80.1-95% AMI,Moderate cost burden,All
"Roanoke County, Virginia",0.0,161.0,47.0,05000US51161,51,161,D,Owner,80.1-95% AMI,Moderate cost burden,substandard
"Roanoke County, Virginia",565.0,233.0,48.0,05000US51161,51,161,D,Owner,80.1-95% AMI,Moderate cost burden,standard
"Roanoke County, Virginia",85.0,74.0,49.0,05000US51161,51,161,S,Owner,80.1-95% AMI,Severe cost burden,All
"Roanoke County, Virginia",0.0,161.0,50.0,05000US51161,51,161,D,Owner,80.1-95% AMI,Severe cost burden,substandard
"Roanoke County, Virginia",85.0,74.0,51.0,05000US51161,51,161,D,Owner,80.1-95% AMI,Severe cost burden,standard
"Roanoke County, Virginia",0.0,161.0,52.0,05000US51161,51,161,S,Owner,80.1-95% AMI,N/A,All
"Roanoke County, Virginia",0.0,161.0,53.0,05000US51161,51,161,D,Owner,80.1-95% AMI,N/A,substandard
"Roanoke County, Virginia",0.0,161.0,54.0,05000US51161,51,161,D,Owner,80.1-95% AMI,N/A,standard
"Roanoke County, Virginia",19665.0,820.0,55.0,05000US51161,51,161,S,Owner,95.1% AMI and above,All,All
"Roanoke County, Virginia",18405.0,866.0,56.0,05000US51161,51,161,S,Owner,95.1% AMI and above,No cost burden,All
"Roanoke County, Virginia",20.0,35.0,57.0,05000US51161,51,161,D,Owner,95.1% AMI and above,No cost burden,substandard
"Roanoke County, Virginia",18385.0,859.0,58.0,05000US51161,51,161,D,Owner,95.1% AMI and above,No cost burden,standard
"Roanoke County, Virginia",1200.0,283.0,59.0,05000US51161,51,161,S,Owner,95.1% AMI and above,Moderate cost burden,All
"Roanoke County, Virginia",0.0,161.0,60.0,05000US51161,51,161,D,Owner,95.1% AMI and above,Moderate cost burden,substandard
"Roanoke County, Virginia",1200.0,283.0,61.0,05000US51161,51,161,D,Owner,95.1% AMI and above,Moderate cost burden,standard
"Roanoke County, Virginia",60.0,60.0,62.0,05000US51161,51,161,S,Owner,95.1% AMI and above,Severe cost burden,All
"Roanoke County, Virginia",0.0,161.0,63.0,05000US51161,51,161,D,Owner,95.1% AMI and above,Severe cost burden,substandard
"Roanoke County, Virginia",60.0,60.0,64.0,05000US51161,51,161,D,Owner,95.1% AMI and above,Severe cost burden,standard
"Roanoke County, Virginia",0.0,161.0,65.0,05000US51161,51,161,S,Owner,95.1% AMI and above,N/A,All
"Roanoke County, Virginia",0.0,161.0,66.0,05000US51161,51,161,D,Owner,95.1% AMI and above,N/A,substandard
"Roanoke County, Virginia",0.0,161.0,67.0,05000US51161,51,161,D,Owner,95.1% AMI and above,N/A,standard
"Roanoke County, Virginia",7630.0,748.0,68.0,05000US51161,51,161,S,Renter,All,All,All
"Roanoke County, Virginia",1280.0,387.0,69.0,05000US51161,51,161,S,Renter,30% AMI or less,All,All
"Roanoke County, Virginia",110.0,78.0,70.0,05000US51161,51,161,S,Renter,30% AMI or less,No cost burden,All
"Roanoke County, Virginia",0.0,161.0,71.0,05000US51161,51,161,D,Renter,30% AMI or less,No cost burden,substandard
"Roanoke County, Virginia",110.0,78.0,72.0,05000US51161,51,161,D,Renter,30% AMI or less,No cost burden,standard
"Roanoke County, Virginia",60.0,75.0,73.0,05000US51161,51,161,S,Renter,30% AMI or less,Moderate cost burden,All
"Roanoke County, Virginia",0.0,161.0,74.0,05000US51161,51,161,D,Renter,30% AMI or less,Moderate cost burden,substandard
"Roanoke County, Virginia",60.0,75.0,75.0,05000US51161,51,161,D,Renter,30% AMI or less,Moderate cost burden,standard
"Roanoke County, Virginia",920.0,375.0,76.0,05000US51161,51,161,S,Renter,30% AMI or less,Severe cost burden,All
