name,estimate,margin_of_error,order,geoid,st,cnty,Line_Type,Tenure,Household_Income,Cost_Burden,Substandard
"Scott County, Virginia",10055.0,307.0,1.0,05000US51169,51,169,T,All,All,All,All
"Scott County, Virginia",7620.0,353.0,2.0,05000US51169,51,169,S,Owner,All,All,All
"Scott County, Virginia",765.0,210.0,3.0,05000US51169,51,169,S,Owner,30% AMI or less,All,All
"Scott County, Virginia",330.0,133.0,4.0,05000US51169,51,169,S,Owner,30% AMI or less,No cost burden,All
"Scott County, Virginia",0.0,161.0,5.0,05000US51169,51,169,D,Owner,30% AMI or less,No cost burden,substandard
"Scott County, Virginia",330.0,133.0,6.0,05000US51169,51,169,D,Owner,30% AMI or less,No cost burden,standard
"Scott County, Virginia",250.0,129.0,7.0,05000US51169,51,169,S,Owner,30% AMI or less,Moderate cost burden,All
"Scott County, Virginia",25.0,45.0,8.0,05000US51169,51,169,D,Owner,30% AMI or less,Moderate cost burden,substandard
"Scott County, Virginia",225.0,114.0,9.0,05000US51169,51,169,D,Owner,30% AMI or less,Moderate cost burden,standard
"Scott County, Virginia",175.0,118.0,10.0,05000US51169,51,169,S,Owner,30% AMI or less,Severe cost burden,All
"Scott County, Virginia",0.0,161.0,11.0,05000US51169,51,169,D,Owner,30% AMI or less,Severe cost burden,substandard
"Scott County, Virginia",175.0,118.0,12.0,05000US51169,51,169,D,Owner,30% AMI or less,Severe cost burden,standard
"Scott County, Virginia",4.0,11.0,13.0,05000US51169,51,169,S,Owner,30% AMI or less,N/A,All
"Scott County, Virginia",0.0,161.0,14.0,05000US51169,51,169,D,Owner,30% AMI or less,N/A,substandard
"Scott County, Virginia",4.0,11.0,15.0,05000US51169,51,169,D,Owner,30% AMI or less,N/A,standard
"Scott County, Virginia",1275.0,243.0,16.0,05000US51169,51,169,S,Owner,30.1-50% AMI,All,All
"Scott County, Virginia",985.0,204.0,17.0,05000US51169,51,169,S,Owner,30.1-50% AMI,No cost burden,All
"Scott County, Virginia",20.0,30.0,18.0,05000US51169,51,169,D,Owner,30.1-50% AMI,No cost burden,substandard
"Scott County, Virginia",965.0,205.0,19.0,05000US51169,51,169,D,Owner,30.1-50% AMI,No cost burden,standard
"Scott County, Virginia",215.0,114.0,20.0,05000US51169,51,169,S,Owner,30.1-50% AMI,Moderate cost burden,All
"Scott County, Virginia",0.0,161.0,21.0,05000US51169,51,169,D,Owner,30.1-50% AMI,Moderate cost burden,substandard
"Scott County, Virginia",215.0,114.0,22.0,05000US51169,51,169,D,Owner,30.1-50% AMI,Moderate cost burden,standard
"Scott County, Virginia",70.0,53.0,23.0,05000US51169,51,169,S,Owner,30.1-50% AMI,Severe cost burden,All
"Scott County, Virginia",0.0,161.0,24.0,05000US51169,51,169,D,Owner,30.1-50% AMI,Severe cost burden,substandard
"Scott County, Virginia",70.0,53.0,25.0,05000US51169,51,169,D,Owner,30.1-50% AMI,Severe cost burden,standard
"Scott County, Virginia",0.0,161.0,26.0,05000US51169,51,169,S,Owner,30.1-50% AMI,N/A,All
"Scott County, Virginia",0.0,161.0,27.0,05000US51169,51,169,D,Owner,30.1-50% AMI,N/A,substandard
"Scott County, Virginia",0.0,161.0,28.0,05000US51169,51,169,D,Owner,30.1-50% AMI,N/A,standard
"Scott County, Virginia",1525.0,317.0,29.0,05000US51169,51,169,S,Owner,50.1-80% AMI,All,All
"Scott County, Virginia",1305.0,279.0,30.0,05000US51169,51,169,S,Owner,50.1-80% AMI,No cost burden,All
"Scott County, Virginia",0.0,161.0,31.0,05000US51169,51,169,D,Owner,50.1-80% AMI,No cost burden,substandard
"Scott County, Virginia",1305.0,279.0,32.0,05000US51169,51,169,D,Owner,50.1-80% AMI,No cost burden,standard
"Scott County, Virginia",215.0,162.0,33.0,05000US51169,51,169,S,Owner,50.1-80% AMI,Moderate cost burden,All
"Scott County, Virginia",0.0,161.0,34.0,05000US51169,51,169,D,Owner,50.1-80% AMI,Moderate cost burden,substandard
"Scott County, Virginia",215.0,162.0,35.0,05000US51169,51,169,D,Owner,50.1-80% AMI,Moderate cost burden,standard
"Scott County, Virginia",4.0,10.0,36.0,05000US51169,51,169,S,Owner,50.1-80% AMI,Severe cost burden,All
"Scott County, Virginia",0.0,161.0,37.0,05000US51169,51,169,D,Owner,50.1-80% AMI,Severe cost burden,substandard
"Scott County, Virginia",4.0,10.0,38.0,05000US51169,51,169,D,Owner,50.1-80% AMI,Severe cost burden,standard
"Scott County, Virginia",0.0,161.0,39.0,05000US51169,51,169,S,Owner,50.1-80% AMI,N/A,All
"Scott County, Virginia",0.0,161.0,40.0,05000US51169,51,169,D,Owner,50.1-80% AMI,N/A,substandard
"Scott County, Virginia",0.0,161.0,41.0,05000US51169,51,169,D,Owner,50.1-80% AMI,N/A,standard
"Scott County, Virginia",690.0,199.0,42.0,05000US51169,51,169,S,Owner,80.1-95% AMI,All,All
"Scott County, Virginia",635.0,185.0,43.0,05000US51169,51,169,S,Owner,80.1-95% AMI,No cost burden,All
"Scott County, Virginia",0.0,161.0,44.0,05000US51169,51,169,D,Owner,80.1-95% AMI,No cost burden,substandard
"Scott County, Virginia",635.0,185.0,45.0,05000US51169,51,169,D,Owner,80.1-95% AMI,No cost burden,standard
"Scott County, Virginia",55.0,77.0,46.0,05000US51169,51,169,S,Owner,80.1-95% AMI,Moderate cost burden,All
"Scott County, Virginia",0.0,161.0,47.0,05000US51169,51,169,D,Owner,80.1-95% AMI,Moderate cost burden,substandard
"Scott County, Virginia",55.0,77.0,48.0,05000US51169,51,169,D,Owner,80.1-95% AMI,Moderate cost burden,standard
"Scott County, Virginia",0.0,161.0,49.0,05000US51169,51,169,S,Owner,80.1-95% AMI,Severe cost burden,All
"Scott County, Virginia",0.0,161.0,50.0,05000US51169,51,169,D,Owner,80.1-95% AMI,Severe cost burden,substandard
"Scott County, Virginia",0.0,161.0,51.0,05000US51169,51,169,D,Owner,80.1-95% AMI,Severe cost burden,standard
