name,estimate,margin_of_error,order,geoid,st,cnty,Line_Type,Tenure,Household_Income,Cost_Burden,Substandard
"Isle of Wight County, Virginia",13575.0,252.0,1.0,05000US51093,51,093,T,All,All,All,All
"Isle of Wight County, Virginia",11025.0,445.0,2.0,05000US51093,51,093,S,Owner,All,All,All
"Isle of Wight County, Virginia",830.0,254.0,3.0,05000US51093,51,093,S,Owner,30% AMI or less,All,All
"Isle of Wight County, Virginia",135.0,88.0,4.0,05000US51093,51,093,S,Owner,30% AMI or less,No cost burden,All
"Isle of Wight County, Virginia",25.0,40.0,5.0,05000US51093,51,093,D,Owner,30% AMI or less,No cost burden,substandard
"Isle of Wight County, Virginia",110.0,78.0,6.0,05000US51093,51,093,D,Owner,30% AMI or less,No cost burden,standard
"Isle of Wight County, Virginia",155.0,107.0,7.0,05000US51093,51,093,S,Owner,30% AMI or less,Moderate cost burden,All
"Isle of Wight County, Virginia",0.0,161.0,8.0,05000US51093,51,093,D,Owner,30% AMI or less,Moderate cost burden,substandard
"Isle of Wight County, Virginia",155.0,107.0,9.0,05000US51093,51,093,D,Owner,30% AMI or less,Moderate cost burden,standard
"Isle of Wight County, Virginia",540.0,214.0,10.0,05000US51093,51,093,S,Owner,30% AMI or less,Severe cost burden,All
"Isle of Wight County, Virginia",20.0,43.0,11.0,05000US51093,51,093,D,Owner,30% AMI or less,Severe cost burden,substandard
"Isle of Wight County, Virginia",520.0,209.0,12.0,05000US51093,51,093,D,Owner,30% AMI or less,Severe cost burden,standard
"Isle of Wight County, Virginia",0.0,161.0,13.0,05000US51093,51,093,S,Owner,30% AMI or less,N/A,All
"Isle of Wight County, Virginia",0.0,161.0,14.0,05000US51093,51,093,D,Owner,30% AMI or less,N/A,substandard
"Isle of Wight County, Virginia",0.0,161.0,15.0,05000US51093,51,093,D,Owner,30% AMI or less,N/A,standard
"Isle of Wight County, Virginia",1135.0,241.0,16.0,05000US51093,51,093,S,Owner,30.1-50% AMI,All,All
"Isle of Wight County, Virginia",695.0,204.0,17.0,05000US51093,51,093,S,Owner,30.1-50% AMI,No cost burden,All
"Isle of Wight County, Virginia",0.0,161.0,18.0,05000US51093,51,093,D,Owner,30.1-50% AMI,No cost burden,substandard
"Isle of Wight County, Virginia",695.0,204.0,19.0,05000US51093,51,093,D,Owner,30.1-50% AMI,No cost burden,standard
"Isle of Wight County, Virginia",310.0,159.0,20.0,05000US51093,51,093,S,Owner,30.1-50% AMI,Moderate cost burden,All
"Isle of Wight County, Virginia",0.0,161.0,21.0,05000US51093,51,093,D,Owner,30.1-50% AMI,Moderate cost burden,substandard
"Isle of Wight County, Virginia",310.0,159.0,22.0,05000US51093,51,093,D,Owner,30.1-50% AMI,Moderate cost burden,standard
"Isle of Wight County, Virginia",130.0,85.0,23.0,05000US51093,51,093,S,Owner,30.1-50% AMI,Severe cost burden,All
"Isle of Wight County, Virginia",0.0,161.0,24.0,05000US51093,51,093,D,Owner,30.1-50% AMI,Severe cost burden,substandard
