name,estimate,margin_of_error,order,geoid,st,cnty,Line_Type,Tenure,Household_Income,Cost_Burden,Substandard
"Fluvanna County, Virginia",9330.0,251.0,1.0,05000US51065,51,065,T,All,All,All,All
"Fluvanna County, Virginia",7440.0,473.0,2.0,05000US51065,51,065,S,Owner,All,All,All
"Fluvanna County, Virginia",670.0,275.0,3.0,05000US51065,51,065,S,Owner,30% AMI or less,All,All
"Fluvanna County, Virginia",200.0,126.0,4.0,05000US51065,51,065,S,Owner,30% AMI or less,No cost burden,All
"Fluvanna County, Virginia",0.0,161.0,5.0,05000US51065,51,065,D,Owner,30% AMI or less,No cost burden,substandard
"Fluvanna County, Virginia",200.0,126.0,6.0,05000US51065,51,065,D,Owner,30% AMI or less,No cost burden,standard
"Fluvanna County, Virginia",205.0,159.0,7.0,05000US51065,51,065,S,Owner,30% AMI or less,Moderate cost burden,All
"Fluvanna County, Virginia",0.0,161.0,8.0,05000US51065,51,065,D,Owner,30% AMI or less,Moderate cost burden,substandard
"Fluvanna County, Virginia",205.0,159.0,9.0,05000US51065,51,065,D,Owner,30% AMI or less,Moderate cost burden,standard
"Fluvanna County, Virginia",255.0,175.0,10.0,05000US51065,51,065,S,Owner,30% AMI or less,Severe cost burden,All
"Fluvanna County, Virginia",0.0,161.0,11.0,05000US51065,51,065,D,Owner,30% AMI or less,Severe cost burden,substandard
"Fluvanna County, Virginia",255.0,175.0,12.0,05000US51065,51,065,D,Owner,30% AMI or less,Severe cost burden,standard
"Fluvanna County, Virginia",10.0,17.0,13.0,05000US51065,51,065,S,Owner,30% AMI or less,N/A,All
"Fluvanna County, Virginia",0.0,161.0,14.0,05000US51065,51,065,D,Owner,30% AMI or less,N/A,substandard
"Fluvanna County, Virginia",10.0,17.0,15.0,05000US51065,51,065,D,Owner,30% AMI or less,N/A,standard
"Fluvanna County, Virginia",540.0,206.0,16.0,05000US51065,51,065,S,Owner,30.1-50% AMI,All,All
"Fluvanna County, Virginia",385.0,170.0,17.0,05000US51065,51,065,S,Owner,30.1-50% AMI,No cost burden,All
"Fluvanna County, Virginia",0.0,161.0,18.0,05000US51065,51,065,D,Owner,30.1-50% AMI,No cost burden,substandard
