name,estimate,margin_of_error,order,geoid,st,cnty,Line_Type,Tenure,Household_Income,Cost_Burden,Substandard
"Campbell County, Virginia",21800.0,371.0,1.0,05000US51031,51,031,T,All,All,All,All
"Campbell County, Virginia",16340.0,650.0,2.0,05000US51031,51,031,S,Owner,All,All,All
"Campbell County, Virginia",1385.0,325.0,3.0,05000US51031,51,031,S,Owner,30% AMI or less,All,All
"Campbell County, Virginia",350.0,192.0,4.0,05000US51031,51,031,S,Owner,30% AMI or less,No cost burden,All
"Campbell County, Virginia",0.0,161.0,5.0,05000US51031,51,031,D,Owner,30% AMI or less,No cost burden,substandard
"Campbell County, Virginia",350.0,192.0,6.0,05000US51031,51,031,D,Owner,30% AMI or less,No cost burden,standard
"Campbell County, Virginia",385.0,169.0,7.0,05000US51031,51,031,S,Owner,30% AMI or less,Moderate cost burden,All
"Campbell County, Virginia",0.0,161.0,8.0,05000US51031,51,031,D,Owner,30% AMI or less,Moderate cost burden,substandard
"Campbell County, Virginia",385.0,169.0,9.0,05000US51031,51,031,D,Owner,30% AMI or less,Moderate cost burden,standard
"Campbell County, Virginia",595.0,224.0,10.0,05000US51031,51,031,S,Owner,30% AMI or less,Severe cost burden,All
"Campbell County, Virginia",0.0,161.0,11.0,05000US51031,51,031,D,Owner,30% AMI or less,Severe cost burden,substandard
"Campbell County, Virginia",595.0,224.0,12.0,05000US51031,51,031,D,Owner,30% AMI or less,Severe cost burden,standard
"Campbell County, Virginia",55.0,53.0,13.0,05000US51031,51,031,S,Owner,30% AMI or less,N/A,All
"Campbell County, Virginia",0.0,161.0,14.0,05000US51031,51,031,D,Owner,30% AMI or less,N/A,substandard
"Campbell County, Virginia",55.0,53.0,15.0,05000US51031,51,031,D,Owner,30% AMI or less,N/A,standard
"Campbell County, Virginia",1540.0,287.0,16.0,05000US51031,51,031,S,Owner,30.1-50% AMI,All,All
"Campbell County, Virginia",1045.0,240.0,17.0,05000US51031,51,031,S,Owner,30.1-50% AMI,No cost burden,All
"Campbell County, Virginia",0.0,161.0,18.0,05000US51031,51,031,D,Owner,30.1-50% AMI,No cost burden,substandard
"Campbell County, Virginia",1045.0,240.0,19.0,05000US51031,51,031,D,Owner,30.1-50% AMI,No cost burden,standard
"Campbell County, Virginia",235.0,122.0,20.0,05000US51031,51,031,S,Owner,30.1-50% AMI,Moderate cost burden,All
"Campbell County, Virginia",0.0,161.0,21.0,05000US51031,51,031,D,Owner,30.1-50% AMI,Moderate cost burden,substandard
"Campbell County, Virginia",235.0,122.0,22.0,05000US51031,51,031,D,Owner,30.1-50% AMI,Moderate cost burden,standard
"Campbell County, Virginia",265.0,137.0,23.0,05000US51031,51,031,S,Owner,30.1-50% AMI,Severe cost burden,All
