name,estimate,margin_of_error,order,geoid,st,cnty,Line_Type,Tenure,Housing_Problems,Household_Income
"Prince Edward County, Virginia",6720.0,372.0,1.0,05000US51147,51,147,T,All,All,All
"Prince Edward County, Virginia",4340.0,363.0,2.0,05000US51147,51,147,S,Owner,All,All
"Prince Edward County, Virginia",1330.0,315.0,3.0,05000US51147,51,147,S,Owner,Yes,All
"Prince Edward County, Virginia",160.0,109.0,4.0,05000US51147,51,147,D,Owner,Yes,<=20% AMI
"Prince Edward County, Virginia",265.0,153.0,5.0,05000US51147,51,147,D,Owner,Yes,20.1-30% AMI
"Prince Edward County, Virginia",35.0,48.0,6.0,05000US51147,51,147,D,Owner,Yes,30.1-40% AMI
"Prince Edward County, Virginia",30.0,42.0,7.0,05000US51147,51,147,D,Owner,Yes,40.1-50% AMI
"Prince Edward County, Virginia",105.0,104.0,8.0,05000US51147,51,147,D,Owner,Yes,50.1-60% AMI
"Prince Edward County, Virginia",200.0,208.0,9.0,05000US51147,51,147,D,Owner,Yes,60.1-65% AMI
"Prince Edward County, Virginia",200.0,156.0,10.0,05000US51147,51,147,D,Owner,Yes,65.1-80% AMI
"Prince Edward County, Virginia",135.0,115.0,11.0,05000US51147,51,147,D,Owner,Yes,80.1-95% AMI
"Prince Edward County, Virginia",35.0,59.0,12.0,05000US51147,51,147,D,Owner,Yes,95.1-100% AMI
"Prince Edward County, Virginia",0.0,161.0,13.0,05000US51147,51,147,D,Owner,Yes,100.1-115% AMI
"Prince Edward County, Virginia",20.0,39.0,14.0,05000US51147,51,147,D,Owner,Yes,115.1-120% AMI
"Prince Edward County, Virginia",100.0,94.0,15.0,05000US51147,51,147,D,Owner,Yes,120.1-140% AMI
"Prince Edward County, Virginia",50.0,60.0,16.0,05000US51147,51,147,D,Owner,Yes,>140% AMI
"Prince Edward County, Virginia",2955.0,346.0,17.0,05000US51147,51,147,S,Owner,No,All
"Prince Edward County, Virginia",10.0,21.0,18.0,05000US51147,51,147,D,Owner,No,<=20% AMI
"Prince Edward County, Virginia",110.0,124.0,19.0,05000US51147,51,147,D,Owner,No,20.1-30% AMI
"Prince Edward County, Virginia",50.0,54.0,20.0,05000US51147,51,147,D,Owner,No,30.1-40% AMI
"Prince Edward County, Virginia",75.0,98.0,21.0,05000US51147,51,147,D,Owner,No,40.1-50% AMI
"Prince Edward County, Virginia",110.0,87.0,22.0,05000US51147,51,147,D,Owner,No,50.1-60% AMI
"Prince Edward County, Virginia",125.0,97.0,23.0,05000US51147,51,147,D,Owner,No,60.1-65% AMI
"Prince Edward County, Virginia",215.0,140.0,24.0,05000US51147,51,147,D,Owner,No,65.1-80% AMI
"Prince Edward County, Virginia",200.0,137.0,25.0,05000US51147,51,147,D,Owner,No,80.1-95% AMI
"Prince Edward County, Virginia",40.0,50.0,26.0,05000US51147,51,147,D,Owner,No,95.1-100% AMI
"Prince Edward County, Virginia",180.0,106.0,27.0,05000US51147,51,147,D,Owner,No,100.1-115% AMI
"Prince Edward County, Virginia",100.0,85.0,28.0,05000US51147,51,147,D,Owner,No,115.1-120% AMI
"Prince Edward County, Virginia",265.0,151.0,29.0,05000US51147,51,147,D,Owner,No,120.1-140% AMI
"Prince Edward County, Virginia",1480.0,282.0,30.0,05000US51147,51,147,D,Owner,No,>140% AMI
"Prince Edward County, Virginia",55.0,55.0,31.0,05000US51147,51,147,S,Owner,N/A,All
"Prince Edward County, Virginia",55.0,55.0,32.0,05000US51147,51,147,D,Owner,N/A,<=20% AMI
"Prince Edward County, Virginia",0.0,161.0,33.0,05000US51147,51,147,D,Owner,N/A,20.1-30% AMI
"Prince Edward County, Virginia",0.0,161.0,34.0,05000US51147,51,147,D,Owner,N/A,30.1-40% AMI
"Prince Edward County, Virginia",0.0,161.0,35.0,05000US51147,51,147,D,Owner,N/A,40.1-50% AMI
"Prince Edward County, Virginia",0.0,161.0,36.0,05000US51147,51,147,D,Owner,N/A,50.1-60% AMI
"Prince Edward County, Virginia",0.0,161.0,37.0,05000US51147,51,147,D,Owner,N/A,60.1-65% AMI
"Prince Edward County, Virginia",0.0,161.0,38.0,05000US51147,51,147,D,Owner,N/A,65.1-80% AMI
"Prince Edward County, Virginia",0.0,161.0,39.0,05000US51147,51,147,D,Owner,N/A,80.1-95% AMI
"Prince Edward County, Virginia",0.0,161.0,40.0,05000US51147,51,147,D,Owner,N/A,95.1-100% AMI
"Prince Edward County, Virginia",0.0,161.0,41.0,05000US51147,51,147,D,Owner,N/A,100.1-115% AMI
"Prince Edward County, Virginia",0.0,161.0,42.0,05000US51147,51,147,D,Owner,N/A,115.1-120% AMI
"Prince Edward County, Virginia",0.0,161.0,43.0,05000US51147,51,147,D,Owner,N/A,120.1-140% AMI
"Prince Edward County, Virginia",0.0,161.0,44.0,05000US51147,51,147,D,Owner,N/A,>140% AMI
"Prince Edward County, Virginia",2380.0,390.0,45.0,05000US51147,51,147,S,Renter,All,All
"Prince Edward County, Virginia",1005.0,307.0,46.0,05000US51147,51,147,S,Renter,Yes,All
"Prince Edward County, Virginia",155.0,99.0,47.0,05000US51147,51,147,D,Renter,Yes,<=20% AMI
"Prince Edward County, Virginia",255.0,171.0,48.0,05000US51147,51,147,D,Renter,Yes,20.1-30% AMI
"Prince Edward County, Virginia",105.0,107.0,49.0,05000US51147,51,147,D,Renter,Yes,30.1-40% AMI
"Prince Edward County, Virginia",210.0,173.0,50.0,05000US51147,51,147,D,Renter,Yes,40.1-50% AMI
"Prince Edward County, Virginia",40.0,57.0,51.0,05000US51147,51,147,D,Renter,Yes,50.1-60% AMI
"Prince Edward County, Virginia",0.0,161.0,52.0,05000US51147,51,147,D,Renter,Yes,60.1-65% AMI
"Prince Edward County, Virginia",120.0,106.0,53.0,05000US51147,51,147,D,Renter,Yes,65.1-80% AMI
"Prince Edward County, Virginia",55.0,73.0,54.0,05000US51147,51,147,D,Renter,Yes,80.1-95% AMI
"Prince Edward County, Virginia",0.0,161.0,55.0,05000US51147,51,147,D,Renter,Yes,95.1-100% AMI
"Prince Edward County, Virginia",0.0,161.0,56.0,05000US51147,51,147,D,Renter,Yes,100.1-115% AMI
"Prince Edward County, Virginia",0.0,161.0,57.0,05000US51147,51,147,D,Renter,Yes,115.1-120% AMI
"Prince Edward County, Virginia",65.0,88.0,58.0,05000US51147,51,147,D,Renter,Yes,120.1-140% AMI
"Prince Edward County, Virginia",0.0,161.0,59.0,05000US51147,51,147,D,Renter,Yes,>140% AMI
"Prince Edward County, Virginia",1135.0,338.0,60.0,05000US51147,51,147,S,Renter,No,All
"Prince Edward County, Virginia",0.0,161.0,61.0,05000US51147,51,147,D,Renter,No,<=20% AMI
"Prince Edward County, Virginia",70.0,78.0,62.0,05000US51147,51,147,D,Renter,No,20.1-30% AMI
"Prince Edward County, Virginia",50.0,61.0,63.0,05000US51147,51,147,D,Renter,No,30.1-40% AMI
"Prince Edward County, Virginia",15.0,29.0,64.0,05000US51147,51,147,D,Renter,No,40.1-50% AMI
"Prince Edward County, Virginia",90.0,106.0,65.0,05000US51147,51,147,D,Renter,No,50.1-60% AMI
"Prince Edward County, Virginia",70.0,89.0,66.0,05000US51147,51,147,D,Renter,No,60.1-65% AMI
"Prince Edward County, Virginia",55.0,64.0,67.0,05000US51147,51,147,D,Renter,No,65.1-80% AMI
"Prince Edward County, Virginia",105.0,98.0,68.0,05000US51147,51,147,D,Renter,No,80.1-95% AMI
"Prince Edward County, Virginia",30.0,44.0,69.0,05000US51147,51,147,D,Renter,No,95.1-100% AMI
"Prince Edward County, Virginia",240.0,171.0,70.0,05000US51147,51,147,D,Renter,No,100.1-115% AMI
"Prince Edward County, Virginia",50.0,70.0,71.0,05000US51147,51,147,D,Renter,No,115.1-120% AMI
"Prince Edward County, Virginia",255.0,203.0,72.0,05000US51147,51,147,D,Renter,No,120.1-140% AMI
"Prince Edward County, Virginia",100.0,77.0,73.0,05000US51147,51,147,D,Renter,No,>140% AMI
"Prince Edward County, Virginia",245.0,156.0,74.0,05000US51147,51,147,S,Renter,N/A,All
"Prince Edward County, Virginia",45.0,62.0,75.0,05000US51147,51,147,D,Renter,N/A,<=20% AMI
"Prince Edward County, Virginia",10.0,23.0,76.0,05000US51147,51,147,D,Renter,N/A,20.1-30% AMI
"Prince Edward County, Virginia",55.0,83.0,77.0,05000US51147,51,147,D,Renter,N/A,30.1-40% AMI
"Prince Edward County, Virginia",0.0,161.0,78.0,05000US51147,51,147,D,Renter,N/A,40.1-50% AMI
"Prince Edward County, Virginia",20.0,36.0,79.0,05000US51147,51,147,D,Renter,N/A,50.1-60% AMI
"Prince Edward County, Virginia",35.0,61.0,80.0,05000US51147,51,147,D,Renter,N/A,60.1-65% AMI
"Prince Edward County, Virginia",0.0,161.0,81.0,05000US51147,51,147,D,Renter,N/A,65.1-80% AMI
"Prince Edward County, Virginia",0.0,161.0,82.0,05000US51147,51,147,D,Renter,N/A,80.1-95% AMI
"Prince Edward County, Virginia",0.0,161.0,83.0,05000US51147,51,147,D,Renter,N/A,95.1-100% AMI
"Prince Edward County, Virginia",75.0,99.0,84.0,05000US51147,51,147,D,Renter,N/A,100.1-115% AMI
"Prince Edward County, Virginia",0.0,161.0,85.0,05000US51147,51,147,D,Renter,N/A,115.1-120% AMI
"Prince Edward County, Virginia",0.0,161.0,86.0,05000US51147,51,147,D,Renter,N/A,120.1-140% AMI
"Prince Edward County, Virginia",0.0,161.0,87.0,05000US51147,51,147,D,Renter,N/A,>140% AMI
