name,estimate,margin_of_error,order,geoid,st,cnty,Line_Type,Tenure,Housing_Problems,Household_Income
"York County, Virginia",22815.0,483.0,1.0,05000US51199,51,199,T,All,All,All
"York County, Virginia",17535.0,615.0,2.0,05000US51199,51,199,S,Owner,All,All
"York County, Virginia",3485.0,465.0,3.0,05000US51199,51,199,S,Owner,Yes,All
"York County, Virginia",190.0,99.0,4.0,05000US51199,51,199,D,Owner,Yes,<=20% AMI
"York County, Virginia",140.0,118.0,5.0,05000US51199,51,199,D,Owner,Yes,20.1-30% AMI
"York County, Virginia",230.0,187.0,6.0,05000US51199,51,199,D,Owner,Yes,30.1-40% AMI
"York County, Virginia",235.0,127.0,7.0,05000US51199,51,199,D,Owner,Yes,40.1-50% AMI
"York County, Virginia",135.0,85.0,8.0,05000US51199,51,199,D,Owner,Yes,50.1-60% AMI
"York County, Virginia",235.0,155.0,9.0,05000US51199,51,199,D,Owner,Yes,60.1-65% AMI
"York County, Virginia",260.0,143.0,10.0,05000US51199,51,199,D,Owner,Yes,65.1-80% AMI
"York County, Virginia",400.0,157.0,11.0,05000US51199,51,199,D,Owner,Yes,80.1-95% AMI
"York County, Virginia",55.0,45.0,12.0,05000US51199,51,199,D,Owner,Yes,95.1-100% AMI
"York County, Virginia",275.0,116.0,13.0,05000US51199,51,199,D,Owner,Yes,100.1-115% AMI
"York County, Virginia",205.0,113.0,14.0,05000US51199,51,199,D,Owner,Yes,115.1-120% AMI
"York County, Virginia",480.0,173.0,15.0,05000US51199,51,199,D,Owner,Yes,120.1-140% AMI
"York County, Virginia",645.0,191.0,16.0,05000US51199,51,199,D,Owner,Yes,>140% AMI
"York County, Virginia",14020.0,735.0,17.0,05000US51199,51,199,S,Owner,No,All
"York County, Virginia",0.0,161.0,18.0,05000US51199,51,199,D,Owner,No,<=20% AMI
"York County, Virginia",80.0,97.0,19.0,05000US51199,51,199,D,Owner,No,20.1-30% AMI
"York County, Virginia",220.0,126.0,20.0,05000US51199,51,199,D,Owner,No,30.1-40% AMI
"York County, Virginia",150.0,91.0,21.0,05000US51199,51,199,D,Owner,No,40.1-50% AMI
"York County, Virginia",160.0,64.0,22.0,05000US51199,51,199,D,Owner,No,50.1-60% AMI
"York County, Virginia",45.0,34.0,23.0,05000US51199,51,199,D,Owner,No,60.1-65% AMI
"York County, Virginia",495.0,184.0,24.0,05000US51199,51,199,D,Owner,No,65.1-80% AMI
"York County, Virginia",560.0,162.0,25.0,05000US51199,51,199,D,Owner,No,80.1-95% AMI
