name,estimate,margin_of_error,order,geoid,st,cnty,Line_Type,Tenure,Housing_Problems,Household_Income
"Hanover County, Virginia",35485.0,484.0,1.0,05000US51085,51,085,T,All,All,All
"Hanover County, Virginia",29775.0,594.0,2.0,05000US51085,51,085,S,Owner,All,All
"Hanover County, Virginia",6250.0,581.0,3.0,05000US51085,51,085,S,Owner,Yes,All
"Hanover County, Virginia",750.0,253.0,4.0,05000US51085,51,085,D,Owner,Yes,<=20% AMI
"Hanover County, Virginia",420.0,154.0,5.0,05000US51085,51,085,D,Owner,Yes,20.1-30% AMI
"Hanover County, Virginia",365.0,125.0,6.0,05000US51085,51,085,D,Owner,Yes,30.1-40% AMI
"Hanover County, Virginia",455.0,191.0,7.0,05000US51085,51,085,D,Owner,Yes,40.1-50% AMI
"Hanover County, Virginia",330.0,125.0,8.0,05000US51085,51,085,D,Owner,Yes,50.1-60% AMI
"Hanover County, Virginia",190.0,118.0,9.0,05000US51085,51,085,D,Owner,Yes,60.1-65% AMI
"Hanover County, Virginia",730.0,214.0,10.0,05000US51085,51,085,D,Owner,Yes,65.1-80% AMI
"Hanover County, Virginia",625.0,217.0,11.0,05000US51085,51,085,D,Owner,Yes,80.1-95% AMI
"Hanover County, Virginia",265.0,151.0,12.0,05000US51085,51,085,D,Owner,Yes,95.1-100% AMI
"Hanover County, Virginia",705.0,212.0,13.0,05000US51085,51,085,D,Owner,Yes,100.1-115% AMI
"Hanover County, Virginia",125.0,118.0,14.0,05000US51085,51,085,D,Owner,Yes,115.1-120% AMI
"Hanover County, Virginia",620.0,218.0,15.0,05000US51085,51,085,D,Owner,Yes,120.1-140% AMI
"Hanover County, Virginia",670.0,186.0,16.0,05000US51085,51,085,D,Owner,Yes,>140% AMI
"Hanover County, Virginia",23435.0,763.0,17.0,05000US51085,51,085,S,Owner,No,All
"Hanover County, Virginia",85.0,83.0,18.0,05000US51085,51,085,D,Owner,No,<=20% AMI
"Hanover County, Virginia",170.0,90.0,19.0,05000US51085,51,085,D,Owner,No,20.1-30% AMI
"Hanover County, Virginia",280.0,136.0,20.0,05000US51085,51,085,D,Owner,No,30.1-40% AMI
"Hanover County, Virginia",510.0,191.0,21.0,05000US51085,51,085,D,Owner,No,40.1-50% AMI
"Hanover County, Virginia",825.0,248.0,22.0,05000US51085,51,085,D,Owner,No,50.1-60% AMI
"Hanover County, Virginia",230.0,113.0,23.0,05000US51085,51,085,D,Owner,No,60.1-65% AMI
"Hanover County, Virginia",910.0,271.0,24.0,05000US51085,51,085,D,Owner,No,65.1-80% AMI
"Hanover County, Virginia",1435.0,335.0,25.0,05000US51085,51,085,D,Owner,No,80.1-95% AMI
"Hanover County, Virginia",485.0,195.0,26.0,05000US51085,51,085,D,Owner,No,95.1-100% AMI
"Hanover County, Virginia",1895.0,350.0,27.0,05000US51085,51,085,D,Owner,No,100.1-115% AMI
"Hanover County, Virginia",795.0,204.0,28.0,05000US51085,51,085,D,Owner,No,115.1-120% AMI
"Hanover County, Virginia",2720.0,380.0,29.0,05000US51085,51,085,D,Owner,No,120.1-140% AMI
"Hanover County, Virginia",13095.0,718.0,30.0,05000US51085,51,085,D,Owner,No,>140% AMI
"Hanover County, Virginia",90.0,76.0,31.0,05000US51085,51,085,S,Owner,N/A,All
"Hanover County, Virginia",90.0,76.0,32.0,05000US51085,51,085,D,Owner,N/A,<=20% AMI
"Hanover County, Virginia",0.0,161.0,33.0,05000US51085,51,085,D,Owner,N/A,20.1-30% AMI
"Hanover County, Virginia",0.0,161.0,34.0,05000US51085,51,085,D,Owner,N/A,30.1-40% AMI
"Hanover County, Virginia",0.0,161.0,35.0,05000US51085,51,085,D,Owner,N/A,40.1-50% AMI
"Hanover County, Virginia",0.0,161.0,36.0,05000US51085,51,085,D,Owner,N/A,50.1-60% AMI
"Hanover County, Virginia",0.0,161.0,37.0,05000US51085,51,085,D,Owner,N/A,60.1-65% AMI
"Hanover County, Virginia",0.0,161.0,38.0,05000US51085,51,085,D,Owner,N/A,65.1-80% AMI
"Hanover County, Virginia",0.0,161.0,39.0,05000US51085,51,085,D,Owner,N/A,80.1-95% AMI
"Hanover County, Virginia",0.0,161.0,40.0,05000US51085,51,085,D,Owner,N/A,95.1-100% AMI
"Hanover County, Virginia",0.0,161.0,41.0,05000US51085,51,085,D,Owner,N/A,100.1-115% AMI
"Hanover County, Virginia",0.0,161.0,42.0,05000US51085,51,085,D,Owner,N/A,115.1-120% AMI
"Hanover County, Virginia",0.0,161.0,43.0,05000US51085,51,085,D,Owner,N/A,120.1-140% AMI
"Hanover County, Virginia",0.0,161.0,44.0,05000US51085,51,085,D,Owner,N/A,>140% AMI
"Hanover County, Virginia",5705.0,551.0,45.0,05000US51085,51,085,S,Renter,All,All
"Hanover County, Virginia",2150.0,428.0,46.0,05000US51085,51,085,S,Renter,Yes,All
"Hanover County, Virginia",465.0,189.0,47.0,05000US51085,51,085,D,Renter,Yes,<=20% AMI
"Hanover County, Virginia",280.0,141.0,48.0,05000US51085,51,085,D,Renter,Yes,20.1-30% AMI
"Hanover County, Virginia",320.0,196.0,49.0,05000US51085,51,085,D,Renter,Yes,30.1-40% AMI
