name,estimate,margin_of_error,order,geoid,st,cnty,Line_Type,Tenure,Housing_Problems,Household_Income
"Carroll County, Virginia",12745.0,543.0,1.0,05000US51035,51,035,T,All,All,All
"Carroll County, Virginia",9410.0,459.0,2.0,05000US51035,51,035,S,Owner,All,All
"Carroll County, Virginia",1610.0,352.0,3.0,05000US51035,51,035,S,Owner,Yes,All
"Carroll County, Virginia",170.0,120.0,4.0,05000US51035,51,035,D,Owner,Yes,<=20% AMI
"Carroll County, Virginia",230.0,133.0,5.0,05000US51035,51,035,D,Owner,Yes,20.1-30% AMI
"Carroll County, Virginia",210.0,118.0,6.0,05000US51035,51,035,D,Owner,Yes,30.1-40% AMI
"Carroll County, Virginia",180.0,125.0,7.0,05000US51035,51,035,D,Owner,Yes,40.1-50% AMI
"Carroll County, Virginia",110.0,99.0,8.0,05000US51035,51,035,D,Owner,Yes,50.1-60% AMI
"Carroll County, Virginia",105.0,81.0,9.0,05000US51035,51,035,D,Owner,Yes,60.1-65% AMI
"Carroll County, Virginia",195.0,136.0,10.0,05000US51035,51,035,D,Owner,Yes,65.1-80% AMI
"Carroll County, Virginia",170.0,118.0,11.0,05000US51035,51,035,D,Owner,Yes,80.1-95% AMI
"Carroll County, Virginia",0.0,161.0,12.0,05000US51035,51,035,D,Owner,Yes,95.1-100% AMI
"Carroll County, Virginia",30.0,55.0,13.0,05000US51035,51,035,D,Owner,Yes,100.1-115% AMI
"Carroll County, Virginia",160.0,167.0,14.0,05000US51035,51,035,D,Owner,Yes,115.1-120% AMI
"Carroll County, Virginia",0.0,161.0,15.0,05000US51035,51,035,D,Owner,Yes,120.1-140% AMI
"Carroll County, Virginia",45.0,54.0,16.0,05000US51035,51,035,D,Owner,Yes,>140% AMI
"Carroll County, Virginia",7720.0,552.0,17.0,05000US51035,51,035,S,Owner,No,All
"Carroll County, Virginia",25.0,44.0,18.0,05000US51035,51,035,D,Owner,No,<=20% AMI
"Carroll County, Virginia",465.0,190.0,19.0,05000US51035,51,035,D,Owner,No,20.1-30% AMI
"Carroll County, Virginia",425.0,225.0,20.0,05000US51035,51,035,D,Owner,No,30.1-40% AMI
"Carroll County, Virginia",485.0,244.0,21.0,05000US51035,51,035,D,Owner,No,40.1-50% AMI
"Carroll County, Virginia",585.0,232.0,22.0,05000US51035,51,035,D,Owner,No,50.1-60% AMI
"Carroll County, Virginia",115.0,92.0,23.0,05000US51035,51,035,D,Owner,No,60.1-65% AMI
"Carroll County, Virginia",655.0,222.0,24.0,05000US51035,51,035,D,Owner,No,65.1-80% AMI
"Carroll County, Virginia",660.0,261.0,25.0,05000US51035,51,035,D,Owner,No,80.1-95% AMI
"Carroll County, Virginia",315.0,171.0,26.0,05000US51035,51,035,D,Owner,No,95.1-100% AMI
