name,estimate,margin_of_error,order,geoid,st,cnty,Line_Type,Tenure,Housing_Problems,Household_Income
"Arlington County, Virginia",89525.0,1296.0,1.0,05000US51013,51,013,T,All,All,All
"Arlington County, Virginia",45710.0,1326.0,2.0,05000US51013,51,013,S,Owner,All,All
"Arlington County, Virginia",11705.0,1100.0,3.0,05000US51013,51,013,S,Owner,Yes,All
"Arlington County, Virginia",1075.0,503.0,4.0,05000US51013,51,013,D,Owner,Yes,<=20% AMI
"Arlington County, Virginia",830.0,265.0,5.0,05000US51013,51,013,D,Owner,Yes,20.1-30% AMI
"Arlington County, Virginia",405.0,158.0,6.0,05000US51013,51,013,D,Owner,Yes,30.1-40% AMI
"Arlington County, Virginia",840.0,230.0,7.0,05000US51013,51,013,D,Owner,Yes,40.1-50% AMI
"Arlington County, Virginia",705.0,224.0,8.0,05000US51013,51,013,D,Owner,Yes,50.1-60% AMI
"Arlington County, Virginia",780.0,303.0,9.0,05000US51013,51,013,D,Owner,Yes,60.1-65% AMI
"Arlington County, Virginia",1415.0,287.0,10.0,05000US51013,51,013,D,Owner,Yes,65.1-80% AMI
"Arlington County, Virginia",1075.0,265.0,11.0,05000US51013,51,013,D,Owner,Yes,80.1-95% AMI
"Arlington County, Virginia",390.0,195.0,12.0,05000US51013,51,013,D,Owner,Yes,95.1-100% AMI
"Arlington County, Virginia",970.0,257.0,13.0,05000US51013,51,013,D,Owner,Yes,100.1-115% AMI
"Arlington County, Virginia",85.0,84.0,14.0,05000US51013,51,013,D,Owner,Yes,115.1-120% AMI
"Arlington County, Virginia",1175.0,331.0,15.0,05000US51013,51,013,D,Owner,Yes,120.1-140% AMI
"Arlington County, Virginia",1960.0,435.0,16.0,05000US51013,51,013,D,Owner,Yes,>140% AMI
"Arlington County, Virginia",33790.0,1092.0,17.0,05000US51013,51,013,S,Owner,No,All
"Arlington County, Virginia",40.0,59.0,18.0,05000US51013,51,013,D,Owner,No,<=20% AMI
"Arlington County, Virginia",80.0,72.0,19.0,05000US51013,51,013,D,Owner,No,20.1-30% AMI
"Arlington County, Virginia",170.0,127.0,20.0,05000US51013,51,013,D,Owner,No,30.1-40% AMI
"Arlington County, Virginia",495.0,237.0,21.0,05000US51013,51,013,D,Owner,No,40.1-50% AMI
"Arlington County, Virginia",450.0,156.0,22.0,05000US51013,51,013,D,Owner,No,50.1-60% AMI
"Arlington County, Virginia",305.0,142.0,23.0,05000US51013,51,013,D,Owner,No,60.1-65% AMI
"Arlington County, Virginia",910.0,219.0,24.0,05000US51013,51,013,D,Owner,No,65.1-80% AMI
"Arlington County, Virginia",1315.0,342.0,25.0,05000US51013,51,013,D,Owner,No,80.1-95% AMI
"Arlington County, Virginia",690.0,225.0,26.0,05000US51013,51,013,D,Owner,No,95.1-100% AMI
"Arlington County, Virginia",2060.0,345.0,27.0,05000US51013,51,013,D,Owner,No,100.1-115% AMI
"Arlington County, Virginia",630.0,228.0,28.0,05000US51013,51,013,D,Owner,No,115.1-120% AMI
"Arlington County, Virginia",2970.0,532.0,29.0,05000US51013,51,013,D,Owner,No,120.1-140% AMI
"Arlington County, Virginia",23675.0,1058.0,30.0,05000US51013,51,013,D,Owner,No,>140% AMI
"Arlington County, Virginia",215.0,146.0,31.0,05000US51013,51,013,S,Owner,N/A,All
"Arlington County, Virginia",215.0,146.0,32.0,05000US51013,51,013,D,Owner,N/A,<=20% AMI
"Arlington County, Virginia",0.0,161.0,33.0,05000US51013,51,013,D,Owner,N/A,20.1-30% AMI
"Arlington County, Virginia",0.0,161.0,34.0,05000US51013,51,013,D,Owner,N/A,30.1-40% AMI
"Arlington County, Virginia",0.0,161.0,35.0,05000US51013,51,013,D,Owner,N/A,40.1-50% AMI
"Arlington County, Virginia",0.0,161.0,36.0,05000US51013,51,013,D,Owner,N/A,50.1-60% AMI
"Arlington County, Virginia",0.0,161.0,37.0,05000US51013,51,013,D,Owner,N/A,60.1-65% AMI
"Arlington County, Virginia",0.0,161.0,38.0,05000US51013,51,013,D,Owner,N/A,65.1-80% AMI
"Arlington County, Virginia",0.0,161.0,39.0,05000US51013,51,013,D,Owner,N/A,80.1-95% AMI
"Arlington County, Virginia",0.0,161.0,40.0,05000US51013,51,013,D,Owner,N/A,95.1-100% AMI
"Arlington County, Virginia",0.0,161.0,41.0,05000US51013,51,013,D,Owner,N/A,100.1-115% AMI
"Arlington County, Virginia",0.0,161.0,42.0,05000US51013,51,013,D,Owner,N/A,115.1-120% AMI
"Arlington County, Virginia",0.0,161.0,43.0,05000US51013,51,013,D,Owner,N/A,120.1-140% AMI
"Arlington County, Virginia",0.0,161.0,44.0,05000US51013,51,013,D,Owner,N/A,>140% AMI
"Arlington County, Virginia",43815.0,1535.0,45.0,05000US51013,51,013,S,Renter,All,All
"Arlington County, Virginia",16860.0,1188.0,46.0,05000US51013,51,013,S,Renter,Yes,All
"Arlington County, Virginia",3445.0,658.0,47.0,05000US51013,51,013,D,Renter,Yes,<=20% AMI
"Arlington County, Virginia",1695.0,473.0,48.0,05000US51013,51,013,D,Renter,Yes,20.1-30% AMI
"Arlington County, Virginia",2730.0,524.0,49.0,05000US51013,51,013,D,Renter,Yes,30.1-40% AMI
"Arlington County, Virginia",1965.0,495.0,50.0,05000US51013,51,013,D,Renter,Yes,40.1-50% AMI
"Arlington County, Virginia",1320.0,425.0,51.0,05000US51013,51,013,D,Renter,Yes,50.1-60% AMI
"Arlington County, Virginia",630.0,272.0,52.0,05000US51013,51,013,D,Renter,Yes,60.1-65% AMI
"Arlington County, Virginia",1775.0,403.0,53.0,05000US51013,51,013,D,Renter,Yes,65.1-80% AMI
"Arlington County, Virginia",1125.0,314.0,54.0,05000US51013,51,013,D,Renter,Yes,80.1-95% AMI
"Arlington County, Virginia",310.0,152.0,55.0,05000US51013,51,013,D,Renter,Yes,95.1-100% AMI
"Arlington County, Virginia",750.0,359.0,56.0,05000US51013,51,013,D,Renter,Yes,100.1-115% AMI
"Arlington County, Virginia",330.0,254.0,57.0,05000US51013,51,013,D,Renter,Yes,115.1-120% AMI
"Arlington County, Virginia",110.0,81.0,58.0,05000US51013,51,013,D,Renter,Yes,120.1-140% AMI
"Arlington County, Virginia",675.0,303.0,59.0,05000US51013,51,013,D,Renter,Yes,>140% AMI
"Arlington County, Virginia",24980.0,1156.0,60.0,05000US51013,51,013,S,Renter,No,All
"Arlington County, Virginia",430.0,171.0,61.0,05000US51013,51,013,D,Renter,No,<=20% AMI
"Arlington County, Virginia",10.0,16.0,62.0,05000US51013,51,013,D,Renter,No,20.1-30% AMI
"Arlington County, Virginia",165.0,133.0,63.0,05000US51013,51,013,D,Renter,No,30.1-40% AMI
"Arlington County, Virginia",300.0,172.0,64.0,05000US51013,51,013,D,Renter,No,40.1-50% AMI
"Arlington County, Virginia",880.0,313.0,65.0,05000US51013,51,013,D,Renter,No,50.1-60% AMI
"Arlington County, Virginia",990.0,386.0,66.0,05000US51013,51,013,D,Renter,No,60.1-65% AMI
"Arlington County, Virginia",2170.0,457.0,67.0,05000US51013,51,013,D,Renter,No,65.1-80% AMI
"Arlington County, Virginia",2560.0,436.0,68.0,05000US51013,51,013,D,Renter,No,80.1-95% AMI
"Arlington County, Virginia",985.0,281.0,69.0,05000US51013,51,013,D,Renter,No,95.1-100% AMI
"Arlington County, Virginia",2480.0,552.0,70.0,05000US51013,51,013,D,Renter,No,100.1-115% AMI
"Arlington County, Virginia",610.0,169.0,71.0,05000US51013,51,013,D,Renter,No,115.1-120% AMI
"Arlington County, Virginia",2920.0,435.0,72.0,05000US51013,51,013,D,Renter,No,120.1-140% AMI
"Arlington County, Virginia",10490.0,834.0,73.0,05000US51013,51,013,D,Renter,No,>140% AMI
"Arlington County, Virginia",1970.0,534.0,74.0,05000US51013,51,013,S,Renter,N/A,All
"Arlington County, Virginia",910.0,305.0,75.0,05000US51013,51,013,D,Renter,N/A,<=20% AMI
"Arlington County, Virginia",40.0,68.0,76.0,05000US51013,51,013,D,Renter,N/A,20.1-30% AMI
"Arlington County, Virginia",20.0,37.0,77.0,05000US51013,51,013,D,Renter,N/A,30.1-40% AMI
"Arlington County, Virginia",70.0,71.0,78.0,05000US51013,51,013,D,Renter,N/A,40.1-50% AMI
"Arlington County, Virginia",245.0,287.0,79.0,05000US51013,51,013,D,Renter,N/A,50.1-60% AMI
"Arlington County, Virginia",30.0,48.0,80.0,05000US51013,51,013,D,Renter,N/A,60.1-65% AMI
"Arlington County, Virginia",145.0,168.0,81.0,05000US51013,51,013,D,Renter,N/A,65.1-80% AMI
"Arlington County, Virginia",150.0,141.0,82.0,05000US51013,51,013,D,Renter,N/A,80.1-95% AMI
"Arlington County, Virginia",0.0,161.0,83.0,05000US51013,51,013,D,Renter,N/A,95.1-100% AMI
"Arlington County, Virginia",60.0,70.0,84.0,05000US51013,51,013,D,Renter,N/A,100.1-115% AMI
"Arlington County, Virginia",30.0,50.0,85.0,05000US51013,51,013,D,Renter,N/A,115.1-120% AMI
"Arlington County, Virginia",125.0,147.0,86.0,05000US51013,51,013,D,Renter,N/A,120.1-140% AMI
"Arlington County, Virginia",145.0,103.0,87.0,05000US51013,51,013,D,Renter,N/A,>140% AMI
