name,estimate,margin_of_error,order,geoid,st,cnty,Line_Type,Tenure,Housing_Problems,Household_Income
"Warren County, Virginia",13470.0,396.0,1.0,05000US51187,51,187,T,All,All,All
"Warren County, Virginia",10370.0,453.0,2.0,05000US51187,51,187,S,Owner,All,All
"Warren County, Virginia",2800.0,414.0,3.0,05000US51187,51,187,S,Owner,Yes,All
"Warren County, Virginia",455.0,197.0,4.0,05000US51187,51,187,D,Owner,Yes,<=20% AMI
"Warren County, Virginia",230.0,125.0,5.0,05000US51187,51,187,D,Owner,Yes,20.1-30% AMI
"Warren County, Virginia",105.0,85.0,6.0,05000US51187,51,187,D,Owner,Yes,30.1-40% AMI
"Warren County, Virginia",145.0,119.0,7.0,05000US51187,51,187,D,Owner,Yes,40.1-50% AMI
"Warren County, Virginia",290.0,151.0,8.0,05000US51187,51,187,D,Owner,Yes,50.1-60% AMI
"Warren County, Virginia",130.0,92.0,9.0,05000US51187,51,187,D,Owner,Yes,60.1-65% AMI
"Warren County, Virginia",520.0,200.0,10.0,05000US51187,51,187,D,Owner,Yes,65.1-80% AMI
"Warren County, Virginia",265.0,125.0,11.0,05000US51187,51,187,D,Owner,Yes,80.1-95% AMI
"Warren County, Virginia",85.0,79.0,12.0,05000US51187,51,187,D,Owner,Yes,95.1-100% AMI
"Warren County, Virginia",225.0,122.0,13.0,05000US51187,51,187,D,Owner,Yes,100.1-115% AMI
"Warren County, Virginia",20.0,33.0,14.0,05000US51187,51,187,D,Owner,Yes,115.1-120% AMI
"Warren County, Virginia",80.0,68.0,15.0,05000US51187,51,187,D,Owner,Yes,120.1-140% AMI
"Warren County, Virginia",260.0,124.0,16.0,05000US51187,51,187,D,Owner,Yes,>140% AMI
"Warren County, Virginia",7570.0,482.0,17.0,05000US51187,51,187,S,Owner,No,All
"Warren County, Virginia",15.0,30.0,18.0,05000US51187,51,187,D,Owner,No,<=20% AMI
"Warren County, Virginia",235.0,97.0,19.0,05000US51187,51,187,D,Owner,No,20.1-30% AMI
"Warren County, Virginia",150.0,93.0,20.0,05000US51187,51,187,D,Owner,No,30.1-40% AMI
"Warren County, Virginia",280.0,150.0,21.0,05000US51187,51,187,D,Owner,No,40.1-50% AMI
"Warren County, Virginia",150.0,110.0,22.0,05000US51187,51,187,D,Owner,No,50.1-60% AMI
"Warren County, Virginia",50.0,40.0,23.0,05000US51187,51,187,D,Owner,No,60.1-65% AMI
"Warren County, Virginia",430.0,160.0,24.0,05000US51187,51,187,D,Owner,No,65.1-80% AMI
"Warren County, Virginia",615.0,217.0,25.0,05000US51187,51,187,D,Owner,No,80.1-95% AMI
"Warren County, Virginia",75.0,61.0,26.0,05000US51187,51,187,D,Owner,No,95.1-100% AMI
"Warren County, Virginia",745.0,208.0,27.0,05000US51187,51,187,D,Owner,No,100.1-115% AMI
"Warren County, Virginia",240.0,122.0,28.0,05000US51187,51,187,D,Owner,No,115.1-120% AMI
"Warren County, Virginia",925.0,268.0,29.0,05000US51187,51,187,D,Owner,No,120.1-140% AMI
"Warren County, Virginia",3655.0,401.0,30.0,05000US51187,51,187,D,Owner,No,>140% AMI
"Warren County, Virginia",0.0,161.0,31.0,05000US51187,51,187,S,Owner,N/A,All
"Warren County, Virginia",0.0,161.0,32.0,05000US51187,51,187,D,Owner,N/A,<=20% AMI
"Warren County, Virginia",0.0,161.0,33.0,05000US51187,51,187,D,Owner,N/A,20.1-30% AMI
"Warren County, Virginia",0.0,161.0,34.0,05000US51187,51,187,D,Owner,N/A,30.1-40% AMI
