name,estimate,margin_of_error,order,geoid,st,cnty,Line_Type,Tenure,Overcrowding,Household_Income,Family_Structure
"Alexandria city, Virginia",62310.0,993.0,1.0,05000US51510,51,510,T,All,All,All,All
"Alexandria city, Virginia",29620.0,1046.0,2.0,05000US51510,51,510,S,Owner,All,All,All
"Alexandria city, Virginia",29460.0,1055.0,3.0,05000US51510,51,510,S,Owner,No overcrowding,All,All
"Alexandria city, Virginia",1340.0,311.0,4.0,05000US51510,51,510,S,Owner,No overcrowding,30% AMI or less,All
"Alexandria city, Virginia",305.0,129.0,5.0,05000US51510,51,510,D,Owner,No overcrowding,30% AMI or less,1 family household
"Alexandria city, Virginia",0.0,161.0,6.0,05000US51510,51,510,D,Owner,No overcrowding,30% AMI or less,2+ families in household
"Alexandria city, Virginia",1030.0,292.0,7.0,05000US51510,51,510,D,Owner,No overcrowding,30% AMI or less,Non-family household
"Alexandria city, Virginia",1335.0,316.0,8.0,05000US51510,51,510,S,Owner,No overcrowding,30.1-50% AMI,All
"Alexandria city, Virginia",555.0,233.0,9.0,05000US51510,51,510,D,Owner,No overcrowding,30.1-50% AMI,1 family household
"Alexandria city, Virginia",10.0,20.0,10.0,05000US51510,51,510,D,Owner,No overcrowding,30.1-50% AMI,2+ families in household
"Alexandria city, Virginia",770.0,209.0,11.0,05000US51510,51,510,D,Owner,No overcrowding,30.1-50% AMI,Non-family household
"Alexandria city, Virginia",3030.0,430.0,12.0,05000US51510,51,510,S,Owner,No overcrowding,50.1-80% AMI,All
"Alexandria city, Virginia",985.0,301.0,13.0,05000US51510,51,510,D,Owner,No overcrowding,50.1-80% AMI,1 family household
"Alexandria city, Virginia",10.0,23.0,14.0,05000US51510,51,510,D,Owner,No overcrowding,50.1-80% AMI,2+ families in household
"Alexandria city, Virginia",2035.0,351.0,15.0,05000US51510,51,510,D,Owner,No overcrowding,50.1-80% AMI,Non-family household
"Alexandria city, Virginia",1985.0,413.0,16.0,05000US51510,51,510,S,Owner,No overcrowding,80.1-95% AMI,All
"Alexandria city, Virginia",765.0,239.0,17.0,05000US51510,51,510,D,Owner,No overcrowding,80.1-95% AMI,1 family household
"Alexandria city, Virginia",10.0,17.0,18.0,05000US51510,51,510,D,Owner,No overcrowding,80.1-95% AMI,2+ families in household
"Alexandria city, Virginia",1210.0,319.0,19.0,05000US51510,51,510,D,Owner,No overcrowding,80.1-95% AMI,Non-family household
"Alexandria city, Virginia",21765.0,945.0,20.0,05000US51510,51,510,S,Owner,No overcrowding,95.1% AMI and above,All
"Alexandria city, Virginia",12515.0,780.0,21.0,05000US51510,51,510,D,Owner,No overcrowding,95.1% AMI and above,1 family household
"Alexandria city, Virginia",60.0,64.0,22.0,05000US51510,51,510,D,Owner,No overcrowding,95.1% AMI and above,2+ families in household
"Alexandria city, Virginia",9185.0,728.0,23.0,05000US51510,51,510,D,Owner,No overcrowding,95.1% AMI and above,Non-family household
"Alexandria city, Virginia",80.0,78.0,24.0,05000US51510,51,510,S,Owner,Moderate overcrowding,All,All
"Alexandria city, Virginia",0.0,161.0,25.0,05000US51510,51,510,S,Owner,Moderate overcrowding,30% AMI or less,All
"Alexandria city, Virginia",0.0,161.0,26.0,05000US51510,51,510,D,Owner,Moderate overcrowding,30% AMI or less,1 family household
"Alexandria city, Virginia",0.0,161.0,27.0,05000US51510,51,510,D,Owner,Moderate overcrowding,30% AMI or less,2+ families in household
"Alexandria city, Virginia",0.0,161.0,28.0,05000US51510,51,510,D,Owner,Moderate overcrowding,30% AMI or less,Non-family household
"Alexandria city, Virginia",25.0,42.0,29.0,05000US51510,51,510,S,Owner,Moderate overcrowding,30.1-50% AMI,All
"Alexandria city, Virginia",25.0,42.0,30.0,05000US51510,51,510,D,Owner,Moderate overcrowding,30.1-50% AMI,1 family household
"Alexandria city, Virginia",0.0,161.0,31.0,05000US51510,51,510,D,Owner,Moderate overcrowding,30.1-50% AMI,2+ families in household
"Alexandria city, Virginia",0.0,161.0,32.0,05000US51510,51,510,D,Owner,Moderate overcrowding,30.1-50% AMI,Non-family household
"Alexandria city, Virginia",55.0,67.0,33.0,05000US51510,51,510,S,Owner,Moderate overcrowding,50.1-80% AMI,All
"Alexandria city, Virginia",55.0,67.0,34.0,05000US51510,51,510,D,Owner,Moderate overcrowding,50.1-80% AMI,1 family household
"Alexandria city, Virginia",0.0,161.0,35.0,05000US51510,51,510,D,Owner,Moderate overcrowding,50.1-80% AMI,2+ families in household
"Alexandria city, Virginia",0.0,161.0,36.0,05000US51510,51,510,D,Owner,Moderate overcrowding,50.1-80% AMI,Non-family household
"Alexandria city, Virginia",0.0,161.0,37.0,05000US51510,51,510,S,Owner,Moderate overcrowding,80.1-95% AMI,All
"Alexandria city, Virginia",0.0,161.0,38.0,05000US51510,51,510,D,Owner,Moderate overcrowding,80.1-95% AMI,1 family household
"Alexandria city, Virginia",0.0,161.0,39.0,05000US51510,51,510,D,Owner,Moderate overcrowding,80.1-95% AMI,2+ families in household
"Alexandria city, Virginia",0.0,161.0,40.0,05000US51510,51,510,D,Owner,Moderate overcrowding,80.1-95% AMI,Non-family household
"Alexandria city, Virginia",0.0,161.0,41.0,05000US51510,51,510,S,Owner,Moderate overcrowding,95.1% AMI and above,All
"Alexandria city, Virginia",0.0,161.0,42.0,05000US51510,51,510,D,Owner,Moderate overcrowding,95.1% AMI and above,1 family household
"Alexandria city, Virginia",0.0,161.0,43.0,05000US51510,51,510,D,Owner,Moderate overcrowding,95.1% AMI and above,2+ families in household
"Alexandria city, Virginia",0.0,161.0,44.0,05000US51510,51,510,D,Owner,Moderate overcrowding,95.1% AMI and above,Non-family household
"Alexandria city, Virginia",85.0,65.0,45.0,05000US51510,51,510,S,Owner,Severe overcrowding,All,All
"Alexandria city, Virginia",0.0,161.0,46.0,05000US51510,51,510,S,Owner,Severe overcrowding,30% AMI or less,All
"Alexandria city, Virginia",0.0,161.0,47.0,05000US51510,51,510,D,Owner,Severe overcrowding,30% AMI or less,1 family household
"Alexandria city, Virginia",0.0,161.0,48.0,05000US51510,51,510,D,Owner,Severe overcrowding,30% AMI or less,2+ families in household
"Alexandria city, Virginia",0.0,161.0,49.0,05000US51510,51,510,D,Owner,Severe overcrowding,30% AMI or less,Non-family household
"Alexandria city, Virginia",25.0,41.0,50.0,05000US51510,51,510,S,Owner,Severe overcrowding,30.1-50% AMI,All
"Alexandria city, Virginia",25.0,41.0,51.0,05000US51510,51,510,D,Owner,Severe overcrowding,30.1-50% AMI,1 family household
"Alexandria city, Virginia",0.0,161.0,52.0,05000US51510,51,510,D,Owner,Severe overcrowding,30.1-50% AMI,2+ families in household
"Alexandria city, Virginia",0.0,161.0,53.0,05000US51510,51,510,D,Owner,Severe overcrowding,30.1-50% AMI,Non-family household
"Alexandria city, Virginia",45.0,49.0,54.0,05000US51510,51,510,S,Owner,Severe overcrowding,50.1-80% AMI,All
"Alexandria city, Virginia",35.0,56.0,55.0,05000US51510,51,510,D,Owner,Severe overcrowding,50.1-80% AMI,1 family household
"Alexandria city, Virginia",15.0,24.0,56.0,05000US51510,51,510,D,Owner,Severe overcrowding,50.1-80% AMI,2+ families in household
"Alexandria city, Virginia",0.0,161.0,57.0,05000US51510,51,510,D,Owner,Severe overcrowding,50.1-80% AMI,Non-family household
"Alexandria city, Virginia",15.0,24.0,58.0,05000US51510,51,510,S,Owner,Severe overcrowding,80.1-95% AMI,All
"Alexandria city, Virginia",15.0,24.0,59.0,05000US51510,51,510,D,Owner,Severe overcrowding,80.1-95% AMI,1 family household
"Alexandria city, Virginia",0.0,161.0,60.0,05000US51510,51,510,D,Owner,Severe overcrowding,80.1-95% AMI,2+ families in household
"Alexandria city, Virginia",0.0,161.0,61.0,05000US51510,51,510,D,Owner,Severe overcrowding,80.1-95% AMI,Non-family household
"Alexandria city, Virginia",0.0,161.0,62.0,05000US51510,51,510,S,Owner,Severe overcrowding,95.1% AMI and above,All
"Alexandria city, Virginia",0.0,161.0,63.0,05000US51510,51,510,D,Owner,Severe overcrowding,95.1% AMI and above,1 family household
"Alexandria city, Virginia",0.0,161.0,64.0,05000US51510,51,510,D,Owner,Severe overcrowding,95.1% AMI and above,2+ families in household
"Alexandria city, Virginia",0.0,161.0,65.0,05000US51510,51,510,D,Owner,Severe overcrowding,95.1% AMI and above,Non-family household
"Alexandria city, Virginia",32690.0,1290.0,66.0,05000US51510,51,510,S,Renter,All,All,All
"Alexandria city, Virginia",31660.0,1307.0,67.0,05000US51510,51,510,S,Renter,No overcrowding,All,All
"Alexandria city, Virginia",5210.0,706.0,68.0,05000US51510,51,510,S,Renter,No overcrowding,30% AMI or less,All
"Alexandria city, Virginia",1815.0,474.0,69.0,05000US51510,51,510,D,Renter,No overcrowding,30% AMI or less,1 family household
"Alexandria city, Virginia",35.0,62.0,70.0,05000US51510,51,510,D,Renter,No overcrowding,30% AMI or less,2+ families in household
"Alexandria city, Virginia",3360.0,485.0,71.0,05000US51510,51,510,D,Renter,No overcrowding,30% AMI or less,Non-family household
"Alexandria city, Virginia",4675.0,716.0,72.0,05000US51510,51,510,S,Renter,No overcrowding,30.1-50% AMI,All
"Alexandria city, Virginia",2400.0,645.0,73.0,05000US51510,51,510,D,Renter,No overcrowding,30.1-50% AMI,1 family household
"Alexandria city, Virginia",30.0,28.0,74.0,05000US51510,51,510,D,Renter,No overcrowding,30.1-50% AMI,2+ families in household
"Alexandria city, Virginia",2245.0,436.0,75.0,05000US51510,51,510,D,Renter,No overcrowding,30.1-50% AMI,Non-family household
"Alexandria city, Virginia",6925.0,755.0,76.0,05000US51510,51,510,S,Renter,No overcrowding,50.1-80% AMI,All
"Alexandria city, Virginia",2485.0,483.0,77.0,05000US51510,51,510,D,Renter,No overcrowding,50.1-80% AMI,1 family household
"Alexandria city, Virginia",75.0,93.0,78.0,05000US51510,51,510,D,Renter,No overcrowding,50.1-80% AMI,2+ families in household
"Alexandria city, Virginia",4370.0,617.0,79.0,05000US51510,51,510,D,Renter,No overcrowding,50.1-80% AMI,Non-family household
"Alexandria city, Virginia",3090.0,550.0,80.0,05000US51510,51,510,S,Renter,No overcrowding,80.1-95% AMI,All
"Alexandria city, Virginia",950.0,349.0,81.0,05000US51510,51,510,D,Renter,No overcrowding,80.1-95% AMI,1 family household
"Alexandria city, Virginia",0.0,161.0,82.0,05000US51510,51,510,D,Renter,No overcrowding,80.1-95% AMI,2+ families in household
"Alexandria city, Virginia",2145.0,407.0,83.0,05000US51510,51,510,D,Renter,No overcrowding,80.1-95% AMI,Non-family household
"Alexandria city, Virginia",11755.0,995.0,84.0,05000US51510,51,510,S,Renter,No overcrowding,95.1% AMI and above,All
"Alexandria city, Virginia",3725.0,540.0,85.0,05000US51510,51,510,D,Renter,No overcrowding,95.1% AMI and above,1 family household
"Alexandria city, Virginia",0.0,161.0,86.0,05000US51510,51,510,D,Renter,No overcrowding,95.1% AMI and above,2+ families in household
"Alexandria city, Virginia",8030.0,889.0,87.0,05000US51510,51,510,D,Renter,No overcrowding,95.1% AMI and above,Non-family household
"Alexandria city, Virginia",855.0,316.0,88.0,05000US51510,51,510,S,Renter,Moderate overcrowding,All,All
"Alexandria city, Virginia",155.0,148.0,89.0,05000US51510,51,510,S,Renter,Moderate overcrowding,30% AMI or less,All
"Alexandria city, Virginia",155.0,148.0,90.0,05000US51510,51,510,D,Renter,Moderate overcrowding,30% AMI or less,1 family household
"Alexandria city, Virginia",0.0,161.0,91.0,05000US51510,51,510,D,Renter,Moderate overcrowding,30% AMI or less,2+ families in household
"Alexandria city, Virginia",0.0,161.0,92.0,05000US51510,51,510,D,Renter,Moderate overcrowding,30% AMI or less,Non-family household
"Alexandria city, Virginia",400.0,213.0,93.0,05000US51510,51,510,S,Renter,Moderate overcrowding,30.1-50% AMI,All
"Alexandria city, Virginia",340.0,179.0,94.0,05000US51510,51,510,D,Renter,Moderate overcrowding,30.1-50% AMI,1 family household
"Alexandria city, Virginia",60.0,79.0,95.0,05000US51510,51,510,D,Renter,Moderate overcrowding,30.1-50% AMI,2+ families in household
"Alexandria city, Virginia",0.0,161.0,96.0,05000US51510,51,510,D,Renter,Moderate overcrowding,30.1-50% AMI,Non-family household
"Alexandria city, Virginia",200.0,146.0,97.0,05000US51510,51,510,S,Renter,Moderate overcrowding,50.1-80% AMI,All
"Alexandria city, Virginia",200.0,146.0,98.0,05000US51510,51,510,D,Renter,Moderate overcrowding,50.1-80% AMI,1 family household
"Alexandria city, Virginia",0.0,161.0,99.0,05000US51510,51,510,D,Renter,Moderate overcrowding,50.1-80% AMI,2+ families in household
"Alexandria city, Virginia",0.0,161.0,100.0,05000US51510,51,510,D,Renter,Moderate overcrowding,50.1-80% AMI,Non-family household
"Alexandria city, Virginia",0.0,161.0,101.0,05000US51510,51,510,S,Renter,Moderate overcrowding,80.1-95% AMI,All
