name,estimate,margin_of_error,order,geoid,st,cnty,Line_Type,Tenure,Overcrowding,Household_Income,Family_Structure
"Hanover County, Virginia",35485.0,484.0,1.0,05000US51085,51,085,T,All,All,All,All
"Hanover County, Virginia",29775.0,594.0,2.0,05000US51085,51,085,S,Owner,All,All,All
"Hanover County, Virginia",29695.0,597.0,3.0,05000US51085,51,085,S,Owner,No overcrowding,All,All
"Hanover County, Virginia",1515.0,300.0,4.0,05000US51085,51,085,S,Owner,No overcrowding,30% AMI or less,All
"Hanover County, Virginia",750.0,210.0,5.0,05000US51085,51,085,D,Owner,No overcrowding,30% AMI or less,1 family household
"Hanover County, Virginia",0.0,161.0,6.0,05000US51085,51,085,D,Owner,No overcrowding,30% AMI or less,2+ families in household
"Hanover County, Virginia",765.0,205.0,7.0,05000US51085,51,085,D,Owner,No overcrowding,30% AMI or less,Non-family household
"Hanover County, Virginia",1615.0,313.0,8.0,05000US51085,51,085,S,Owner,No overcrowding,30.1-50% AMI,All
"Hanover County, Virginia",680.0,174.0,9.0,05000US51085,51,085,D,Owner,No overcrowding,30.1-50% AMI,1 family household
"Hanover County, Virginia",0.0,161.0,10.0,05000US51085,51,085,D,Owner,No overcrowding,30.1-50% AMI,2+ families in household
"Hanover County, Virginia",935.0,299.0,11.0,05000US51085,51,085,D,Owner,No overcrowding,30.1-50% AMI,Non-family household
"Hanover County, Virginia",3170.0,466.0,12.0,05000US51085,51,085,S,Owner,No overcrowding,50.1-80% AMI,All
"Hanover County, Virginia",2025.0,360.0,13.0,05000US51085,51,085,D,Owner,No overcrowding,50.1-80% AMI,1 family household
"Hanover County, Virginia",100.0,70.0,14.0,05000US51085,51,085,D,Owner,No overcrowding,50.1-80% AMI,2+ families in household
"Hanover County, Virginia",1045.0,276.0,15.0,05000US51085,51,085,D,Owner,No overcrowding,50.1-80% AMI,Non-family household
"Hanover County, Virginia",2060.0,426.0,16.0,05000US51085,51,085,S,Owner,No overcrowding,80.1-95% AMI,All
"Hanover County, Virginia",1495.0,332.0,17.0,05000US51085,51,085,D,Owner,No overcrowding,80.1-95% AMI,1 family household
"Hanover County, Virginia",50.0,49.0,18.0,05000US51085,51,085,D,Owner,No overcrowding,80.1-95% AMI,2+ families in household
"Hanover County, Virginia",515.0,237.0,19.0,05000US51085,51,085,D,Owner,No overcrowding,80.1-95% AMI,Non-family household
"Hanover County, Virginia",21340.0,728.0,20.0,05000US51085,51,085,S,Owner,No overcrowding,95.1% AMI and above,All
"Hanover County, Virginia",18595.0,694.0,21.0,05000US51085,51,085,D,Owner,No overcrowding,95.1% AMI and above,1 family household
"Hanover County, Virginia",450.0,172.0,22.0,05000US51085,51,085,D,Owner,No overcrowding,95.1% AMI and above,2+ families in household
"Hanover County, Virginia",2295.0,395.0,23.0,05000US51085,51,085,D,Owner,No overcrowding,95.1% AMI and above,Non-family household
"Hanover County, Virginia",80.0,62.0,24.0,05000US51085,51,085,S,Owner,Moderate overcrowding,All,All
"Hanover County, Virginia",0.0,161.0,25.0,05000US51085,51,085,S,Owner,Moderate overcrowding,30% AMI or less,All
"Hanover County, Virginia",0.0,161.0,26.0,05000US51085,51,085,D,Owner,Moderate overcrowding,30% AMI or less,1 family household
"Hanover County, Virginia",0.0,161.0,27.0,05000US51085,51,085,D,Owner,Moderate overcrowding,30% AMI or less,2+ families in household
"Hanover County, Virginia",0.0,161.0,28.0,05000US51085,51,085,D,Owner,Moderate overcrowding,30% AMI or less,Non-family household
"Hanover County, Virginia",0.0,161.0,29.0,05000US51085,51,085,S,Owner,Moderate overcrowding,30.1-50% AMI,All
"Hanover County, Virginia",0.0,161.0,30.0,05000US51085,51,085,D,Owner,Moderate overcrowding,30.1-50% AMI,1 family household
"Hanover County, Virginia",0.0,161.0,31.0,05000US51085,51,085,D,Owner,Moderate overcrowding,30.1-50% AMI,2+ families in household
"Hanover County, Virginia",0.0,161.0,32.0,05000US51085,51,085,D,Owner,Moderate overcrowding,30.1-50% AMI,Non-family household
"Hanover County, Virginia",40.0,40.0,33.0,05000US51085,51,085,S,Owner,Moderate overcrowding,50.1-80% AMI,All
"Hanover County, Virginia",15.0,26.0,34.0,05000US51085,51,085,D,Owner,Moderate overcrowding,50.1-80% AMI,1 family household
"Hanover County, Virginia",25.0,30.0,35.0,05000US51085,51,085,D,Owner,Moderate overcrowding,50.1-80% AMI,2+ families in household
"Hanover County, Virginia",0.0,161.0,36.0,05000US51085,51,085,D,Owner,Moderate overcrowding,50.1-80% AMI,Non-family household
"Hanover County, Virginia",0.0,161.0,37.0,05000US51085,51,085,S,Owner,Moderate overcrowding,80.1-95% AMI,All
"Hanover County, Virginia",0.0,161.0,38.0,05000US51085,51,085,D,Owner,Moderate overcrowding,80.1-95% AMI,1 family household
"Hanover County, Virginia",0.0,161.0,39.0,05000US51085,51,085,D,Owner,Moderate overcrowding,80.1-95% AMI,2+ families in household
"Hanover County, Virginia",0.0,161.0,40.0,05000US51085,51,085,D,Owner,Moderate overcrowding,80.1-95% AMI,Non-family household
"Hanover County, Virginia",40.0,49.0,41.0,05000US51085,51,085,S,Owner,Moderate overcrowding,95.1% AMI and above,All
"Hanover County, Virginia",20.0,34.0,42.0,05000US51085,51,085,D,Owner,Moderate overcrowding,95.1% AMI and above,1 family household
"Hanover County, Virginia",20.0,35.0,43.0,05000US51085,51,085,D,Owner,Moderate overcrowding,95.1% AMI and above,2+ families in household
"Hanover County, Virginia",0.0,161.0,44.0,05000US51085,51,085,D,Owner,Moderate overcrowding,95.1% AMI and above,Non-family household
"Hanover County, Virginia",0.0,161.0,45.0,05000US51085,51,085,S,Owner,Severe overcrowding,All,All
"Hanover County, Virginia",0.0,161.0,46.0,05000US51085,51,085,S,Owner,Severe overcrowding,30% AMI or less,All
"Hanover County, Virginia",0.0,161.0,47.0,05000US51085,51,085,D,Owner,Severe overcrowding,30% AMI or less,1 family household
"Hanover County, Virginia",0.0,161.0,48.0,05000US51085,51,085,D,Owner,Severe overcrowding,30% AMI or less,2+ families in household
"Hanover County, Virginia",0.0,161.0,49.0,05000US51085,51,085,D,Owner,Severe overcrowding,30% AMI or less,Non-family household
"Hanover County, Virginia",0.0,161.0,50.0,05000US51085,51,085,S,Owner,Severe overcrowding,30.1-50% AMI,All
"Hanover County, Virginia",0.0,161.0,51.0,05000US51085,51,085,D,Owner,Severe overcrowding,30.1-50% AMI,1 family household
"Hanover County, Virginia",0.0,161.0,52.0,05000US51085,51,085,D,Owner,Severe overcrowding,30.1-50% AMI,2+ families in household
"Hanover County, Virginia",0.0,161.0,53.0,05000US51085,51,085,D,Owner,Severe overcrowding,30.1-50% AMI,Non-family household
"Hanover County, Virginia",0.0,161.0,54.0,05000US51085,51,085,S,Owner,Severe overcrowding,50.1-80% AMI,All
