name,estimate,margin_of_error,order,geoid,st,cnty,Line_Type,Tenure,Overcrowding,Household_Income,Family_Structure
"Arlington County, Virginia",89525.0,1296.0,1.0,05000US51013,51,013,T,All,All,All,All
"Arlington County, Virginia",45710.0,1326.0,2.0,05000US51013,51,013,S,Owner,All,All,All
"Arlington County, Virginia",45305.0,1335.0,3.0,05000US51013,51,013,S,Owner,No overcrowding,All,All
"Arlington County, Virginia",2230.0,506.0,4.0,05000US51013,51,013,S,Owner,No overcrowding,30% AMI or less,All
"Arlington County, Virginia",580.0,231.0,5.0,05000US51013,51,013,D,Owner,No overcrowding,30% AMI or less,1 family household
"Arlington County, Virginia",0.0,161.0,6.0,05000US51013,51,013,D,Owner,No overcrowding,30% AMI or less,2+ families in household
"Arlington County, Virginia",1650.0,473.0,7.0,05000US51013,51,013,D,Owner,No overcrowding,30% AMI or less,Non-family household
"Arlington County, Virginia",1845.0,357.0,8.0,05000US51013,51,013,S,Owner,No overcrowding,30.1-50% AMI,All
"Arlington County, Virginia",555.0,187.0,9.0,05000US51013,51,013,D,Owner,No overcrowding,30.1-50% AMI,1 family household
"Arlington County, Virginia",15.0,22.0,10.0,05000US51013,51,013,D,Owner,No overcrowding,30.1-50% AMI,2+ families in household
"Arlington County, Virginia",1280.0,334.0,11.0,05000US51013,51,013,D,Owner,No overcrowding,30.1-50% AMI,Non-family household
"Arlington County, Virginia",4435.0,558.0,12.0,05000US51013,51,013,S,Owner,No overcrowding,50.1-80% AMI,All
"Arlington County, Virginia",2000.0,344.0,13.0,05000US51013,51,013,D,Owner,No overcrowding,50.1-80% AMI,1 family household
"Arlington County, Virginia",50.0,55.0,14.0,05000US51013,51,013,D,Owner,No overcrowding,50.1-80% AMI,2+ families in household
"Arlington County, Virginia",2385.0,434.0,15.0,05000US51013,51,013,D,Owner,No overcrowding,50.1-80% AMI,Non-family household
"Arlington County, Virginia",2345.0,450.0,16.0,05000US51013,51,013,S,Owner,No overcrowding,80.1-95% AMI,All
"Arlington County, Virginia",885.0,264.0,17.0,05000US51013,51,013,D,Owner,No overcrowding,80.1-95% AMI,1 family household
